advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w012	Week 12	452	1	17441375	7344602	103058	22320
People's Vote UK	People's Vote	748608695327755	Facebook	w012	Week 12	148	1	13953171	6063770	132254	35165
Right To Vote	Right to Vote	408236463256774	Facebook	w012	Week 12	144	1	3995028	877208	21292	2667
Britain's Future	Britain's Future	1625300137516491	Facebook	w012	Week 12	1132	1	3519090	774666	80545	5554
Paddy Power		108803784913	Facebook	w012	Week 12	4	1	2499996	1100000	19996	4000
Sosialidemokraatit SDP		108945982480217	Facebook	w012	Week 12	45	1	2289693	1022558	12702	3227
Vattenfall Sverige		608975645850217	Facebook	w012	Week 12	24	1	2242586	1026666	27370	7851
Best For Britain	Best for Britain	1863944713844924	Facebook	w012	Week 12	58	1	1940723	847569	19800	4173
Médecins du Monde France		265420476920	Facebook	w012	Week 12	326	1	1863674	535000	38774	1400
Andy Street	The Conservative Party	625464517632792	Facebook	w012	Week 12	246	1	1765454	538846	29302	1186
Ministère de l'Intérieur		103146727990	Facebook	w012	Week 12	32	1	1695633	704117	8839	2058
Gazeta Wyborcza		63563473556	Facebook	w012	Week 12	44	1	1531956	542000	3479	628
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w012	Week 12	169	1	1416275	425221	21031	4161
The Labour Party	The Labour Party	25749647410	Facebook	w012	Week 12	16	1	1368321	512666	15878	3432
European Commission		107898832590939	Facebook	w012	Week 12	16	1	1220159	567741	4578	1132
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w012	Week 12	2	1	1199998	600000	1498	600
UK government	UK government	408582579294175	Facebook	w012	Week 12	4	1	1159417	463768	14378	3454
Kialo		729627343834501	Facebook	w012	Week 12	10	1	1120990	480000	7913	2047
WeWorld Onlus		299584710061488	Facebook	w012	Week 12	40	1	1069719	419343	7767	1516
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w012	Week 12	3	1	1050997	510000	5597	1100
Amnistía Internacional España		78151799929	Facebook	w012	Week 12	3	1	1050997	510000	5197	1000
Paris Première		140770432659757	Facebook	w012	Week 12	1	1	999999	499999	4999	999
Career Jobs Hunt Network		2486692284890622	Facebook	w012	Week 12	1	1	999999	500000	88	0
e.on		511324618972373	Facebook	w012	Week 12	1	1	999999	499999	498	99
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	w012	Week 12	18	1	993327	459000	993	99
