advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	130	1	80934825	37611404	557244	122888
Podemos	Unidas Podemos	269212336568846	Facebook	1k_5k	1k - 5k	87	1	58899913	26800000	434913	87000
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	137	1	24697268	10848172	296449	80696
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	26	1	19899974	9500000	129974	26000
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	59	1	19668793	8870784	174006	44131
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	63	1	18699114	8671862	141751	37681
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	78	1	17924664	8160548	196111	48830
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	23	1	15299977	7200000	114977	23000
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	17	1	14999983	7300000	84983	17000
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	48	1	14372338	6432303	34709	11355
Greenpeace France		39435457457	Facebook	1k_5k	1k - 5k	19	1	13899981	6600000	94981	19000
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	26	1	12799974	5400000	129974	26000
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	61	1	12162747	5343042	110877	33700
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	76	1	10420913	4777006	127475	40860
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	10099982	4500000	89982	18000
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	18	1	9599982	4450000	89982	18000
Un país moderno	Unidas Podemos	577723459314066	Facebook	1k_5k	1k - 5k	13	1	8999987	4100000	64987	13000
sp.a	sp.a	57253967150	Facebook	1k_5k	1k - 5k	11	1	7699989	3600000	54989	11000
Referendum Commission		580832208630212	Facebook	1k_5k	1k - 5k	11	1	7399989	3500000	54989	11000
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	13	1	7236927	3536629	22231	10440
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	48	1	7038759	3342872	25031	5637
Sosialidemokraatit SDP		108945982480217	Facebook	1k_5k	1k - 5k	9	1	5699991	2600000	44991	9000
Vattenfall Sverige		608975645850217	Facebook	1k_5k	1k - 5k	19	1	5636620	2623924	66600	20956
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	11	1	5599989	2600000	54989	11000
The Brexit Party	The Brexit Party	230416667843105	Facebook	1k_5k	1k - 5k	26	1	5210211	2506122	67307	16481
