advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	10k_50k	10k - 50k	843	1	42149157	8430000	396866	76027
Ciudadanos	Ciudadanos	74078667754	Facebook	10k_50k	10k - 50k	837	1	41849163	8370000	189263	26600
People's Vote UK	People's Vote	748608695327755	Facebook	10k_50k	10k - 50k	724	1	36199276	7240000	362751	75911
Partido Popular	Partido Popular	72249031214	Facebook	10k_50k	10k - 50k	614	1	30699386	6140000	96786	9000
CDU	CDU	78502295414	Facebook	10k_50k	10k - 50k	518	1	25899482	5180000	82882	7900
Kialo		729627343834501	Facebook	10k_50k	10k - 50k	474	1	23699526	4740000	163556	31064
European Parliament		178362315106	Facebook	10k_50k	10k - 50k	443	1	22149557	4430000	101537	14493
FDP	FDP	21289227249	Facebook	10k_50k	10k - 50k	415	1	20749585	4150000	73285	8600
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	10k_50k	10k - 50k	413	1	20649587	4130000	150303	27656
SPD	SPD	47930567748	Facebook	10k_50k	10k - 50k	389	1	19449611	3890000	128211	22700
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	10k_50k	10k - 50k	266	1	13299734	2660000	87407	14233
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	10k_50k	10k - 50k	212	1	10599788	2120000	54988	8500
Conservatives	The Conservative Party	8807334278	Facebook	10k_50k	10k - 50k	200	1	9999800	2000000	77647	14001
38 Degrees	38 Degrees	200006375787	Facebook	10k_50k	10k - 50k	193	1	9649807	1930000	57751	8910
SPÖ	SPÖ	77393060080	Facebook	10k_50k	10k - 50k	191	1	9549809	1910000	59309	10100
sp.a	sp.a	57253967150	Facebook	10k_50k	10k - 50k	191	1	9549809	1910000	57309	9600
We are the 52%	We are the 52%	466744973727718	Facebook	10k_50k	10k - 50k	173	1	8649827	1730000	22596	694
Rädda Barnen		72659261793	Facebook	10k_50k	10k - 50k	167	1	8349833	1670000	61753	14270
The Labour Party	The Labour Party	25749647410	Facebook	10k_50k	10k - 50k	165	1	8249835	1650000	63801	11224
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	10k_50k	10k - 50k	149	1	7449851	1490000	47581	12211
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	10k_50k	10k - 50k	146	1	7299854	1460000	50054	8900
ČSSD	ČSSD	111041662264882	Facebook	10k_50k	10k - 50k	146	1	7299854	1460000	27664	6373
Right To Vote	Right to Vote	408236463256774	Facebook	10k_50k	10k - 50k	143	1	7149857	1430000	43692	6827
Sosialidemokraatit SDP		108945982480217	Facebook	10k_50k	10k - 50k	134	1	6699866	1340000	49966	10000
COALICION CANARIA		AR489541609348661248	Google	10k_50k	10k - 50k	4731	1	6566622	306413	19044	0
