gender_code_filter	gender_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	European Parliament		178362315106	Facebook	1796	1	124316877	55535977	616675	154093
f	female	Podemos	Unidas Podemos	269212336568846	Facebook	331	1	57398385	25474482	341871	87922
f	female	Partido Popular	Partido Popular	72249031214	Facebook	3639	1	55293200	18244577	426359	37410
f	female	Ciudadanos	Ciudadanos	74078667754	Facebook	5257	1	48778712	15023670	465234	37839
f	female	People's Vote UK	People's Vote	748608695327755	Facebook	3494	1	48381586	16779081	626470	113577
f	female	Britain's Future	Britain's Future	1625300137516491	Facebook	4475	1	34929282	10779069	432754	60769
f	female	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	2217	1	27382057	9332617	377517	49613
f	female	Best For Britain	Best for Britain	1863944713844924	Facebook	865	1	26174828	11197232	312673	74001
f	female	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2328	1	24623088	8283229	295576	30736
f	female	SPD	SPD	47930567748	Facebook	6410	1	23672724	6488042	529443	22405
f	female	sp.a	sp.a	57253967150	Facebook	421	1	22237988	8919575	107935	23301
f	female	The Labour Party	The Labour Party	25749647410	Facebook	651	1	20500235	8268902	163984	36627
f	female	Greenpeace France		39435457457	Facebook	130	1	19855437	9024890	104450	23952
f	female	CDU	CDU	78502295414	Facebook	3170	1	19610479	4709937	174052	4243
f	female	Conservatives	The Conservative Party	8807334278	Facebook	1893	1	19512023	7559222	223386	29728
f	female	PSOE	PSOE	189318235003	Facebook	335	1	16583611	6601154	49498	9157
f	female	Kialo		729627343834501	Facebook	747	1	16322833	6530249	109229	27134
f	female	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	91	1	15370755	6919251	33074	9816
f	female	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	180	1	14892279	6791895	39838	8935
f	female	România în primul rând	Future Innovation	770704223323599	Facebook	94	1	14680011	6502151	17023	3985
f	female	FDP	FDP	21289227249	Facebook	1696	1	14316342	4302033	117530	6862
f	female	European Greens	European Greens	141366725876424	Facebook	88	1	13984594	6274855	89927	22948
f	female	Rädda Barnen		72659261793	Facebook	403	1	13591529	4549188	123781	31030
f	female	38 Degrees	38 Degrees	200006375787	Facebook	645	1	13540484	5005931	91547	13194
f	female	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	118	1	12577970	5197924	39867	9752
f	female	Sosialidemokraatit SDP		108945982480217	Facebook	315	1	12416045	4848360	77875	17244
f	female	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	360	1	11881998	4791740	57445	11100
f	female	European Commission		107898832590939	Facebook	92	1	11160052	5072102	44121	11656
f	female	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	11002011	5047495	72327	16014
f	female	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	136	1	10923583	4652174	17464	4589
f	female	Save the Children Italia		46590675335	Facebook	46	1	10509588	4726582	46346	11971
f	female	Plan International Sverige		382243262003	Facebook	350	1	10463225	3430895	86805	21363
