age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
55_64	55-64	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	315	1	1570827	519262	11099	3006
55_64	55-64	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	59	1	552467	184691	7116	1893
55_64	55-64	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	144	1	456134	158238	7472	2008
55_64	55-64	DK	Denmark	Red Barnet		67571270393	Facebook	80	1	428757	148466	7359	1948
55_64	55-64	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	375972	131611	4099	1078
55_64	55-64	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	300931	129398	3917	1119
55_64	55-64	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	52	1	294775	84938	2289	649
55_64	55-64	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	290483	110456	3879	1048
55_64	55-64	DK	Denmark	SF	SF	74796954245	Facebook	45	1	266402	68904	2502	624
55_64	55-64	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	446	1	258824	58636	2755	592
55_64	55-64	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	256495	91026	3867	1262
55_64	55-64	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	42	1	242550	85109	1362	401
55_64	55-64	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	34	1	237954	66823	1992	463
55_64	55-64	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	121	1	167979	39257	671	120
55_64	55-64	DK	Denmark	Røde Kors		65929129383	Facebook	27	1	147923	37111	1756	559
55_64	55-64	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	139408	30732	1467	358
55_64	55-64	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	137364	47654	854	262
55_64	55-64	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	131061	44258	1374	346
55_64	55-64	DK	Denmark	European Parliament		178362315106	Facebook	53	1	130299	44678	1022	163
55_64	55-64	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	123453	39841	1313	338
55_64	55-64	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	123310	51972	1406	330
55_64	55-64	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	109	1	104987	24519	656	115
55_64	55-64	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	74	1	100688	24166	873	237
55_64	55-64	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	77	1	96324	28494	932	185
55_64	55-64	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	68	1	94638	19618	755	165
