advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	130	1	80934825	37611404	557244	122888
Podemos	Unidas Podemos	269212336568846	Facebook	1k_5k	1k - 5k	87	1	58899913	26800000	434913	87000
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	137	1	24697268	10848172	296449	80696
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	26	1	19899974	9500000	129974	26000
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	59	1	19668793	8870784	174006	44131
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	63	1	18699114	8671862	141751	37681
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	78	1	17924664	8160548	196111	48830
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	23	1	15299977	7200000	114977	23000
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	17	1	14999983	7300000	84983	17000
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	48	1	14372338	6432303	34709	11355
Greenpeace France		39435457457	Facebook	1k_5k	1k - 5k	19	1	13899981	6600000	94981	19000
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	26	1	12799974	5400000	129974	26000
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	61	1	12162747	5343042	110877	33700
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	76	1	10420913	4777006	127475	40860
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	10099982	4500000	89982	18000
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	18	1	9599982	4450000	89982	18000
Un país moderno	Unidas Podemos	577723459314066	Facebook	1k_5k	1k - 5k	13	1	8999987	4100000	64987	13000
sp.a	sp.a	57253967150	Facebook	1k_5k	1k - 5k	11	1	7699989	3600000	54989	11000
Referendum Commission		580832208630212	Facebook	1k_5k	1k - 5k	11	1	7399989	3500000	54989	11000
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	13	1	7236927	3536629	22231	10440
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	48	1	7038759	3342872	25031	5637
Sosialidemokraatit SDP		108945982480217	Facebook	1k_5k	1k - 5k	9	1	5699991	2600000	44991	9000
Vattenfall Sverige		608975645850217	Facebook	1k_5k	1k - 5k	19	1	5636620	2623924	66600	20956
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	11	1	5599989	2600000	54989	11000
The Brexit Party	The Brexit Party	230416667843105	Facebook	1k_5k	1k - 5k	26	1	5210211	2506122	67307	16481
Save the Children Italia		46590675335	Facebook	1k_5k	1k - 5k	6	1	4999994	2400000	29994	6000
Primes écologique		152399322377561	Facebook	1k_5k	1k - 5k	11	1	4599989	1900000	54989	11000
Britain's Future	Britain's Future	1625300137516491	Facebook	1k_5k	1k - 5k	46	1	4540611	2116336	41993	21017
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	1k_5k	1k - 5k	28	1	4528219	2106185	31370	13406
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	1k_5k	1k - 5k	6	1	4499994	2100000	29994	6000
Partito Democratico		77034286895	Facebook	1k_5k	1k - 5k	6	1	4499994	2100000	29994	6000
UK government	UK government	408582579294175	Facebook	1k_5k	1k - 5k	13	1	4249635	1794845	46725	9621
România în primul rând	Future Innovation	770704223323599	Facebook	1k_5k	1k - 5k	11	1	3576811	1672278	5366	1073
La Prime Énergie		336155273400553	Facebook	1k_5k	1k - 5k	7	1	3499993	1400000	34993	7000
38 Degrees	38 Degrees	200006375787	Facebook	1k_5k	1k - 5k	12	1	3466132	1449630	25478	7016
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	1k_5k	1k - 5k	9	1	3443588	1517325	28549	6259
Partidul Naţional Liberal		181375448581167	Facebook	1k_5k	1k - 5k	15	1	3251644	1440017	7318	1463
Avaaz	Avaaz	8340223883	Facebook	1k_5k	1k - 5k	6	1	3178051	1477062	18240	4197
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	1k_5k	1k - 5k	11	1	3122051	1304101	18756	5946
Europees Parlement Nederland		270788920480	Facebook	1k_5k	1k - 5k	8	1	3099992	1300000	39992	8000
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	1k_5k	1k - 5k	4	1	2999996	1400000	19996	4000
Bundesregierung		768905426534529	Facebook	1k_5k	1k - 5k	5	1	2999995	1300000	24995	5000
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	1k_5k	1k - 5k	6	1	2999994	1200000	29994	6000
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	1k_5k	1k - 5k	25	1	2996153	1374984	12197	2439
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	11	1	2743475	1184944	30064	7113
Agence Isolation Pour Tous		568528630290119	Facebook	1k_5k	1k - 5k	7	1	2599993	1100000	34993	7000
Ayuda LGTB		315021912539118	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Paddy Power		108803784913	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Aides énergétiques pour tous		789578834730248	Facebook	1k_5k	1k - 5k	6	1	2399994	1000000	29994	6000
Harald Vilimsky	FPÖ	547597092025909	Facebook	1k_5k	1k - 5k	7	1	2399993	1000000	34993	7000
