advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	524	1	115951106	51742162	334702	109111
Britain's Future	Britain's Future	1625300137516491	Facebook	100_1k	100 - 1k	4488	1	56978713	17925854	611879	115993
Kialo		729627343834501	Facebook	100_1k	100 - 1k	562	1	46834684	18868978	296871	77533
People's Vote UK	People's Vote	748608695327755	Facebook	100_1k	100 - 1k	3501	1	43294075	13178729	503737	99058
Podemos	Unidas Podemos	269212336568846	Facebook	100_1k	100 - 1k	176	1	38399824	16870000	122324	45200
Ciudadanos	Ciudadanos	74078667754	Facebook	100_1k	100 - 1k	427	1	32619573	12120000	222573	50300
European Greens		141366725876424	Facebook	100_1k	100 - 1k	158	1	31749842	13970000	103342	35400
sp.a	sp.a	57253967150	Facebook	100_1k	100 - 1k	218	1	30769782	12870000	122282	32600
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100_1k	100 - 1k	190	1	28611176	12901587	64669	15523
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	100_1k	100 - 1k	115	1	27459885	11425000	70385	21900
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100_1k	100 - 1k	221	1	24509779	10520000	113279	24500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100_1k	100 - 1k	3910	1	24172407	8292609	227384	39952
România în primul rând	Future Innovation	770704223323599	Facebook	100_1k	100 - 1k	84	1	22318594	9832120	19747	5653
Partido Popular	Partido Popular	72249031214	Facebook	100_1k	100 - 1k	185	1	22199815	9200000	106815	30100
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	100_1k	100 - 1k	2407	1	20353205	7871117	167144	29073
SPD	SPD	47930567748	Facebook	100_1k	100 - 1k	286	1	19514714	6436000	158214	41000
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	100_1k	100 - 1k	129	1	18815325	8194147	27602	8234
The Labour Party	The Labour Party	25749647410	Facebook	100_1k	100 - 1k	651	1	18372092	7476351	123322	26640
Partito Democratico		77034286895	Facebook	100_1k	100 - 1k	74	1	17299926	7760000	39926	9800
Fidesz	Fidesz	9844779306	Facebook	100_1k	100 - 1k	90	1	16872401	8008083	54503	26970
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	100_1k	100 - 1k	82	1	16469673	7200291	31615	7081
PSOE	PSOE	189318235003	Facebook	100_1k	100 - 1k	85	1	16449915	7420000	49415	14100
Kyriakos Mitsotakis		34848567724	Facebook	100_1k	100 - 1k	62	1	15999938	6990000	32438	7400
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	100_1k	100 - 1k	56	1	14876192	6904098	23162	10318
FDP	FDP	21289227249	Facebook	100_1k	100 - 1k	157	1	14479843	6135000	80843	17700
