advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	m	male	DK	Denmark	406	1	9619010	3144630	69434	18603
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	m	male	DK	Denmark	173	1	3069986	879537	39888	9925
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	m	male	DK	Denmark	807	1	2969531	639212	24326	4574
European Parliament		178362315106	Facebook	m	male	DK	Denmark	98	1	2709925	1130461	25250	5601
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	m	male	DK	Denmark	147	1	2642560	862214	33984	8356
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	m	male	DK	Denmark	36	1	1558265	568022	21987	5417
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	m	male	DK	Denmark	17	1	1309328	535242	15253	4255
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	m	male	DK	Denmark	42	1	1285209	336352	9865	2461
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	m	male	DK	Denmark	27	1	1244249	500430	18802	3944
Lizette Risgaard		547601668763372	Facebook	m	male	DK	Denmark	69	1	1189987	471191	10255	3293
Facebook Nordic	Facebook	334318366655425	Facebook	m	male	DK	Denmark	4	1	1125896	450359	15075	3015
Enhedslisten	Enhedslisten	223040066022	Facebook	m	male	DK	Denmark	61	1	1099573	386338	8682	2076
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	m	male	DK	Denmark	178	1	997301	233814	3785	772
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	m	male	DK	Denmark	33	1	871055	269668	12287	3391
Pia Olsen Dyhr	SF	49348971479	Facebook	m	male	DK	Denmark	64	1	822074	248173	8292	1995
SF	SF	74796954245	Facebook	m	male	DK	Denmark	78	1	784630	225592	7023	1665
Mona Juul	Mona Juul	2079067062409423	Facebook	m	male	DK	Denmark	103	1	721548	192825	6755	1452
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	m	male	DK	Denmark	74	1	700016	187099	5169	1375
Alternativet	Alternativet	676061179094769	Facebook	m	male	DK	Denmark	13	1	694926	287370	10815	2630
Zetland	Zetland	341299649231023	Facebook	m	male	DK	Denmark	39	1	670817	243188	1902	571
SE Energi & Klima		169900309711559	Facebook	m	male	DK	Denmark	43	1	624480	225600	4202	1133
Kialo		729627343834501	Facebook	m	male	DK	Denmark	350	1	601154	230634	4748	1298
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	m	male	DK	Denmark	50	1	561104	131026	3580	750
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	m	male	DK	Denmark	59	1	486226	132175	2897	1058
Niels Fuglsang		264009771074617	Facebook	m	male	DK	Denmark	114	1	473912	109874	2490	570
