spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100_1k	100 - 1k	AMERISOFT SRL		AR573801583431647232	Google	15	1	114000000	11400000	7500	749
100_1k	100 - 1k	European Parliament		178362315106	Facebook	521	1	112601109	50352162	330205	106411
100_1k	100 - 1k	Britain's Future	Britain's Future	1625300137516491	Facebook	4488	1	56978713	17925854	611879	115993
100_1k	100 - 1k	Kialo		729627343834501	Facebook	517	1	44274729	18203978	273916	72633
100_1k	100 - 1k	People's Vote UK	People's Vote	748608695327755	Facebook	3495	1	43276622	13173742	503651	99058
100_1k	100 - 1k	Podemos	Unidas Podemos	269212336568846	Facebook	174	1	38099826	16720000	121326	45000
100_1k	100 - 1k	Ciudadanos	Ciudadanos	74078667754	Facebook	427	1	32619573	12120000	222573	50300
100_1k	100 - 1k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	52	1	31200000	3120000	25499	2550
100_1k	100 - 1k	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	119	1	29979999	2990000	40999	4100
100_1k	100 - 1k	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	9	1	26100000	2610000	4500	450
100_1k	100 - 1k	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	101	1	26049899	10840000	59399	17300
100_1k	100 - 1k	sp.a	sp.a	57253967150	Facebook	181	1	25719819	10610000	102819	28100
100_1k	100 - 1k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	203	1	23139797	9910000	104797	23100
100_1k	100 - 1k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3883	1	22284364	7869329	202783	34976
100_1k	100 - 1k	Partido Popular	Partido Popular	72249031214	Facebook	185	1	22199815	9200000	106815	30100
100_1k	100 - 1k	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	36	1	21010000	2100000	15500	1549
100_1k	100 - 1k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2329	1	19385519	7404509	160962	28031
100_1k	100 - 1k	SPD	SPD	47930567748	Facebook	277	1	18614723	6016000	153723	40100
100_1k	100 - 1k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	147	1	18331241	8429461	50748	11729
100_1k	100 - 1k	The Labour Party	The Labour Party	25749647410	Facebook	640	1	18276807	7408734	122497	26652
100_1k	100 - 1k	România în primul rând	Future Innovation	770704223323599	Facebook	84	1	18063537	8108172	17431	4685
100_1k	100 - 1k	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	120	1	17530936	7606195	25491	7559
100_1k	100 - 1k	Alternativet		AR198061076825243648	Google	9	1	17000000	1700000	4000	400
100_1k	100 - 1k	PSOE	PSOE	189318235003	Facebook	84	1	16199916	7310000	47916	13200
100_1k	100 - 1k	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	78	1	14573555	6298682	30423	6653
