advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	191	1	119147868	55855489	837911	178799
Podemos	Unidas Podemos	269212336568846	Facebook	1k_5k	1k - 5k	87	1	58899913	26800000	434913	87000
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	48	1	27099952	12200000	239952	48000
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	137	1	24697268	10848172	296449	80696
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	65	1	23902769	11061716	50954	17756
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	38	1	22799962	10600000	189962	38000
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	41	1	20799959	9100000	204959	41000
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	26	1	19899974	9500000	129974	26000
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	59	1	19668793	8870784	174006	44131
Greenpeace France		39435457457	Facebook	1k_5k	1k - 5k	24	1	18899976	9100000	119976	24000
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	64	1	18857049	8750830	142664	38138
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	79	1	18003631	8200032	197024	49287
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	98	1	17676282	8057767	49426	10517
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	17	1	14999983	7300000	84983	17000
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	65	1	13798522	6160931	120338	36141
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	25	1	13328878	6446209	36865	16912
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	84	1	11210584	5171845	134779	44515
sp.a	sp.a	57253967150	Facebook	1k_5k	1k - 5k	16	1	10799984	5050000	79984	16000
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	10099982	4500000	89982	18000
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	20	1	9999980	4650000	99980	20000
Un país moderno	Unidas Podemos	577723459314066	Facebook	1k_5k	1k - 5k	13	1	8999987	4100000	64987	13000
Harald Vilimsky		547597092025909	Facebook	1k_5k	1k - 5k	23	1	7999977	3550000	114977	23000
Referendum Commission		580832208630212	Facebook	1k_5k	1k - 5k	11	1	7399989	3500000	54989	11000
România în primul rând	Future Innovation	770704223323599	Facebook	1k_5k	1k - 5k	23	1	7200075	3251651	11221	2244
The Brexit Party	The Brexit Party	230416667843105	Facebook	1k_5k	1k - 5k	48	1	7153658	3411266	116438	29601
