advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	1800	1	125841669	56172854	621551	155870
Podemos	Unidas Podemos	269212336568846	Facebook	f	female	333	1	57517724	25534152	342255	87999
Partido Popular	Partido Popular	72249031214	Facebook	f	female	3639	1	55293200	18244577	426359	37410
Ciudadanos	Ciudadanos	74078667754	Facebook	f	female	5220	1	48744091	15018945	462903	37839
People's Vote UK	People's Vote	748608695327755	Facebook	f	female	3500	1	48477134	16806740	626950	113577
Britain's Future	Britain's Future	1625300137516491	Facebook	f	female	4475	1	34929282	10779069	432754	60769
European Greens		141366725876424	Facebook	f	female	277	1	31964896	14140267	186542	46023
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f	female	2232	1	27927852	9481153	384516	51354
SPD	SPD	47930567748	Facebook	f	female	6746	1	26185126	7168266	562925	22952
Best For Britain	Best for Britain	1863944713844924	Facebook	f	female	865	1	26174359	11197058	312668	74000
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f	female	2406	1	25268609	8591111	305425	31451
sp.a	sp.a	57253967150	Facebook	f	female	453	1	24565828	9955755	118860	25736
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	f	female	235	1	21444171	9654735	49427	11205
The Labour Party	The Labour Party	25749647410	Facebook	f	female	664	1	20963199	8528378	167787	37075
Greenpeace France		39435457457	Facebook	f	female	130	1	20487331	9387926	108627	24551
CDU	CDU	78502295414	Facebook	f	female	3170	1	19610479	4709937	174052	4243
Conservatives	The Conservative Party	8807334278	Facebook	f	female	1888	1	19516082	7560401	224113	29981
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	f	female	100	1	18344035	8388259	45027	12965
România în primul rând	Future Innovation	770704223323599	Facebook	f	female	95	1	17140809	7482351	18778	4574
Kialo		729627343834501	Facebook	f	female	842	1	16687357	6632105	112109	27599
PSOE	PSOE	189318235003	Facebook	f	female	335	1	16627391	6617802	49844	9462
FDP	FDP	21289227249	Facebook	f	female	1990	1	16183026	4836834	135229	7825
38 Degrees	38 Degrees	200006375787	Facebook	f	female	654	1	13853980	5082494	93480	13531
Médecins du Monde France		265420476920	Facebook	f	female	2102	1	13641675	4343414	221418	18603
Rädda Barnen		72659261793	Facebook	f	female	407	1	13613642	4560246	123883	31051
