spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100_1k	100 - 1k	European Parliament		178362315106	Facebook	521	1	114251109	50942162	332205	108011
100_1k	100 - 1k	Britain's Future	Britain's Future	1625300137516491	Facebook	4488	1	56978713	17925854	611879	115993
100_1k	100 - 1k	Kialo		729627343834501	Facebook	532	1	45324714	18533978	281901	74533
100_1k	100 - 1k	People's Vote UK	People's Vote	748608695327755	Facebook	3501	1	43294075	13178729	503737	99058
100_1k	100 - 1k	Podemos	Unidas Podemos	269212336568846	Facebook	174	1	38099826	16720000	121326	45000
100_1k	100 - 1k	Ciudadanos	Ciudadanos	74078667754	Facebook	427	1	32619573	12120000	222573	50300
100_1k	100 - 1k	European Greens		141366725876424	Facebook	149	1	29799851	13110000	97851	33700
100_1k	100 - 1k	sp.a	sp.a	57253967150	Facebook	211	1	28869789	12020000	117789	31100
100_1k	100 - 1k	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	107	1	26509893	11105000	63893	19100
100_1k	100 - 1k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	184	1	25221121	11417082	61516	14577
100_1k	100 - 1k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	220	1	24719780	10625000	113280	24800
100_1k	100 - 1k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3886	1	23570819	8146960	220847	38679
100_1k	100 - 1k	România în primul rând	Future Innovation	770704223323599	Facebook	84	1	23108071	10203668	18689	5631
100_1k	100 - 1k	Partido Popular	Partido Popular	72249031214	Facebook	185	1	22199815	9200000	106815	30100
100_1k	100 - 1k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2378	1	20156479	7833249	165041	28725
100_1k	100 - 1k	SPD	SPD	47930567748	Facebook	286	1	19364714	6316000	158714	41400
100_1k	100 - 1k	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	123	1	18698601	8191168	26604	8160
100_1k	100 - 1k	The Labour Party	The Labour Party	25749647410	Facebook	638	1	18260874	7423857	122573	26525
100_1k	100 - 1k	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	81	1	16492535	7360795	31919	7079
100_1k	100 - 1k	PSOE	PSOE	189318235003	Facebook	85	1	16409915	7415000	48415	13300
100_1k	100 - 1k	Partito Democratico		77034286895	Facebook	71	1	16249929	7350000	37929	9100
100_1k	100 - 1k	Fidesz	Fidesz	9844779306	Facebook	86	1	15581655	7409933	51436	25428
100_1k	100 - 1k	Kyriakos Mitsotakis		34848567724	Facebook	59	1	15399941	6690000	30941	7100
100_1k	100 - 1k	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	14294232	6282716	45309	8569
100_1k	100 - 1k	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	44	1	14109956	5965000	26456	8000
