advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	39	1	6224961	2931000	20014	5189
INBOX	New Digital Media	369693523475596	Facebook	55	1	6204945	2679000	7845	600
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	774	1	6175226	1480000	85026	2100
Klang der Solidarität		385076005313967	Facebook	89	1	6158911	2536000	13984	1780
Apodemia		115927088504184	Facebook	22	1	6100978	2740000	2978	200
Katarina Barley	SPD	1522202731410785	Facebook	568	1	6056432	1638000	67032	2700
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	107	1	6020000	530000	5350	0
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	41	1	5895959	2583000	7659	900
Banque mondiale		155174084508744	Facebook	107	1	5677893	2163000	10141	178
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	3968	1	5635032	551000	393232	100
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	164	1	5610836	1780000	82683	21799
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	64	1	5569936	2512000	18316	5862
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	609	1	5534391	1606000	67091	1700
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	236	1	5529764	2117000	43964	8500
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	43	1	5481957	2259000	13257	3900
Roberta Metsola		406824526101449	Facebook	476	1	5465524	1674000	57324	2100
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	118	1	5447882	2115000	22069	5856
En Comú Podem	En Comú Podem	463627663844039	Facebook	55	1	5408945	2261000	18845	5000
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	150	1	5401850	1864000	60250	13200
London Labour Party	The London Labour Party 	474613052643462	Facebook	89	1	5322911	1977000	49771	10761
Alfred Sant	Alfred Sant	537789116260209	Facebook	137	1	5280863	1955000	24063	2900
Scientists for EU	Scientists for EU	642444842524195	Facebook	62	1	5260938	1775000	37652	6595
DéFI	DéFI	173518112695794	Facebook	176	1	5184824	1454000	41524	6300
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	37	1	5170963	2182000	59932	15956
Humble Household		1746853745395190	Facebook	53	1	5155947	2085000	50591	12872
Primes écologique		152399322377561	Facebook	19	1	5154981	2131000	60081	12900
D66	D66	52985377549	Facebook	45	1	5099955	2053000	32855	7300
Lilian Marijnissen	SP	844559615710915	Facebook	59	1	5092941	2125000	26041	6200
TheArticle	TheArticle	607840469632004	Facebook	27	1	5075973	2211000	42321	10414
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	167	1	5050833	1512000	67985	17112
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	122	1	5044878	1712000	31778	5800
Ayuda LGTB		315021912539118	Facebook	51	1	4994949	2083000	31649	6300
Europäisches Parlament Österreich		124468054313069	Facebook	35	1	4944965	2065000	18065	6400
Amnesty International UK		7624294394	Facebook	92	1	4933908	2129000	45023	14464
La Prime Énergie		336155273400553	Facebook	28	1	4920972	1954000	43872	9800
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	136	1	4902864	1649000	17864	1100
Guardian Weekly		64525551258	Facebook	30	1	4870970	1967000	24381	5670
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	44	1	4813956	2020000	8456	1300
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	16	1	4750000	470000	800	0
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	12	1	4749988	2160000	24088	5100
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	75	1	4729925	1827000	9133	2021
School Cuts	National Education Union	871798409656672	Facebook	157	1	4656843	1110000	45758	6943
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	315	1	4649685	1388000	32385	300
The Week UK	The Week	177855115588808	Facebook	141	1	4635859	1685000	43810	7984
Lara Comi	Lara Comi	155619044465389	Facebook	91	1	4610909	1409000	16309	3200
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	110	1	4605890	1475000	14890	1000
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	61	1	4558939	1980000	7396	478
Instant PPI UK		616112792139038	Facebook	73	1	4554927	1696000	44530	10236
EU-kommissionen i Sverige		155824787799	Facebook	21	1	4550979	2186000	19804	4769
Alex Salmond	Slainte Media	136191876445102	Facebook	91	1	4526909	1659000	21534	2777
Covestro		150793518281117	Facebook	16	1	4510984	1975000	8384	2800
Delphinus		20411877802	Facebook	11	1	4505989	2200000	2037	267
Medici Senza Frontiere		65737832194	Facebook	26	1	4476974	1881000	17874	5800
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	268	1	4470732	1279000	31432	1500
Sloboda a Solidarita		AR242125929453715456	Google	185	1	4460000	290000	9250	0
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	16	1	4423984	2174000	5323	1093
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	89	1	4405911	1735000	11211	600
CGTN		565225540184937	Facebook	7	1	4399993	2100000	3109	623
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	26	1	4394974	1910000	32718	6133
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	93	1	4372907	1671000	10407	300
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	85	1	4339915	1612000	14515	1800
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	47	1	4298953	1835000	20153	6900
Oxfam Novib		115289021825188	Facebook	40	1	4267960	1748000	61760	18700
Andy Street	The Conservative Party	625464517632792	Facebook	635	1	4242365	1228000	82004	2314
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	125	1	4226875	1391000	61188	14501
España Ciudadana		349800235527721	Facebook	18	1	4220982	1850000	21182	5000
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	23	1	4215977	1793000	7568	3438
Litere.net	litere.net	1504323906337545	Facebook	13	1	4209987	1995000	3989	903
David Casa	David Casa	193035580892638	Facebook	104	1	4203896	1175000	13496	800
Ministère de l'Intérieur		103146727990	Facebook	32	1	4117968	1710000	21468	5000
The Bamboo Brush Society		1152885191422950	Facebook	82	1	4064918	1556000	19018	2500
Liberalerna	Liberalerna	132266740623	Facebook	101	1	4016899	1476000	23240	6630
Facebook	Facebook	726281677519881	Facebook	5	1	4009995	2005000	20095	4000
Matthew Hussey		525275707491504	Facebook	51	1	4008949	1713000	43837	8723
Демократична България	Демократична България	995342840629890	Facebook	38	1	3986962	1503000	7160	923
Dan Lok		998837360158985	Facebook	62	1	3948938	1658000	139872	34803
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	43	1	3945957	1595000	9457	1300
Save the Refugees		1931458237163388	Facebook	67	1	3933933	1338000	24952	4361
Property & Business Info		562032903912680	Facebook	287	1	3932713	1129000	60073	9026
Declic	Declic	686190454826244	Facebook	27	1	3906973	1641000	9344	2038
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	16	1	3899984	1640000	18684	5200
Stichting Vluchteling		120034538112114	Facebook	83	1	3873917	1524000	59117	13900
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	62	1	3856938	1437000	7150	1698
Facebook Nordic	Facebook	334318366655425	Facebook	9	1	3849991	1810000	23969	6428
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	739	1	3833261	857000	31367	6507
London Gov	the Greater London Authority	713179875369048	Facebook	43	1	3825957	1674000	36748	7290
CDU Christlich Demokratische Union		AR68737343799951360	Google	381	1	3810000	0	19050	0
Politice.net	politice.net	2546711162025064	Facebook	12	1	3775988	1818000	3611	756
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	3749986	1580000	27986	7400
Lizette Risgaard		547601668763372	Facebook	71	1	3730929	1570000	31523	9292
Open Vld		AR369049153717665792	Google	317	1	3710000	60000	15850	0
Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	93	1	3703907	1021000	11207	500
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	109	1	3700000	290000	5450	0
Stefano Maullu		150618724962388	Facebook	35	1	3686965	1458000	9565	1800
Ingredientes que Suman		586540488142205	Facebook	13	1	3664987	1686000	9487	2100
Petizioni.it		1410474395723679	Facebook	32	1	3664968	1664000	23668	5000
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	225	1	3645775	1020000	28275	1500
Renew	Renew  Party	1923371311278106	Facebook	179	1	3635821	868000	42956	6248
Mayor of London	the Greater London Authority	360322167647280	Facebook	23	1	3607977	1493000	38507	7406
Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45	1	3589955	1362000	8955	1400
Agence Isolation Pour Tous		568528630290119	Facebook	25	1	3577975	1481000	43675	10100
HLAS	První prezidentská	320144481956623	Facebook	259	1	3575741	881000	6584	1830
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	145	1	3574855	1070000	16455	800
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	23	1	3569977	1618000	23477	4400
Mónica Oltra	Compromís	81107269227	Facebook	19	1	3556981	1611000	13381	3200
MDM Deutsche Münze		126866220711392	Facebook	47	1	3549953	1366000	13953	2100
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	794	1	3513206	1085000	100006	8200
Amref Health Africa - Italia		48677844864	Facebook	103	1	3494897	1229000	12997	700
Stadt Wien	Stadt Wien	110971788921077	Facebook	50	1	3473950	1239000	17450	2900
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	113	1	3456887	1046000	14787	900
European Youth Event		919232861444360	Facebook	8	1	3450992	1610000	9092	2400
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	74	1	3444926	1436000	18926	4000
Greenpeace Polska		32104614789	Facebook	63	1	3443937	1397000	7452	1791
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	90	1	3436910	1037000	21189	3078
ACNUR Comite español		94118672764	Facebook	39	1	3420961	1431000	16061	2600
Game of Sultans		185311195624361	Facebook	7	1	3399993	1500000	75654	17802
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	62	1	3381938	1394000	19538	5000
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	64	1	3356936	1097000	27736	6000
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	296	1	3353704	784000	42904	3400
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	115	1	3350885	1096000	18585	1800
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	85	1	3341915	722000	8415	0
Asthma UK	Asthma UK	40952091012	Facebook	14	1	3320986	1477000	27756	6133
Unis pour les Droits Humains		1642871805813802	Facebook	29	1	3290971	1367000	2911	89
Respeto LGTB		2315084548728652	Facebook	313	1	3279687	1187000	36287	1600
Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	102	1	3273898	1285000	13698	900
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1160	1	3251840	589000	114840	0
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	24	1	3249976	1270000	7146	1735
Oxfam Italia		150200761667597	Facebook	280	1	3240720	943000	35920	2600
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	24	1	3220976	1460000	12244	2752
China Xinhua News		338109312883186	Facebook	5	1	3199995	1500000	1152	178
InFacts	InFacts	678120165658753	Facebook	99	1	3198901	859000	19441	2661
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	63	1	3188937	1120000	12837	2200
Greenpeace Magyarország		35634348348	Facebook	98	1	3183902	1233000	10525	554
Joe Sammut		433245190070343	Facebook	83	1	3172917	1234000	13117	1500
déi gréng	déi gréng	21710789873	Facebook	30	1	3170970	1340000	12470	3200
Vereniging Eigen Huis		371735371563	Facebook	15	1	3169985	1284000	24485	5400
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	341	1	3154659	859000	20768	4760
Stichting De Noordzee		128160633899802	Facebook	42	1	3147958	1334000	19358	3900
Entega		198244400189055	Facebook	136	1	3134864	1008000	57564	12100
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	18	1	3129982	1302000	4582	700
Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	79	1	3126921	1056000	9021	300
350.org		12185972707	Facebook	84	1	3102916	803000	15235	1958
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	70	1	3100930	996000	9330	600
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	3099996	1550000	105496	21100
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	9	1	3099991	1370000	1291	100
eToro		193863317737	Facebook	23	1	3090977	1314000	7901	1958
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	150	1	3087850	932000	18450	900
Aides énergétiques pour tous		789578834730248	Facebook	16	1	3064984	1256000	35684	8000
Fotografiska Stockholm		142320852554	Facebook	10	1	3054990	1331000	2221	500
TRT World		1559901027613381	Facebook	8	1	3049992	1460000	817	297
TOP 09	TOP 09	90002267161	Facebook	27	1	3049973	1204000	9450	1997
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	38	1	3048962	1347000	12862	3100
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	122	1	3020000	200000	6100	0
Bundesregierung		768905426534529	Facebook	5	1	2999995	1300000	24995	5000
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	2990975	1317000	14075	3500
Labour Future	Labour Future	112846662487263	Facebook	24	1	2970976	1316000	24041	4860
Tuxy		870667836405958	Facebook	13	1	2953987	1310000	13527	3450
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	45	1	2953955	1169000	15255	2700
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	38	1	2935962	1220000	5142	1521
Moderaterna	Moderaterna	7719591155	Facebook	135	1	2929865	682000	28084	6714
Valter Flego	Valter Flego	441675022557503	Facebook	63	1	2920937	857000	8845	1068
