advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	100_1k	100 - 1k	15	1	114000000	11400000	7500	749
European Parliament		178362315106	Facebook	100_1k	100 - 1k	521	1	112601109	50352162	330205	106411
Britain's Future	Britain's Future	1625300137516491	Facebook	100_1k	100 - 1k	4488	1	56978713	17925854	611879	115993
Kialo		729627343834501	Facebook	100_1k	100 - 1k	517	1	44274729	18203978	273916	72633
People's Vote UK	People's Vote	748608695327755	Facebook	100_1k	100 - 1k	3495	1	43276622	13173742	503651	99058
Podemos	Unidas Podemos	269212336568846	Facebook	100_1k	100 - 1k	174	1	38099826	16720000	121326	45000
Ciudadanos	Ciudadanos	74078667754	Facebook	100_1k	100 - 1k	427	1	32619573	12120000	222573	50300
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	100_1k	100 - 1k	52	1	31200000	3120000	25499	2550
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	100_1k	100 - 1k	119	1	29979999	2990000	40999	4100
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	100_1k	100 - 1k	9	1	26100000	2610000	4500	450
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	100_1k	100 - 1k	101	1	26049899	10840000	59399	17300
sp.a	sp.a	57253967150	Facebook	100_1k	100 - 1k	181	1	25719819	10610000	102819	28100
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100_1k	100 - 1k	203	1	23139797	9910000	104797	23100
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100_1k	100 - 1k	3883	1	22284364	7869329	202783	34976
Partido Popular	Partido Popular	72249031214	Facebook	100_1k	100 - 1k	185	1	22199815	9200000	106815	30100
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	100_1k	100 - 1k	36	1	21010000	2100000	15500	1549
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	100_1k	100 - 1k	2329	1	19385519	7404509	160962	28031
SPD	SPD	47930567748	Facebook	100_1k	100 - 1k	277	1	18614723	6016000	153723	40100
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100_1k	100 - 1k	147	1	18331241	8429461	50748	11729
The Labour Party	The Labour Party	25749647410	Facebook	100_1k	100 - 1k	640	1	18276807	7408734	122497	26652
România în primul rând	Future Innovation	770704223323599	Facebook	100_1k	100 - 1k	84	1	18063537	8108172	17431	4685
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	100_1k	100 - 1k	120	1	17530936	7606195	25491	7559
Alternativet		AR198061076825243648	Google	100_1k	100 - 1k	9	1	17000000	1700000	4000	400
PSOE	PSOE	189318235003	Facebook	100_1k	100 - 1k	84	1	16199916	7310000	47916	13200
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	100_1k	100 - 1k	78	1	14573555	6298682	30423	6653
