advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	170	1	106747889	49955489	732932	157799
Future Innovation SRL		AR474748779908562944	Google	1k_5k	1k - 5k	23	1	80367296	8036729	316695	5278
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	1k_5k	1k - 5k	37	1	73161319	7316131	509467	8491
Podemos	Unidas Podemos	269212336568846	Facebook	1k_5k	1k - 5k	87	1	58899913	26800000	434913	87000
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	1k_5k	1k - 5k	21	1	53012123	5301212	289157	4819
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	137	1	24697268	10848172	296449	80696
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	60	1	21555582	9938121	47016	16338
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	31	1	21299969	10000000	154969	31000
Freiheitliche Partei Österreich		AR333020356698701824	Google	1k_5k	1k - 5k	14	1	21296645	2129664	192771	3212
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	26	1	19899974	9500000	129974	26000
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	59	1	19668793	8870784	174006	44131
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	64	1	18857049	8750830	142664	38138
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	1k_5k	1k - 5k	22	1	18359176	1835917	302926	5048
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	79	1	18003631	8200032	197024	49287
Greenpeace France		39435457457	Facebook	1k_5k	1k - 5k	23	1	17899977	8600000	114977	23000
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	1k_5k	1k - 5k	14	1	17496295	1748711	192771	3212
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	33	1	16999967	7300000	164967	33000
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	17	1	14999983	7300000	84983	17000
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	1k_5k	1k - 5k	5	1	14274259	1427425	68846	1147
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	64	1	13440335	5935867	113616	35070
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	78	1	12427196	5758385	39668	8565
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	23	1	11399977	5200000	114977	23000
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	83	1	11131617	5132361	133866	44058
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	20	1	10237692	4955174	28141	12804
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	10099982	4500000	89982	18000
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	20	1	9999980	4650000	99980	20000
sp.a	sp.a	57253967150	Facebook	1k_5k	1k - 5k	14	1	9299986	4350000	69986	14000
Un país moderno	Unidas Podemos	577723459314066	Facebook	1k_5k	1k - 5k	13	1	8999987	4100000	64987	13000
Suomen Keskusta r.p.		AR441112520191639552	Google	1k_5k	1k - 5k	10	1	8307527	830752	137693	2294
Referendum Commission		580832208630212	Facebook	1k_5k	1k - 5k	11	1	7399989	3500000	54989	11000
Harald Vilimsky		547597092025909	Facebook	1k_5k	1k - 5k	21	1	7299979	3250000	104979	21000
The Brexit Party	The Brexit Party	230416667843105	Facebook	1k_5k	1k - 5k	41	1	6276265	3027309	95524	24868
Partido Animalista PACMA		AR145115193901318144	Google	1k_5k	1k - 5k	4	1	5966732	596673	55077	917
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	1k_5k	1k - 5k	26	1	5760056	2554869	12685	2537
Sosialidemokraatit SDP		108945982480217	Facebook	1k_5k	1k - 5k	9	1	5699991	2600000	44991	9000
Vattenfall Sverige		608975645850217	Facebook	1k_5k	1k - 5k	19	1	5636620	2623924	66600	20956
România în primul rând	Future Innovation	770704223323599	Facebook	1k_5k	1k - 5k	20	1	5620703	2554869	9757	1951
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	1k_5k	1k - 5k	7	1	5499993	2600000	34993	7000
Partito Democratico		77034286895	Facebook	1k_5k	1k - 5k	7	1	5499993	2600000	34993	7000
Facebook Brussels	Facebook	287739491272583	Facebook	1k_5k	1k - 5k	10	1	5199990	2200000	49990	10000
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	1k_5k	1k - 5k	2	1	5048773	504877	27538	458
Save the Children Italia		46590675335	Facebook	1k_5k	1k - 5k	6	1	4999994	2400000	29994	6000
Save the Children España	Save the Children España	57845333112	Facebook	1k_5k	1k - 5k	6	1	4999994	2400000	29994	6000
Sign for my Future		1345513882259768	Facebook	1k_5k	1k - 5k	8	1	4999992	2200000	39992	8000
SOCIALDEMOKRATIET		AR271193993235136512	Google	1k_5k	1k - 5k	11	1	4635692	463569	151463	2524
Primes écologique		152399322377561	Facebook	1k_5k	1k - 5k	11	1	4599989	1900000	54989	11000
Britain's Future	Britain's Future	1625300137516491	Facebook	1k_5k	1k - 5k	46	1	4540611	2116336	41993	21017
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	1k_5k	1k - 5k	28	1	4437412	2067267	37180	14020
UK government	UK government	408582579294175	Facebook	1k_5k	1k - 5k	13	1	4249635	1794845	46725	9621
Facebook	Facebook	726281677519881	Facebook	1k_5k	1k - 5k	4	1	3999996	2000000	19996	4000
Avaaz	Avaaz	8340223883	Facebook	1k_5k	1k - 5k	8	1	3995938	1886006	22970	5417
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	1k_5k	1k - 5k	34	1	3878740	1793053	16588	3318
La Prime Énergie		336155273400553	Facebook	1k_5k	1k - 5k	7	1	3499993	1400000	34993	7000
38 Degrees	38 Degrees	200006375787	Facebook	1k_5k	1k - 5k	12	1	3466132	1449630	25478	7016
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	1k_5k	1k - 5k	9	1	3443588	1517325	28549	6259
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	1k_5k	1k - 5k	24	1	3256298	1361922	48052	13726
Patryk Jaki		199877710116314	Facebook	1k_5k	1k - 5k	26	1	3181600	1393042	16380	4672
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	1k_5k	1k - 5k	11	1	3122051	1304101	18756	5946
Europees Parlement Nederland		270788920480	Facebook	1k_5k	1k - 5k	8	1	3099992	1300000	39992	8000
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	1k_5k	1k - 5k	4	1	2999996	1400000	19996	4000
Bundesregierung		768905426534529	Facebook	1k_5k	1k - 5k	5	1	2999995	1300000	24995	5000
Andreas Schieder	SPÖ	290881691011354	Facebook	1k_5k	1k - 5k	6	1	2999994	1200000	29994	6000
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	1k_5k	1k - 5k	6	1	2999994	1200000	29994	6000
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	1k_5k	1k - 5k	9	1	2891570	289157	123924	2065
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	1k_5k	1k - 5k	13	1	2809341	1300660	27078	7508
SP	SP	128393027527	Facebook	1k_5k	1k - 5k	8	1	2799992	1200000	39992	8000
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	1k_5k	1k - 5k	7	1	2799774	279977	96385	1606
Liberal Alliance		AR183859784640888832	Google	1k_5k	1k - 5k	6	1	2753876	275387	82616	1376
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	11	1	2743475	1184944	30064	7113
SPD		AR456734381399080960	Google	1k_5k	1k - 5k	12	1	2616182	261618	165232	2753
Agence Isolation Pour Tous		568528630290119	Facebook	1k_5k	1k - 5k	7	1	2599993	1100000	34993	7000
D66	D66	52985377549	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Ayuda LGTB		315021912539118	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Paddy Power		108803784913	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Aides énergétiques pour tous		789578834730248	Facebook	1k_5k	1k - 5k	6	1	2399994	1000000	29994	6000
