platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	FR	France	CIWF France	CIWF France	335868279790722	Facebook	5	1	1299834	599924	16993	3999
f	Facebook	FR	France	Paris Première		140770432659757	Facebook	3	1	1299755	649879	5596	1099
f	Facebook	FR	France	SECIB Immobilier		378027698975144	Facebook	24	1	1250973	468999	15775	4499
f	Facebook	FR	France	Simulation Energétique		562488297524492	Facebook	21	1	1173975	446998	13378	3699
f	Facebook	FR	France	Pompes à Chaleur		464568377211278	Facebook	40	1	1113649	441890	13056	2599
f	Facebook	FR	France	Saine Abondance		2106701562887023	Facebook	24	1	1094804	449104	12360	3095
f	Facebook	FR	France	foodwatch France		194934737335658	Facebook	14	1	1079804	378939	13183	2499
f	Facebook	FR	France	European Commission		107898832590939	Facebook	5	1	1024059	512030	5113	1023
f	Facebook	FR	France	Les Antagonistes		398415124026017	Facebook	2	1	1004877	500940	10096	4999
f	Facebook	FR	France	Always France		183045748427091	Facebook	1	1	999890	499945	4998	999
f	Facebook	FR	France	European GNSS Agency		128217567344601	Facebook	1	1	999875	499938	4998	999
f	Facebook	FR	France	VeganbottleGo		320828511985253	Facebook	2	1	999861	399945	1997	999
f	Facebook	FR	France	SOS Racisme		166294396737151	Facebook	1	1	999696	499848	9995	4998
f	Facebook	FR	France	FHE Group		1241383025915322	Facebook	1	1	989052	494526	4944	989
f	Facebook	FR	France	Stop Impôt		1538720933075616	Facebook	11	1	949907	399968	6588	2199
f	Facebook	FR	France	Mama Quilla		387951911757339	Facebook	1	1	925947	462974	4628	925
f	Facebook	FR	France	Européens Sans Frontières		668031516635463	Facebook	8	1	916203	376958	1737	516
f	Facebook	FR	France	Agence Française pour la Transition Energétique		1981871332106127	Facebook	18	1	905946	369989	3781	499
f	Facebook	FR	France	Transition Energétique		753069428230726	Facebook	10	1	895460	341199	9345	2361
f	Facebook	FR	France	WWF-France	WWF-France	145392792632	Facebook	8	1	869841	339944	2491	699
f	Facebook	FR	France	L'Agence pour l'Énergie		465425373946253	Facebook	7	1	864964	335994	7692	1799
f	Facebook	FR	France	ONU Environnement		155723201059	Facebook	1	1	861770	430885	3834	767
f	Facebook	FR	France	Plan International France		100707905881	Facebook	61	1	823763	204953	8837	699
f	Facebook	FR	France	Santesano		316620582266150	Facebook	2	1	813696	406849	8135	4018
f	Facebook	FR	France	Comme j'aime		146933438675224	Facebook	5	1	809842	324938	11093	2199
f	Facebook	FR	France	Conseil Solaire		1329380840472696	Facebook	16	1	808796	310914	6682	2099
f	Facebook	FR	France	The Body Shop		120693511308364	Facebook	3	1	799910	349962	1996	699
f	Facebook	FR	France	Eco-systèmes		180995598634858	Facebook	4	1	799860	399931	3995	1999
f	Facebook	FR	France	BonneGueule		140324089470	Facebook	4	1	792650	387707	3874	763
f	Facebook	FR	France	EcoFuel Premium		520021431842443	Facebook	15	1	790859	316944	4284	699
f	Facebook	FR	France	Miséricorde pour l'Humanité France		596904657000107	Facebook	10	1	774931	292401	6052	1151
f	Facebook	FR	France	Ligue des droits de l'Homme		91187778160	Facebook	7	1	749852	329935	3092	599
f	Facebook	FR	France	Campus protestant		2019076568379648	Facebook	13	1	748534	299192	4032	749
f	Facebook	FR	France	Klang der Solidarität		385076005313967	Facebook	46	1	743347	305214	2096	384
f	Facebook	FR	France	Ecobio OBD		250081085939529	Facebook	7	1	714343	294556	5416	988
f	Facebook	FR	France	Lidimo		2217464665186092	Facebook	5	1	700845	269941	7093	1699
f	Facebook	FR	France	Réseau des Écoles de la 2e Chance France		615421428513426	Facebook	2	1	699880	299950	997	199
f	Facebook	FR	France	28 minutes		311595228873763	Facebook	2	1	699877	299948	997	199
f	Facebook	FR	France	LIFE		167060196653670	Facebook	50	1	674086	139973	5091	197
f	Facebook	FR	France	Fiat Professional France		346353942508593	Facebook	4	1	659825	264931	6094	1199
f	Facebook	FR	France	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	46	1	640010	267329	2386	660
f	Facebook	FR	France	National Geographic		106750996025532	Facebook	5	1	638237	319120	1792	359
f	Facebook	FR	France	TOMS		751135974919667	Facebook	4	1	609945	224981	6095	1199
f	Facebook	FR	France	Région Auvergne-Rhône-Alpes		381564575243650	Facebook	2	1	599998	250000	5498	1100
f	Facebook	FR	France	America mag	America mag	1907091326193407	Facebook	2	1	599911	249964	997	199
f	Facebook	FR	France	Eclairelavie		475156612973063	Facebook	36	1	579759	200259	8289	1479
f	Facebook	FR	France	Commission européenne en France		173257392750594	Facebook	3	1	559913	214967	1196	499
f	Facebook	FR	France	1devis.io		1632519900186330	Facebook	67	1	556684	125948	7432	200
f	Facebook	FR	France	Éditions Edilivre		203451893026466	Facebook	2	1	549868	209951	197	0
f	Facebook	FR	France	1 innovation par jour.		520430624775359	Facebook	8	1	549843	199948	791	0
f	Facebook	FR	France	Comment placer mon argent		2070600249840562	Facebook	4	1	549839	259927	2995	1199
f	Facebook	FR	France	Surfrider Foundation Europe		41452575362	Facebook	12	1	529959	230987	1987	199
f	Facebook	FR	France	Ecogreen		2207467306235731	Facebook	4	1	517323	218250	4412	1109
f	Facebook	FR	France	Ultima Petfood France		223284707822128	Facebook	7	1	509931	221970	2792	799
f	Facebook	FR	France	Ultra Premium Direct		241324402728111	Facebook	13	1	508834	160947	4985	1199
f	Facebook	FR	France	Mairie de Toulouse		118107084316	Facebook	2	1	504998	201000	1098	500
f	Facebook	FR	France	Topito		136164895246	Facebook	1	1	499956	199983	498	99
f	Facebook	FR	France	France Fraternités		200607067033021	Facebook	1	1	496267	198507	495	99
f	Facebook	FR	France	Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	29	1	469968	153998	3670	200
f	Facebook	FR	France	Consommez Malin		2045469565728527	Facebook	42	1	469882	93984	8356	1600
f	Facebook	FR	France	La vérité sur l’Arabie Saoudite		2209014842757280	Facebook	17	1	467235	174298	1203	0
f	Facebook	FR	France	Médecins Sans Frontières		154912951193067	Facebook	27	1	466909	129981	4772	799
f	Facebook	FR	France	Spicee		1541412079456514	Facebook	17	1	466171	95637	1649	0
f	Facebook	FR	France	Chroniques Du Golfe		2196850910357980	Facebook	30	1	442974	160463	1897	0
f	Facebook	FR	France	Un citoyen 2019		415805709187581	Facebook	12	1	436925	179973	6886	1199
f	Facebook	FR	France	Brief.eco		550490141980385	Facebook	9	1	424929	150979	2990	799
f	Facebook	FR	France	CCFD-Terre Solidaire		112547358788607	Facebook	9	1	424923	147976	2190	599
f	Facebook	FR	France	SNE		1703448029710053	Facebook	6	1	411849	204927	10404	2313
f	Facebook	FR	France	Musée national de l'histoire de l'immigration		89756927592	Facebook	6	1	410994	175000	1794	300
f	Facebook	FR	France	Cerveau & Psycho		212434006141	Facebook	11	1	406959	80994	2688	399
f	Facebook	FR	France	Primes environnement		295117997866642	Facebook	6	1	405993	170999	2693	799
f	Facebook	FR	France	Alberto Alemanno		179635265973968	Facebook	5	1	400048	169995	396	0
f	Facebook	FR	France	Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	24	1	392901	113979	3575	299
f	Facebook	FR	France	Campagne nationale d’économie d’énergie		293095048144707	Facebook	12	1	391909	143973	7386	1599
f	Facebook	FR	France	It's Canada Time - itscanadatime		974459525936546	Facebook	9	1	385458	145984	4183	824
f	Facebook	FR	France	VMware		6975960973	Facebook	3	1	377256	188629	998	200
f	Facebook	FR	France	TÊTU		9217671290	Facebook	16	1	360920	80985	1983	100
f	Facebook	FR	France	Prime Énergie		426045577958757	Facebook	4	1	359995	164999	6595	1600
f	Facebook	FR	France	ExxonMobil		925007000949719	Facebook	5	1	349941	159970	5782	1423
f	Facebook	FR	France	Elections Présidentielles Européennes 2019	Jérémie Gonzague Jean-Baptiste Lefebvre 	1509275882541675	Facebook	6	1	349919	99980	2993	599
f	Facebook	FR	France	Droit au logement pour tous		371289150023085	Facebook	14	1	346199	73380	1266	0
f	Facebook	FR	France	Shell		200969413280005	Facebook	1	1	329393	131757	2931	586
f	Facebook	FR	France	Socialter		121693529673	Facebook	55	1	321745	63359	5797	96
f	Facebook	FR	France	The Good Lobby		1420129598280317	Facebook	18	1	318337	66738	804	0
f	Facebook	FR	France	Canopée		358478628257486	Facebook	6	1	315955	125981	993	99
f	Facebook	FR	France	Nekisi		2210586769194254	Facebook	15	1	305473	72194	1359	0
f	Facebook	FR	France	CFER		305254440031170	Facebook	8	1	303992	120000	11892	2600
f	Facebook	FR	France	Planète OUI - Fournisseur d'électricité 100% renouvelable		108397722049	Facebook	25	1	300940	116988	2873	99
f	Facebook	FR	France	SHEIN		380039845369159	Facebook	2	1	299968	149985	888	178
f	Facebook	FR	France	Marie Claire France		236672451730	Facebook	3	1	299943	119977	696	99
f	Facebook	FR	France	Pour une santé solidaire – Solimut Mutuelle de France		475614645800988	Facebook	5	1	299766	89949	2992	899
f	Facebook	FR	France	Touche pas à ma planète		2174582836142717	Facebook	79	1	297639	56108	7938	250
f	Facebook	FR	France	Romain Cujives		188432754884377	Facebook	14	1	293986	94000	2186	200
f	Facebook	FR	France	Mouvement Européen-France		335173974498	Facebook	7	1	274956	90986	1892	299
f	Facebook	FR	France	Isolez vos combles pour 1€		1979732192254642	Facebook	6	1	269937	89981	2693	799
f	Facebook	FR	France	Pompe à chaleur		308018479682782	Facebook	8	1	264891	52979	2390	399
f	Facebook	FR	France	Eco Environnement		189035588239320	Facebook	7	1	260992	81999	8292	2499
f	Facebook	FR	France	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	45	1	259318	107465	1237	271
f	Facebook	FR	France	Florida Invest		1757174107834441	Facebook	8	1	255776	51156	574	0
f	Facebook	FR	France	Business France		132401066182	Facebook	2	1	249965	109987	1097	499
f	Facebook	FR	France	MRAP		823565947739102	Facebook	2	1	249957	109982	997	199
f	Facebook	FR	France	Hello Watt		124941754590121	Facebook	34	1	249896	65980	4164	199
f	Facebook	FR	France	Make-up Studio Martinique		1629772583807735	Facebook	12	1	248252	88675	1410	242
f	Facebook	FR	France	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	57	1	238193	112285	1043	193
f	Facebook	FR	France	Boutique Pride		299458774182573	Facebook	2	1	238165	107607	880	176
f	Facebook	FR	France	Aveda		1355743951182487	Facebook	7	1	235973	115990	1492	199
f	Facebook	FR	France	Georges.tech		297216183943797	Facebook	5	1	235225	102669	776	93
f	Facebook	FR	France	Conseil Régional pour l'écologie		279723639568153	Facebook	10	1	231881	51975	2988	499
f	Facebook	FR	France	Leqto		480992395581775	Facebook	9	1	225987	47999	890	0
f	Facebook	FR	France	En immersion		403007780216717	Facebook	8	1	220953	46991	791	0
f	Facebook	FR	France	Babeyes		1015654268572910	Facebook	6	1	219943	49989	593	0
f	Facebook	FR	France	World Impact Summit		969833896555696	Facebook	5	1	210983	74997	1694	299
f	Facebook	FR	France	Objective Earth	Maxime Pierre Jean Santi	287613515510457	Facebook	3	1	209977	101990	696	99
f	Facebook	FR	France	Humble Household		1746853745395190	Facebook	43	1	206789	83128	1506	325
f	Facebook	FR	France	Solutions Énergétiques de France		146021859351766	Facebook	4	1	204993	70998	1195	199
f	Facebook	FR	France	Le saviez vous ?		170543420313315	Facebook	4	1	202995	99999	5295	999
f	Facebook	FR	France	Impôt et Solutions.fr		190645890956184	Facebook	14	1	202981	45998	2185	200
f	Facebook	FR	France	Gaz Tarif Réglementé		1723256567748738	Facebook	2	1	200998	100000	598	100
f	Facebook	FR	France	AD Normandie, Agence de  Développement pour la Normandie		814266701977153	Facebook	1	1	199999	100000	499	100
f	Facebook	FR	France	Garçon Magazine		1064687353565185	Facebook	1	1	199991	99995	998	499
f	Facebook	FR	France	Association Respire		308868702519518	Facebook	1	1	199985	99993	998	499
f	Facebook	FR	France	Kysal		566879043744641	Facebook	1	1	199984	99992	998	499
f	Facebook	FR	France	Weleda		136666219684886	Facebook	1	1	199978	99989	998	499
f	Facebook	FR	France	Caravanes Solidaires		271715622967699	Facebook	1	1	199978	99989	498	99
f	Facebook	FR	France	Goldman Sachs		121388362246	Facebook	1	1	199977	99989	444	89
f	Facebook	FR	France	Outplay	Outplay	240300105113	Facebook	2	1	199973	99987	597	99
f	Facebook	FR	France	Pataugas		118957311464638	Facebook	1	1	199970	99985	998	499
f	Facebook	FR	France	MSC en France - Marine Stewardship Council		301118646659348	Facebook	1	1	199965	99983	498	99
f	Facebook	FR	France	KMBO		208598842537710	Facebook	3	1	199960	69986	296	0
f	Facebook	FR	France	Panier local France		331904457454743	Facebook	1	1	199958	99979	438	87
f	Facebook	FR	France	The Bamboo Brush Society		1152885191422950	Facebook	35	1	196929	83439	512	75
f	Facebook	FR	France	Enlysée		236570007032383	Facebook	37	1	195922	53989	3662	0
f	Facebook	FR	France	Sofka Officiel		794971730540455	Facebook	9	1	194955	47991	890	0
f	Facebook	FR	France	Unispourleclimat-Paris		295379977773139	Facebook	32	1	192956	48997	3167	0
f	Facebook	FR	France	Ignition Program		722769387744108	Facebook	13	1	189986	42999	1286	0
f	Facebook	FR	France	ALDE CoR - Liberals and Democrats in the European Committee of the Regions		1033827283344362	Facebook	2	1	187313	90939	535	107
f	Facebook	FR	France	EDF		139331629464336	Facebook	10	1	186953	42991	1789	199
f	Facebook	FR	France	Òmnium International		2177632682563843	Facebook	40	1	183336	71581	1632	225
f	Facebook	FR	France	France Parrainages		449003618508780	Facebook	11	1	178989	38000	1889	200
f	Facebook	FR	France	VitaliBox		553738721659180	Facebook	51	1	173456	33394	5072	99
f	Facebook	FR	France	AirsPods		2199736213418447	Facebook	10	1	172994	66462	1318	99
f	Facebook	FR	France	Transition Énergétique		154065735430439	Facebook	4	1	169996	70000	1696	600
f	Facebook	FR	France	Les énergies renouvelables		375585826133048	Facebook	10	1	169960	35991	2189	299
f	Facebook	FR	France	Diffuz Solidaire		135590433555491	Facebook	5	1	164978	35996	2194	699
f	Facebook	FR	France	Simpleaument		2135475463337807	Facebook	7	1	162945	61985	1092	99
f	Facebook	FR	France	Game of Sultans		185311195624361	Facebook	7	1	162727	73960	4252	1018
f	Facebook	FR	France	iAdvize		106436839977	Facebook	5	1	160406	61883	888	99
f	Facebook	FR	France	Essentiel Santé Magazine		1416781971877079	Facebook	3	1	159997	65000	697	100
f	Facebook	FR	France	Yonivers		497007406981330	Facebook	6	1	156973	30995	2922	649
f	Facebook	FR	France	DevisProx		161837390549320	Facebook	5	1	155935	30988	494	0
f	Facebook	FR	France	Le Monde Cities		1315373945173011	Facebook	6	1	152994	29999	1793	300
f	Facebook	FR	France	Eco-Astuce.com		851976621630627	Facebook	13	1	152918	35985	1210	0
f	Facebook	FR	France	Energie VERTE / Ressources Renouvelables		563277517440581	Facebook	19	1	150973	60998	2280	100
f	Facebook	FR	France	Jean-Gabriel Gt		400528130702240	Facebook	10	1	149990	36000	990	0
f	Facebook	FR	France	Jam		299724236866849	Facebook	3	1	149978	29996	296	0
f	Facebook	FR	France	Association Asthme & Allergies		213725725363485	Facebook	2	1	149966	59988	597	99
f	Facebook	FR	France	Yann GUILLARME		99226432071	Facebook	2	1	149663	59921	597	99
f	Facebook	FR	France	Pour l'Éco		1684441541609223	Facebook	49	1	137946	35998	4850	0
f	Facebook	FR	France	Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	7	1	135965	62989	1492	199
f	Facebook	FR	France	BIGGER THAN US		335403947189228	Facebook	10	1	134981	34996	1389	99
f	Facebook	FR	France	BeYo		1589705471328198	Facebook	4	1	134015	26638	215	0
f	Facebook	FR	France	Bonne énergie		441986053268325	Facebook	80	1	133888	18994	7918	0
f	Facebook	FR	France	UNRWA		105171192862790	Facebook	11	1	133786	49287	599	81
f	Facebook	FR	France	CARE France		93745060700	Facebook	9	1	132958	31992	1290	99
f	Facebook	FR	France	Watt the Fish - le film		2026501054111756	Facebook	10	1	132551	28922	1377	99
f	Facebook	FR	France	Bikezac - By Cobags		292443537522136	Facebook	1	1	132175	52870	353	176
f	Facebook	FR	France	Cadres Impôts		2379973888930378	Facebook	9	1	131977	28996	1690	199
f	Facebook	FR	France	Bretagne Mouvementdelapaix		842346875800459	Facebook	5	1	129995	35000	495	0
f	Facebook	FR	France	Upbility.fr		1671932236393052	Facebook	2	1	129952	55963	558	99
f	Facebook	FR	France	MediaNews		1849142045325091	Facebook	19	1	129889	30981	1880	0
f	Facebook	FR	France	Front de Gauche VSG		136014293928282	Facebook	22	1	126978	24000	1971	0
f	Facebook	FR	France	Wholesome Culture		1664959567149320	Facebook	7	1	126602	54187	235	44
f	Facebook	FR	France	Mon avis citoyen		466932616850613	Facebook	11	1	125989	27000	1089	0
f	Facebook	FR	France	Ma Solution Éco		1497801067022790	Facebook	7	1	121993	54000	1093	100
f	Facebook	FR	France	La Trompette Philadelphienne		1574246796218348	Facebook	5	1	120496	27778	657	80
f	Facebook	FR	France	France Expert Solaire, le spécialiste du panneau photovoltaïque		170665383594991	Facebook	102	1	117504	3921	10090	0
f	Facebook	FR	France	Feel Slovenia		144098725952	Facebook	6	1	115968	22994	593	0
f	Facebook	FR	France	The Palestine Institute for Public Diplomacy		158233651450504	Facebook	2	1	113809	56904	252	50
f	Facebook	FR	France	Fraternité générale		1150185098382760	Facebook	5	1	112995	55000	895	100
f	Facebook	FR	France	François Grosdidier		842059552587910	Facebook	4	1	112885	52569	671	88
f	Facebook	FR	France	Aviva		150557608317671	Facebook	5	1	111977	24995	494	0
f	Facebook	FR	France	Les pompes à chaleur des Hauts-de-France		144516696260650	Facebook	2	1	109998	55000	598	100
f	Facebook	FR	France	ADP		6914363428	Facebook	3	1	109997	25000	1732	347
f	Facebook	FR	France	Primes Energétiques 2019		1022379694635099	Facebook	3	1	109953	24991	696	99
f	Facebook	FR	France	Guardian Weekly		64525551258	Facebook	11	1	108376	50837	468	84
f	Facebook	FR	France	Insights FR		1833020206817357	Facebook	4	1	108021	24415	764	96
f	Facebook	FR	France	La Cause Première : L'Aventure humaniste		813137738813234	Facebook	9	1	107812	32913	869	0
f	Facebook	FR	France	CASDEN Banque Populaire		1014598635252552	Facebook	4	1	105988	20998	395	0
f	Facebook	FR	France	Bouge ta Boite - Entrepreneures, propulsez votre business		882043791941179	Facebook	3	1	105975	50989	296	0
f	Facebook	FR	France	Primagaz France		159713540726473	Facebook	4	1	105956	20992	795	99
f	Facebook	FR	France	Banque mondiale		155174084508744	Facebook	90	1	105295	22951	986	3
f	Facebook	FR	France	DreamAct		1449871301964485	Facebook	3	1	104985	20997	696	99
f	Facebook	FR	France	Le temps de l'alternative		1375110865964408	Facebook	2	1	104984	50993	1097	499
f	Facebook	FR	France	Rue du monde		493422531086028	Facebook	3	1	104966	20993	1096	199
f	Facebook	FR	France	Les Glorieuses		146011089076620	Facebook	10	1	104044	24720	626	0
f	Facebook	FR	France	Clone Evolution		1345821958781389	Facebook	1	1	102017	40807	1815	908
f	Facebook	FR	France	Strasbourg.eu		161360213882507	Facebook	2	1	100998	50000	198	0
f	Facebook	FR	France	Avenir de la Culture		335960503093998	Facebook	3	1	100997	20000	1097	200
f	Facebook	FR	France	The Migrant Project in France - Arabic		325776038032841	Facebook	9	1	100255	20125	372	62
f	Facebook	FR	France	Ville de Lille		255585387808947	Facebook	1	1	99999	50000	99	0
f	Facebook	FR	France	GoodPlanet		113972689511	Facebook	1	1	99999	50000	499	100
f	Facebook	FR	France	Lesartsetlenfant		965682290176510	Facebook	1	1	99999	50000	499	100
f	Facebook	FR	France	Fronte di Liberazione Naziunale di a Corsica - Muvimentu Publicu		658091004610483	Facebook	2	1	99998	20000	198	0
f	Facebook	FR	France	Pierre Trapier 2020		628176730976489	Facebook	2	1	99998	20000	198	0
f	Facebook	FR	France	Yoni à la rue		546252412468177	Facebook	2	1	99998	20000	198	0
f	Facebook	FR	France	Kedge Insights		1743087586011958	Facebook	1	1	99995	49998	498	99
f	Facebook	FR	France	Avaaz	Avaaz	8340223883	Facebook	1	1	99993	49997	577	115
f	Facebook	FR	France	Search4good	Search4good	833273207047488	Facebook	2	1	99993	19999	197	0
f	Facebook	FR	France	Grande Loge de France - Officiel		1634107473473790	Facebook	2	1	99993	19999	997	199
f	Facebook	FR	France	Bbamboo		177160299635336	Facebook	1	1	99989	49995	498	99
f	Facebook	FR	France	ADFH - Association Des Familles Homoparentales		119392174783836	Facebook	1	1	99986	49993	444	89
f	Facebook	FR	France	YFU France		194198278306	Facebook	1	1	99983	49992	498	99
f	Facebook	FR	France	Maison Méditerranée		787896591248218	Facebook	1	1	99982	49991	98	0
f	Facebook	FR	France	St Mamet		174411422924230	Facebook	1	1	99982	49991	98	0
f	Facebook	FR	France	RANDOECO		1374058612682109	Facebook	2	1	99982	19996	997	199
f	Facebook	FR	France	Frank Buhler - Blog Politique - Patriosphère Infos		1986320954965037	Facebook	2	1	99981	19996	197	0
f	Facebook	FR	France	CLE-Autistes		572505506526755	Facebook	2	1	99981	19996	597	99
f	Facebook	FR	France	Invitation Au Voyage / Stadt Land Kunst		1180635995384762	Facebook	1	1	99980	49990	498	99
f	Facebook	FR	France	Laforêt		203142813065826	Facebook	1	1	99979	49990	498	99
f	Facebook	FR	France	Demotivateur		252613304456	Facebook	1	1	99977	49989	98	0
f	Facebook	FR	France	Mutuelle du Ministère de la Justice		1074115845982165	Facebook	2	1	99973	19995	197	0
f	Facebook	FR	France	Europe des Nations et des Libertés		496157854120224	Facebook	1	1	99973	49987	498	99
f	Facebook	FR	France	Association  DACOR		1094903000571167	Facebook	2	1	99956	19991	176	0
f	Facebook	FR	France	Cartel Concerts		775571215805112	Facebook	2	1	99856	19971	197	0
f	Facebook	FR	France	Atatürk et Kemaliste de France		884375161616918	Facebook	1	1	99741	49870	98	0
f	Facebook	FR	France	AREMA Energies: Solaire, Photovoltaïque, Autoconsommation		1755581861401034	Facebook	1	1	99734	49867	497	99
f	Facebook	FR	France	eToro		193863317737	Facebook	16	1	98580	43383	455	90
f	Facebook	FR	France	Comme Avant		816074091903635	Facebook	2	1	98259	49130	980	441
f	Facebook	FR	France	HK		133379014397	Facebook	2	1	97830	19566	193	0
f	Facebook	FR	France	Arnaud Demanche		1198915813505130	Facebook	7	1	94966	27994	692	0
f	Facebook	FR	France	EditionsMassot		721002178068757	Facebook	3	1	91649	18163	262	0
f	Facebook	FR	France	Industria		252084118203234	Facebook	2	1	90348	45174	56	9
f	Facebook	FR	France	Revue Immobilière & Fiscale		130043227657008	Facebook	8	1	89987	20998	791	0
f	Facebook	FR	France	Plan solaire		2049329408642212	Facebook	23	1	89973	24999	2276	0
f	Facebook	FR	France	Proud of Our Pride		400548670511219	Facebook	52	1	89451	19952	398	0
f	Facebook	FR	France	SP Gadgets		187715058059847	Facebook	2	1	86945	17389	493	80
f	Facebook	FR	France	Coolmic		2080256475322790	Facebook	13	1	85907	34558	1365	633
f	Facebook	FR	France	LE MONDE OUKA. Sauvons le climat	SAS MONDOUKA	341110826085002	Facebook	6	1	84988	22998	593	0
f	Facebook	FR	France	Billabong		25744595715	Facebook	11	1	84988	18999	1088	0
f	Facebook	FR	France	Uiu		907141939410106	Facebook	4	1	84977	32283	93	15
f	Facebook	FR	France	Zéro Déchet France	Maitiarii Romain Edouard Bouly	2151862108254266	Facebook	29	1	84941	13994	2870	0
f	Facebook	FR	France	noyoco		214901578619114	Facebook	1	1	82141	41071	81	0
f	Facebook	FR	France	Fédération Habitat Ecologique		454901591341487	Facebook	8	1	80984	15998	1191	100
f	Facebook	FR	France	24Bottles		126060760828576	Facebook	11	1	80979	17997	1088	0
f	Facebook	FR	France	Énergie Info Service		274982366685169	Facebook	6	1	80908	21975	992	99
f	Facebook	FR	France	Ecolo&Friendly		587737965065358	Facebook	17	1	80373	16227	1553	0
f	Facebook	FR	France	LITA.co		1545035889067061	Facebook	4	1	79983	24996	395	0
f	Facebook	FR	France	Gadgets-d'eve		378428919630169	Facebook	6	1	79982	18997	1240	177
f	Facebook	FR	France	Council of the European Union		147547541961576	Facebook	6	1	79858	20513	449	77
f	Facebook	FR	France	Culture Prime		1839998372756212	Facebook	1	1	79296	39648	395	79
f	Facebook	FR	France	Fondation pour la Recherche Médicale		118343701536672	Facebook	31	1	78953	11996	3068	0
f	Facebook	FR	France	Frédérique Moors		180402262302950	Facebook	3	1	78267	17952	215	0
