advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	51	1	24360949	11482000	49245	21827
We are the 52%	We are the 52%	466744973727718	Facebook	278	1	23669722	8727000	66679	9026
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	110	1	23150000	2300000	237650	6000
Partito Democratico		77034286895	Facebook	141	1	23021859	10212000	85359	19900
Partido Animalista PACMA		AR145115193901318144	Google	6	1	23010000	2300000	120550	2050
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	106	1	22984894	9865000	203594	46900
Sosialidemokraatit SDP		108945982480217	Facebook	317	1	22432683	8717000	145283	32000
Partido Popular Regional De Canarias		AR288284801977286656	Google	139	1	22360000	2170000	12800	650
KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1489	1	21100000	690000	80300	650
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	118	1	20440000	1960000	7700	200
Suomen Keskusta r.p.		AR441112520191639552	Google	34	1	20050000	1990000	305250	5450
Harald Vilimsky		547597092025909	Facebook	178	1	17580822	7475000	164022	38200
Alternativet		AR198061076825243648	Google	11	1	17210000	1720000	34100	900
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	27	1	16999973	7900000	48973	12200
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	176	1	16931824	6959000	52524	10300
SPÖ	SPÖ	77393060080	Facebook	728	1	16906272	5691000	130272	17400
Greenpeace Deutschland		22541752487	Facebook	490	1	16323510	5796000	94610	12900
Rädda Barnen		72659261793	Facebook	571	1	16223429	5209000	142071	35783
Un país moderno	Unidas Podemos	577723459314066	Facebook	64	1	15626936	7060000	84536	18000
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	79	1	15353921	6996000	36345	8900
Kyriakos Mitsotakis		34848567724	Facebook	80	1	14628920	6238000	35120	7400
Fidesz	Fidesz	9844779306	Facebook	76	1	14104924	6691000	47372	23217
Romania #nuepsd	Future Innovation	293215748279337	Facebook	34	1	13159966	6065000	8523	3592
The Brexit Party	The Brexit Party	230416667843105	Facebook	78	1	13095922	6190000	184597	54156
Patryk Jaki		199877710116314	Facebook	255	1	12898745	5043000	58146	13423
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	72	1	12796928	5387000	32228	5600
Save the Children Italia		46590675335	Facebook	47	1	12386953	5553000	52453	13900
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	4	1	12100000	1210000	61000	1100
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	82	1	11770918	5145000	43138	10253
Plan International Sverige		382243262003	Facebook	346	1	11655654	3832000	98465	24170
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	114	1	11644886	5532000	45186	9300
HLAS		AR312619193323225088	Google	618	1	11490000	590000	40800	1100
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	737	1	11192263	4165000	193902	35641
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	384	1	11126616	3753000	88016	13800
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	130	1	11055870	4546000	35670	6300
SOCIALDEMOKRATIET		AR271193993235136512	Google	18	1	10800000	1080000	333500	5850
WeWorld Onlus		299584710061488	Facebook	374	1	10764626	4144000	61926	7700
ČSSD	ČSSD	111041662264882	Facebook	1716	1	10603284	2692000	52641	12754
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	91	1	10537909	4365000	28609	5500
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	130	1	10300000	950000	10100	400
Open Vld	Open Vld	53668151866	Facebook	346	1	10265654	3726000	80754	13700
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	451	1	10134549	3969000	35953	7025
UK government	UK government	408582579294175	Facebook	21	1	10059979	4435000	117777	37724
Liberal Alliance		AR183859784640888832	Google	100	1	10000000	940000	204050	5150
Arnora Oy		AR181544213152792576	Google	1	1	10000000	1000000	500	50
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	48	1	9976952	4228000	7800	2627
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	285	1	9880715	3508000	79256	21129
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	87	1	9707913	4078000	63213	15600
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	205	1	9607795	3489000	39095	4800
Right To Vote	Right to Vote	408236463256774	Facebook	358	1	9484642	2394000	80704	12150
Referendum Commission		580832208630212	Facebook	28	1	9464972	4293000	62872	13100
Dungeon Defenders		107960282569653	Facebook	311	1	9380689	3587000	44763	5073
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	28	1	9370000	930000	1850	50
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	54	1	9348946	4015000	17046	3200
Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	9016837	3287000	28337	3600
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	148	1	8955852	3181000	63127	13307
mmb media agentur d.o.o.		AR524572049809604608	Google	746	1	8900000	160000	37300	0
Andreas Schieder	SPÖ	290881691011354	Facebook	165	1	8889835	2881000	70635	13600
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	197	1	8796803	3181000	16925	5578
