advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	rw2	Last 2 weeks	42	1	121105897	12109615	440633	7548
AMERISOFT SRL		AR573801583431647232	Google	rw2	Last 2 weeks	130	1	88840000	8835000	9725	437
European Parliament		178362315106	Facebook	rw2	Last 2 weeks	204	1	68715589	31649888	383086	109030
CDU	CDU	78502295414	Facebook	rw2	Last 2 weeks	3170	1	38647830	9275000	347030	8300
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rw2	Last 2 weeks	463	1	28788362	2677973	31252	1229
Freiheitliche Partei Österreich		AR333020356698701824	Google	rw2	Last 2 weeks	41	1	28350677	2829437	217324	12036
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rw2	Last 2 weeks	73	1	25804541	2556471	264554	4817
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw2	Last 2 weeks	127	1	24541463	11005294	61324	13467
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw2	Last 2 weeks	361	1	24414872	9997259	111799	21157
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rw2	Last 2 weeks	138	1	23785055	2316888	8040	229
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rw2	Last 2 weeks	81	1	22684298	2256274	79368	1928
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw2	Last 2 weeks	111	1	22172206	9193430	64315	16081
România în primul rând	Future Innovation	770704223323599	Facebook	rw2	Last 2 weeks	57	1	19696333	8986111	21502	5046
FDP	FDP	21289227249	Facebook	rw2	Last 2 weeks	1407	1	18820722	5726137	171214	9393
KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw2	Last 2 weeks	1489	1	18680404	479666	75327	390
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw2	Last 2 weeks	50	1	17992793	8014920	36537	10641
sp.a	sp.a	57253967150	Facebook	rw2	Last 2 weeks	337	1	16603237	6263718	77806	14935
SPD	SPD	47930567748	Facebook	rw2	Last 2 weeks	4435	1	15728565	3244999	476465	10499
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw2	Last 2 weeks	28	1	14162755	6658533	31690	14029
Alternativet		AR198061076825243648	Google	rw2	Last 2 weeks	7	1	12305000	1230000	31625	660
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw2	Last 2 weeks	62	1	12044987	5220285	23954	6099
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw2	Last 2 weeks	810	1	11917078	4073798	162930	24319
Fidesz	Fidesz	9844779306	Facebook	rw2	Last 2 weeks	62	1	11849938	5630000	38999	19190
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw2	Last 2 weeks	17	1	11699983	5400000	47482	11299
SPÖ	SPÖ	77393060080	Facebook	rw2	Last 2 weeks	619	1	11449701	3805050	87898	12089
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw2	Last 2 weeks	338	1	10796209	3606910	80771	13742
Partito Democratico		77034286895	Facebook	rw2	Last 2 weeks	79	1	10302857	4504333	34221	6576
European Greens	European Greens	141366725876424	Facebook	rw2	Last 2 weeks	41	1	10261497	4602000	68113	16800
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rw2	Last 2 weeks	124	1	9790000	900000	8450	250
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw2	Last 2 weeks	23	1	9712478	4431250	60415	13662
