advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	g	Google	248	1	47480000	4600000	51350	1500
Partido Popular Regional De Canarias		AR288284801977286656	Google	g	Google	287	1	46880000	4530000	26950	1400
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	g	Google	264	1	43050000	4130000	79400	1700
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	g	Google	176	1	42620000	4230000	8800	0
Občanska demokraticka strana		AR386241117529571328	Google	g	Google	91	1	40330000	3960000	69400	1550
SPOLU - občianska demokracia		AR194838133366325248	Google	g	Google	111	1	39990000	3920000	314500	6050
mmb media agentur d.o.o.		AR524572049809604608	Google	g	Google	1543	1	39640000	2530000	85700	950
Slovenska demokratska stranka		AR170068335415787520	Google	g	Google	57	1	39000000	3890000	42250	1550
CDA Doetinchem		AR453512812329697280	Google	g	Google	67	1	38110000	3790000	6050	300
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	g	Google	20	1	36200000	3620000	127550	2750
NEW GEN PUBLISHING SRL		AR55967615754960896	Google	g	Google	63	1	32670000	3250000	9000	650
Párbeszéd Magyarországért		AR567356246269624320	Google	g	Google	17	1	32480000	3240000	92500	1700
Partito Democratico		AR254356072167374848	Google	g	Google	42	1	29490000	2930000	518000	9250
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	g	Google	169	1	29140000	2800000	12050	400
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	g	Google	12	1	27210000	2720000	241550	4150
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	g	Google	32	1	26060000	2600000	2950	150
Lega per Salvini Premier		AR158424507277639680	Google	g	Google	17	1	25820000	2580000	154650	2950
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	g	Google	11	1	25130000	2510000	180250	3000
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	g	Google	110	1	23150000	2300000	237650	6000
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	g	Google	52	1	22030000	2190000	14300	1300
Alternativet		AR198061076825243648	Google	g	Google	18	1	21420000	2140000	243650	4350
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	g	Google	5	1	21110000	2110000	30650	550
Suomen Keskusta r.p.		AR441112520191639552	Google	g	Google	34	1	20050000	1990000	305250	5450
KKW Lewica Razem – Razem, Unia Pracy, RSS		AR374597289391423488	Google	g	Google	33	1	19860000	1980000	11550	1100
Venstres Landsorganisation		AR283015942256984064	Google	g	Google	282	1	19740000	1760000	730400	14550
HLAS		AR312619193323225088	Google	g	Google	1003	1	19570000	1030000	92250	1850
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	g	Google	187	1	19420000	1840000	27350	2000
Mediabrands Digital OÜ		AR530356305605427200	Google	g	Google	354	1	18300000	1600000	19500	200
UAB "BPN LT"		AR135010682042056704	Google	g	Google	34	1	17800000	1780000	33900	750
Pametno		AR222880077921124352	Google	g	Google	79	1	17440000	1700000	7550	400
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	g	Google	59	1	15260000	1500000	43250	1650
ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ		AR519097306537000960	Google	g	Google	51	1	14820000	1470000	2550	0
SPD		AR456734381399080960	Google	g	Google	58	1	14620000	1440000	788850	42800
Cink, s.r.o.		AR361287976015101952	Google	g	Google	39	1	14430000	1430000	35950	950
Liberal Alliance		AR183859784640888832	Google	g	Google	191	1	14420000	1310000	334250	7800
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	g	Google	8	1	14300000	1430000	63000	1300
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	g	Google	83	1	13610000	1300000	406550	7950
Движение Да България		AR511110454072836096	Google	g	Google	23	1	12830000	1280000	6550	600
Bündnis90/ Die Grünen		AR207068276079984640	Google	g	Google	225	1	12690000	1090000	855450	17450
Progresívne Slovensko		AR114793686864232448	Google	g	Google	118	1	12160000	1150000	13100	800
FDP Landesverband Saarland		AR227104401595039744	Google	g	Google	59	1	11840000	1180000	80850	3000
Fondation Populaire		AR320938922932699136	Google	g	Google	32	1	11390000	1130000	188950	3850
Arnora Oy		AR181544213152792576	Google	g	Google	1	1	10000000	1000000	500	50
Nye Borgerlige		AR447862147196649472	Google	g	Google	1	1	10000000	1000000	30000	500
Svobodní		AR190231179645943808	Google	g	Google	209	1	9380000	770000	13150	300
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	g	Google	80	1	9260000	870000	127850	2450
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	g	Google	62	1	9170000	880000	98350	2100
Strana nezávislosti České republiky		AR465054111008555008	Google	g	Google	19	1	8650000	860000	31800	600
MARCHEWKOWE STUDIO Tomasz Zwoliński		AR524341977001492480	Google	g	Google	37	1	8110000	800000	2300	50
SF - Socialistisk Folkeparti		AR76998249537339392	Google	g	Google	130	1	7690000	650000	224700	4450
TALLER DE IDEAS PARA LA RED SL		AR478461555797655552	Google	g	Google	59	1	7520000	720000	6550	400
Barcelona en Comú		AR342176264901099520	Google	g	Google	88	1	7270000	660000	10250	650
DOPRAVA		AR56197688563073024	Google	g	Google	14	1	7250000	720000	182650	3250
COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	g	Google	28	1	7120000	700000	36750	1100
Freie Demokratische Partei (FDP)		AR134039538396823552	Google	g	Google	126	1	6570000	570000	19350	1450
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	g	Google	41	1	6170000	590000	159900	3400
Fianna Fáil		AR101183107301900288	Google	g	Google	46	1	5590000	540000	7700	600
CD&V Houthulst		AR28101593060605952	Google	g	Google	12	1	5520000	550000	2850	250
Flamesite s.r.o.		AR522320249995919360	Google	g	Google	224	1	5300000	330000	14350	350
Socialdemokratiet		AR237678679797268480	Google	g	Google	45	1	5040000	490000	76550	2600
Projekt Európa		AR303746959120793600	Google	g	Google	102	1	4980000	420000	9150	450
Občanská demokratická strana		AR37429025076936704	Google	g	Google	14	1	4910000	490000	65550	1550
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	g	Google	95	1	4550000	380000	68700	1450
Aalborg Venstrevælger forening		AR118173585608015872	Google	g	Google	40	1	4360000	410000	3350	150
Competitive Edge Digital Ltd		AR86366913239711744	Google	g	Google	8	1	4220000	420000	1300	100
Kresťanská únia		AR358916054556082176	Google	g	Google	30	1	4170000	400000	7350	650
Rumilus Design Oy		AR391102333313875968	Google	g	Google	32	1	4100000	390000	1600	0
Volt Nederland		AR24721694316822528	Google	g	Google	19	1	3970000	390000	95750	2050
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	g	Google	15	1	3480000	340000	152750	2750
GREEN DAY, s.r.o		AR423241058193768448	Google	g	Google	57	1	3360000	290000	6450	400
SVERIGES SOCIALDEMOKRATISKA ARBETAREPARTI		AR262288773683871744	Google	g	Google	208	1	3340000	140000	266650	5850
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	g	Google	303	1	3300000	30000	145300	3150
SME RODINA - Boris Kollár		AR525909055948980224	Google	g	Google	5	1	3200000	320000	61500	1150
Konfederacja KORWiN Braun Liroy Narodowcy		AR316331969212317696	Google	g	Google	9	1	3150000	310000	60800	1050
ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ)		AR404255516039053312	Google	g	Google	10	1	2800000	280000	2750	250
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	g	Google	18	1	2790000	270000	124300	2400
EUpositive.sk		AR348804120993333248	Google	g	Google	27	1	2700000	250000	2700	150
Jukka Kopra		AR232680299937398784	Google	g	Google	13	1	2560000	250000	122250	2200
Osaühing Initiative		AR338568492372459520	Google	g	Google	9	1	2520000	250000	1800	150
Maria Spyraki		AR80818777565954048	Google	g	Google	11	1	2450000	240000	1900	150
MPhilms		AR260140327963197440	Google	g	Google	8	1	2420000	240000	2200	200
KWW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI		AR446654883429351424	Google	g	Google	16	1	2410000	230000	2150	150
Darbo partija		AR388389563250245632	Google	g	Google	85	1	2380000	170000	4250	0
Gestion et Action Libérale		AR201311233196949504	Google	g	Google	210	1	2370000	30000	108450	2400
Saku Petteri Räty		AR196651502918434816	Google	g	Google	27	1	2340000	210000	63950	1300
Green Party of Ireland / Comhaontas Glas		AR236111600849780736	Google	g	Google	22	1	2290000	210000	61450	1050
VVD		AR300729074580455424	Google	g	Google	201	1	2280000	30000	11850	200
TOP 09		AR268709096956362752	Google	g	Google	156	1	2280000	80000	7800	0
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	g	Google	4	1	2200000	220000	31500	650
Bündnis 90/Die Grünen Landesverband RLP		AR50338116220747776	Google	g	Google	215	1	2150000	0	15250	500
CDU-Kreisverband Neustadt		AR152876371603881984	Google	g	Google	2	1	2000000	200000	1000	100
Trendmark		AR82989213519183872	Google	g	Google	2	1	2000000	200000	60000	1000
ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ		AR371219589670895616	Google	g	Google	16	1	1960000	190000	2150	150
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	g	Google	194	1	1940000	0	15550	650
SLEED		AR458298711567499264	Google	g	Google	18	1	1890000	180000	1800	100
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	g	Google	22	1	1840000	170000	2900	200
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	g	Google	22	1	1840000	170000	36450	1100
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	g	Google	12	1	1740000	170000	64550	1450
KW Prawo i Sprawiedliwość		AR32708546780987392	Google	g	Google	126	1	1620000	40000	6300	0
SPD Berlin		AR257142234632159232	Google	g	Google	17	1	1610000	150000	33950	850
Liberal Alliance Djursland		AR73057599863390208	Google	g	Google	121	1	1480000	30000	6950	100
Liberal Alliances Folketingsgruppe		AR91996412773924864	Google	g	Google	40	1	1480000	120000	2000	0
Lietuvos socaldemokratų darbo partija		AR515334777746751488	Google	g	Google	5	1	1400000	140000	700	50
Avante Comunicación SL		AR486291452976955392	Google	g	Google	56	1	1370000	90000	4150	150
Unitas		AR53945888749387776	Google	g	Google	74	1	1370000	70000	40400	1250
Politieke Partij Democraten 66		AR204688932917477376	Google	g	Google	113	1	1310000	20000	69600	1450
IT Connect Paweł Kociński		AR25953147339931648	Google	g	Google	4	1	1300000	130000	1100	100
SNAGA - Stranka narodnog i građanskog aktivizma		AR64130390079569920	Google	g	Google	12	1	1290000	120000	1050	50
ODS		AR230482101315567616	Google	g	Google	101	1	1280000	30000	10900	650
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	g	Google	8	1	1250000	120000	1300	100
Savo-Karjalan vihreät ry		AR343251587273064448	Google	g	Google	24	1	1230000	110000	1200	0
Alternative für Deutschland		AR380456861733748736	Google	g	Google	13	1	1120000	110000	4700	450
Eesti Reformierakond		AR547139251091800064	Google	g	Google	3	1	1110000	110000	1500	150
Δημήτριος Καιρίδης		AR532504751326101504	Google	g	Google	108	1	1080000	0	5400	0
GroenLinks		AR148211418645135360	Google	g	Google	4	1	1030000	100000	30150	500
LKR		AR244274375174389760	Google	g	Google	3	1	1020000	100000	600	50
European People’s Party		AR308399267695820800	Google	g	Google	31	1	940000	70000	124950	2400
Hämeen Uusi Suunta ry		AR330633591832707072	Google	g	Google	18	1	900000	80000	64400	1400
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	g	Google	25	1	880000	70000	34350	850
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	g	Google	25	1	790000	60000	2150	100
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	g	Google	51	1	780000	30000	9300	750
UNIDAS PODEMOS IZQUIERDA UNIDA MADRID EN PIE		AR560370774020456448	Google	g	Google	16	1	700000	60000	32100	650
HLAS ĽUDU		AR563748473740984320	Google	g	Google	22	1	580000	40000	2000	100
INNOVATIONWEB S.r.l.		AR460447157288173568	Google	g	Google	48	1	480000	0	2400	0
Yhteinen hyvä ry		AR296997332115783680	Google	g	Google	34	1	430000	10000	3500	200
Vapaus ry		AR124593908880506880	Google	g	Google	24	1	420000	20000	1200	0
Open VLD		AR350212320510607360	Google	g	Google	40	1	400000	0	2000	0
AHKERIEN AJATUSTEN SEURA RY		AR272140397868744704	Google	g	Google	9	1	360000	30000	61250	1100
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	g	Google	17	1	350000	20000	4900	450
KW Wiosna Roberta Biedronia		AR344197991906672640	Google	g	Google	11	1	290000	20000	1450	100
The Independent Group (TIG) LTD		AR155046807557111808	Google	g	Google	8	1	260000	20000	62100	1200
Organisatie Socialistische Partij - OSP vzw		AR188082733925269504	Google	g	Google	17	1	260000	10000	33050	750
Venstre på Østerbro		AR129592288740376576	Google	g	Google	7	1	250000	20000	2600	250
SP (Socialistische Partij)		AR194453304296603648	Google	g	Google	6	1	240000	20000	32500	750
Ingrida Šimonytė		AR366995265996980224	Google	g	Google	5	1	230000	20000	1150	100
Partij van de Arbeid		AR14309319201783808	Google	g	Google	3	1	210000	20000	60500	1050
NAVARRA SUMA		AR200082803830816768	Google	g	Google	2	1	200000	20000	1000	100
Morten Dahlin		AR273707476816232448	Google	g	Google	11	1	200000	10000	1000	50
Kommuneforeningen for Venstre i Haderslev Kommune		AR314183523491643392	Google	g	Google	2	1	200000	20000	1000	100
Vänsterpartiet		AR104766140818915328	Google	g	Google	2	1	200000	20000	60000	1000
ADDO DIGITAL IKE		AR15516582969081856	Google	g	Google	2	1	200000	20000	100	0
Evropa společně		AR128025209792888832	Google	g	Google	8	1	170000	10000	31250	600
Janika Takatalo		AR113027046556303360	Google	g	Google	16	1	160000	0	2150	150
Kristdemokraterna		AR332197922001125376	Google	g	Google	6	1	150000	10000	31600	650
Venstre Egedalkreds		AR439052860034908160	Google	g	Google	6	1	150000	10000	1200	100
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	g	Google	15	1	150000	0	1200	50
Työlinjalla ry		AR88565111861542912	Google	g	Google	14	1	140000	0	700	0
Michael Aastrup Jensen		AR92226485582036992	Google	g	Google	4	1	130000	10000	1100	100
Tampereen Vihreät ry		AR4096230569279488	Google	g	Google	13	1	130000	0	650	0
Klassiskt Liberala Partiet		AR214800866480226304	Google	g	Google	3	1	120000	10000	1500	150
Euroopassa Suomen Tähden ry		AR176823734856843264	Google	g	Google	3	1	120000	10000	30100	500
Solidarité DéFI		AR156613886504599552	Google	g	Google	2	1	110000	10000	30500	550
Let's do it media SRL		AR494327508586463232	Google	g	Google	2	1	110000	10000	100	0
UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO		AR380226788925636608	Google	g	Google	1	1	100000	10000	500	50
UNIDAS PODEMOS CAMBIAR EUROPA		AR518712477467279360	Google	g	Google	1	1	100000	10000	500	50
W.R.P.R., s.r.o.		AR111802190602960896	Google	g	Google	1	1	100000	10000	500	50
Ioannis Vardakastanis		AR122780539328397312	Google	g	Google	1	1	100000	10000	500	50
POR UN MUNDO MÁS JUSTO		AR537111705046482944	Google	g	Google	1	1	100000	10000	500	50
Studio Montrucchio Capello snc		AR159631771044937728	Google	g	Google	7	1	70000	0	800	50
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	g	Google	6	1	60000	0	750	50
Väli-Suomen Voima ry		AR488313179982528512	Google	g	Google	6	1	60000	0	750	50
Uusmaalaisten puolesta ry		AR139371345157816320	Google	g	Google	5	1	50000	0	2050	200
Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	g	Google	2	1	20000	0	550	50
SPD Landesverband Niedersachsen		AR503031242631938048	Google	g	Google	1	1	10000	0	500	50
