country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	433	1	15516462	5261955	110354	29377
DK	Denmark	European Parliament		178362315106	Facebook	81	1	5520599	2336602	47836	10807
DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	167	1	5050781	1511984	67983	17112
DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	125	1	4226788	1390971	61188	14501
DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	739	1	3828869	856687	31319	6505
DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	3730914	1569995	31523	9292
DK	Denmark	Red Barnet		67571270393	Facebook	88	1	2655897	891995	43023	10926
DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	34	1	2375936	895988	32960	8435
DK	Denmark	SF	SF	74796954245	Facebook	63	1	2074934	652999	18108	4391
DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	24	1	2034970	937997	15529	6400
DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	17	1	2000932	851975	22518	6547
DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	58	1	1919937	586997	17104	4365
DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	181	1	1860568	436955	6676	1325
DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	82	1	1492918	406999	12856	2771
DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	35	1	1457951	392997	12019	2878
DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	26	1	1440974	507000	21032	6413
DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	44	1	1396933	438995	8282	2383
DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	1358745	480933	8736	2396
DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	1349921	559969	16066	3615
DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	13	1	1074972	460994	14459	4177
DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	34	1	1058937	348993	10385	2785
DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	43	1	893943	200997	6528	1352
DK	Denmark	Røde Kors		65929129383	Facebook	27	1	862973	211000	9409	2919
DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	835646	254909	3688	963
DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	810986	254999	8781	2155
DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	86	1	801900	200993	5531	1272
DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	799995	400000	5355	2677
DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	44	1	777956	227000	5095	1124
DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	67	1	774931	208999	5480	1566
DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	94	1	765759	177997	6332	1660
DK	Denmark	Zetland	Zetland	341299649231023	Facebook	23	1	730976	250999	2139	870
DK	Denmark	Niels Fuglsang		264009771074617	Facebook	112	1	724763	180980	4416	1071
DK	Denmark	Kialo		729627343834501	Facebook	350	1	721699	278359	5627	1524
DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	52	1	714832	205485	4384	1549
DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	51	1	673949	179000	7879	1995
DK	Denmark	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	35	1	672964	153999	7734	1767
DK	Denmark	Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	87	1	647913	217000	1983	281
DK	Denmark	En grønnere planet		301647537160818	Facebook	47	1	617940	160997	5423	1378
DK	Denmark	Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	21	1	589979	139000	3813	1486
DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	35	1	584960	146999	2659	843
DK	Denmark	Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	9	1	569991	209999	3747	1191
DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	87	1	562649	154943	5006	1204
DK	Denmark	Christina Egelund	Liberal Alliance	684016791662654	Facebook	42	1	561958	117999	5752	1338
DK	Denmark	Ali Aminali		1452133531486822	Facebook	4	1	555996	211000	7390	1472
DK	Denmark	Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	16	1	551936	178976	4643	964
DK	Denmark	Sex og Samfund		250994288337708	Facebook	4	1	549995	259999	14728	2945
DK	Denmark	Tandlægeforeningen		1570552809858689	Facebook	2	1	549953	209982	736	147
DK	Denmark	Bergur Larsson Løkke Rasmussen	Bergur Løkke Rasmussen	141378109375840	Facebook	33	1	543954	128995	4173	1138
DK	Denmark	Mai Mercado	Mai Mercado	397094903687472	Facebook	239	1	532761	91000	4975	709
DK	Denmark	Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	24	1	531976	142000	3960	937
DK	Denmark	European Greens		141366725876424	Facebook	42	1	521672	237272	8055	1926
DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	62	1	515495	105915	2331	414
DK	Denmark	Oatly		214112085661044	Facebook	2	1	509998	204999	5098	1000
DK	Denmark	Jacob Mark	SF	69985338410	Facebook	29	1	508968	139999	4602	1191
DK	Denmark	Den Blå Planet		167018996755220	Facebook	9	1	505979	160997	3158	749
DK	Denmark	Simple Feast		571176036346620	Facebook	28	1	499970	110999	6371	900
DK	Denmark	Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	23	1	499270	160477	2957	683
DK	Denmark	Sophie Løhde	Sophie Løhde	699619700116377	Facebook	23	1	487953	138993	6343	1379
DK	Denmark	Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	20	1	476967	136997	2983	950
DK	Denmark	Lederne		167891603415958	Facebook	25	1	465967	110998	4026	1164
DK	Denmark	Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	68	1	445903	106994	3735	267
DK	Denmark	GetBarry		1351813504859326	Facebook	25	1	424967	97998	4074	399
DK	Denmark	Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	20	1	420955	116995	2099	937
DK	Denmark	Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	36	1	414907	137984	3703	789
DK	Denmark	Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	14	1	397879	144959	2218	428
DK	Denmark	Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	15	1	391976	110998	3894	883
DK	Denmark	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	82	1	390815	85979	4084	749
DK	Denmark	Britt Bager	Bager Britt	460055244123143	Facebook	24	1	387976	120999	4050	812
