impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10k_50k	10k - 50k	Britain's Future	Britain's Future	1625300137516491	Facebook	843	1	42149157	8430000	396866	76027
10k_50k	10k - 50k	Ciudadanos	Ciudadanos	74078667754	Facebook	837	1	41849163	8370000	189263	26600
10k_50k	10k - 50k	People's Vote UK	People's Vote	748608695327755	Facebook	726	1	36299274	7260000	364831	76374
10k_50k	10k - 50k	Partido Popular	Partido Popular	72249031214	Facebook	614	1	30699386	6140000	96786	9000
10k_50k	10k - 50k	CDU	CDU	78502295414	Facebook	518	1	25899482	5180000	82882	7900
10k_50k	10k - 50k	Kialo		729627343834501	Facebook	395	1	19749605	3950000	132135	25164
10k_50k	10k - 50k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	378	1	18899622	3780000	128242	23143
10k_50k	10k - 50k	European Parliament		178362315106	Facebook	351	1	17549649	3510000	81629	11793
10k_50k	10k - 50k	FDP	FDP	21289227249	Facebook	333	1	16649667	3330000	58567	6400
10k_50k	10k - 50k	SPD	SPD	47930567748	Facebook	327	1	16349673	3270000	115273	21000
10k_50k	10k - 50k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	265	1	13249735	2650000	86366	14001
10k_50k	10k - 50k	Conservatives	The Conservative Party	8807334278	Facebook	200	1	9999800	2000000	77647	14001
10k_50k	10k - 50k	sp.a	sp.a	57253967150	Facebook	185	1	9249815	1850000	51115	8200
10k_50k	10k - 50k	38 Degrees	38 Degrees	200006375787	Facebook	184	1	9199816	1840000	55332	8563
10k_50k	10k - 50k	We are the 52%	We are the 52%	466744973727718	Facebook	173	1	8649827	1730000	22596	694
10k_50k	10k - 50k	The Labour Party	The Labour Party	25749647410	Facebook	163	1	8149837	1630000	62646	10993
10k_50k	10k - 50k	Rädda Barnen		72659261793	Facebook	162	1	8099838	1620000	61013	14067
10k_50k	10k - 50k	SPÖ	SPÖ	77393060080	Facebook	158	1	7899842	1580000	40442	6200
10k_50k	10k - 50k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	805	1	7516155	704353	21742	636
10k_50k	10k - 50k	Right To Vote	Right to Vote	408236463256774	Facebook	143	1	7149857	1430000	43692	6827
10k_50k	10k - 50k	Venstre, Danmarks Liberale Parti		21465928829	Facebook	136	1	6799864	1360000	43231	11060
10k_50k	10k - 50k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	133	1	6649867	1330000	46767	8400
10k_50k	10k - 50k	Greenpeace Deutschland		22541752487	Facebook	130	1	6499870	1300000	34870	5500
10k_50k	10k - 50k	Sosialidemokraatit SDP		108945982480217	Facebook	129	1	6449871	1290000	46071	8600
10k_50k	10k - 50k	COALICION CANARIA		AR489541609348661248	Google	3705	1	6262977	354166	16272	99
10k_50k	10k - 50k	PSOE	PSOE	189318235003	Facebook	121	1	6049879	1210000	18379	1600
10k_50k	10k - 50k	Plan International Sverige		382243262003	Facebook	116	1	5799884	1160000	42310	9881
10k_50k	10k - 50k	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	111	1	5549889	1110000	30189	4800
10k_50k	10k - 50k	ČSSD	ČSSD	111041662264882	Facebook	100	1	4999900	1000000	19466	4546
10k_50k	10k - 50k	RMDSZ	RMDSZ	102601499822802	Facebook	95	1	4749905	950000	5337	840
10k_50k	10k - 50k	Best For Britain	Best for Britain	1863944713844924	Facebook	93	1	4649907	930000	50808	12266
10k_50k	10k - 50k	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	145	1	4520804	449672	2368	0
10k_50k	10k - 50k	Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	82	1	4099918	820000	18518	2600
10k_50k	10k - 50k	Peter Mertens	PVDA	236485149843971	Facebook	81	1	4049919	810000	29219	5300
10k_50k	10k - 50k	Andreas Schieder	SPÖ	290881691011354	Facebook	78	1	3899922	780000	25722	4500
10k_50k	10k - 50k	Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	77	1	3849923	770000	8423	200
