advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	10k_50k	10k - 50k	843	1	42149157	8430000	396866	76027
Ciudadanos	Ciudadanos	74078667754	Facebook	10k_50k	10k - 50k	837	1	41849163	8370000	189263	26600
People's Vote UK	People's Vote	748608695327755	Facebook	10k_50k	10k - 50k	723	1	36149277	7230000	364488	76374
Partido Popular	Partido Popular	72249031214	Facebook	10k_50k	10k - 50k	614	1	30699386	6140000	96786	9000
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	10k_50k	10k - 50k	369	1	18449631	3690000	123970	22333
Kialo		729627343834501	Facebook	10k_50k	10k - 50k	361	1	18049639	3610000	123115	23753
CDU	CDU	78502295414	Facebook	10k_50k	10k - 50k	350	1	17499650	3500000	34650	0
European Parliament		178362315106	Facebook	10k_50k	10k - 50k	290	1	14499710	2900000	67360	9727
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	10k_50k	10k - 50k	258	1	12899742	2580000	85102	13886
SPD	SPD	47930567748	Facebook	10k_50k	10k - 50k	208	1	10399792	2080000	76292	14200
Conservatives	The Conservative Party	8807334278	Facebook	10k_50k	10k - 50k	200	1	9999800	2000000	77647	14001
FDP	FDP	21289227249	Facebook	10k_50k	10k - 50k	180	1	8999820	1800000	29020	2800
38 Degrees	38 Degrees	200006375787	Facebook	10k_50k	10k - 50k	176	1	8799824	1760000	51175	7753
We are the 52%	We are the 52%	466744973727718	Facebook	10k_50k	10k - 50k	173	1	8649827	1730000	22596	694
Rädda Barnen		72659261793	Facebook	10k_50k	10k - 50k	167	1	8349833	1670000	64068	14622
The Labour Party	The Labour Party	25749647410	Facebook	10k_50k	10k - 50k	165	1	8249835	1650000	64264	11340
Right To Vote	Right to Vote	408236463256774	Facebook	10k_50k	10k - 50k	143	1	7149857	1430000	43692	6827
PSOE	PSOE	189318235003	Facebook	10k_50k	10k - 50k	121	1	6049879	1210000	18379	1600
Sosialidemokraatit SDP		108945982480217	Facebook	10k_50k	10k - 50k	107	1	5349893	1070000	35893	6600
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	10k_50k	10k - 50k	102	1	5099898	1020000	34098	6000
Plan International Sverige		382243262003	Facebook	10k_50k	10k - 50k	99	1	4949901	990000	35876	8205
Best For Britain	Best for Britain	1863944713844924	Facebook	10k_50k	10k - 50k	94	1	4699906	940000	51386	12381
Greenpeace Deutschland		22541752487	Facebook	10k_50k	10k - 50k	93	1	4649907	930000	24807	3900
SPÖ	SPÖ	77393060080	Facebook	10k_50k	10k - 50k	90	1	4499910	900000	19310	2600
sp.a	sp.a	57253967150	Facebook	10k_50k	10k - 50k	72	1	3599928	720000	28328	5300
