advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w018	Week 18	279	1	62846074	28825833	331183	97487
CDU	CDU	78502295414	Facebook	w018	Week 18	3170	1	20201886	5020666	209220	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w018	Week 18	42	1	12576878	5570076	28875	8692
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	w018	Week 18	241	1	11278459	4576294	55333	10799
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w018	Week 18	82	1	8149541	3589344	22900	5117
sp.a	sp.a	57253967150	Facebook	w018	Week 18	153	1	7892043	3471294	37207	8995
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w018	Week 18	36	1	7370528	3457820	21451	5087
România în primul rând	Future Innovation	770704223323599	Facebook	w018	Week 18	27	1	6657212	3128863	7372	1759
SPD	SPD	47930567748	Facebook	w018	Week 18	1959	1	6063042	1242000	209292	4410
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w018	Week 18	28	1	5985839	2475066	59269	13644
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	w018	Week 18	14	1	5687609	2683809	17233	8136
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w018	Week 18	16	1	5322610	2415476	21938	5239
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	w018	Week 18	10	1	5184990	2470000	7290	1453
The Labour Party	The Labour Party	25749647410	Facebook	w018	Week 18	64	1	5181542	1952000	50039	11409
FDP	FDP	21289227249	Facebook	w018	Week 18	181	1	5126548	1663618	23776	3060
Greenpeace France		39435457457	Facebook	w018	Week 18	17	1	5111983	2225000	18283	4800
Fidesz	Fidesz	9844779306	Facebook	w018	Week 18	20	1	4499980	2100000	12999	6345
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w018	Week 18	382	1	4425069	1421371	66287	12886
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w018	Week 18	13	1	4302552	1876282	18501	5252
Greenpeace España	Greenpeace España	133044800622	Facebook	w018	Week 18	111	1	4299889	1349000	15389	1100
The Brexit Party	The Brexit Party	230416667843105	Facebook	w018	Week 18	42	1	4232356	1816843	68707	17673
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	w018	Week 18	91	1	4110949	1535500	10199	1774
Partidul Naţional Liberal		181375448581167	Facebook	w018	Week 18	27	1	3383317	1466904	6465	1787
Open Vld	Open Vld	53668151866	Facebook	w018	Week 18	156	1	3269205	1277819	25905	4210
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	w018	Week 18	41	1	3265531	1423940	7995	3219
Kialo		729627343834501	Facebook	w018	Week 18	62	1	3247941	997000	18876	4181
SPÖ	SPÖ	77393060080	Facebook	w018	Week 18	314	1	3237251	1109215	20252	2249
