advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m18_24	male (18-24)	1107	1	36802278	16140410	159499	40069
Kialo		729627343834501	Facebook	m18_24	male (18-24)	593	1	16984370	6726209	100906	23574
European Commission		107898832590939	Facebook	m18_24	male (18-24)	69	1	7558741	3514859	29857	7647
People's Vote UK	People's Vote	748608695327755	Facebook	m18_24	male (18-24)	3235	1	7540976	2671268	84504	15484
Podemos	Unidas Podemos	269212336568846	Facebook	m18_24	male (18-24)	239	1	7078634	3184087	36767	9462
SPD	SPD	47930567748	Facebook	m18_24	male (18-24)	3512	1	6502540	2036057	140217	9304
Sacramento Kings		96222644025	Facebook	m18_24	male (18-24)	33	1	5989776	2742480	4655	1344
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m18_24	male (18-24)	1740	1	4500881	1548249	46505	6162
Conservatives	The Conservative Party	8807334278	Facebook	m18_24	male (18-24)	1552	1	4470900	1680760	49936	7074
CDU	CDU	78502295414	Facebook	m18_24	male (18-24)	3170	1	4355439	1080623	43783	0
Partido Popular	Partido Popular	72249031214	Facebook	m18_24	male (18-24)	842	1	4063045	1534040	22678	3444
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m18_24	male (18-24)	57	1	3309412	1501919	21216	5022
sp.a	sp.a	57253967150	Facebook	m18_24	male (18-24)	118	1	3158987	1321842	13691	2889
Best For Britain	Best for Britain	1863944713844924	Facebook	m18_24	male (18-24)	736	1	2816942	1187724	28602	6901
Ciudadanos	Ciudadanos	74078667754	Facebook	m18_24	male (18-24)	3365	1	2791506	881830	25115	2108
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m18_24	male (18-24)	89	1	2768350	1189746	23659	5659
Greenpeace France		39435457457	Facebook	m18_24	male (18-24)	123	1	2696369	1206512	12337	2934
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m18_24	male (18-24)	83	1	2669588	1158705	7669	1630
FDP	FDP	21289227249	Facebook	m18_24	male (18-24)	548	1	2553637	763437	19458	1008
European Greens		141366725876424	Facebook	m18_24	male (18-24)	45	1	2404161	1067447	11125	3027
Dungeon Defenders		107960282569653	Facebook	m18_24	male (18-24)	311	1	2356479	871305	13504	1638
Referendum Commission		580832208630212	Facebook	m18_24	male (18-24)	28	1	2095099	973388	11216	2298
Europees Parlement Nederland		270788920480	Facebook	m18_24	male (18-24)	46	1	2086067	916181	19363	4943
Greenpeace Deutschland		22541752487	Facebook	m18_24	male (18-24)	344	1	2057631	761419	9842	1204
Partidul Naţional Liberal		181375448581167	Facebook	m18_24	male (18-24)	87	1	1965413	876599	2081	536
