advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	65_	65+	LU	Luxembourg	62	1	86711	24662	563	30
Charles Goerens		441313569220539	Facebook	65_	65+	LU	Luxembourg	30	1	80252	20588	360	18
Greenpeace Luxembourg		67370457805	Facebook	65_	65+	LU	Luxembourg	120	1	57656	14559	509	5
European Parliament		178362315106	Facebook	65_	65+	LU	Luxembourg	40	1	46028	17996	243	35
déi gréng	déi gréng	21710789873	Facebook	65_	65+	LU	Luxembourg	11	1	39706	13043	160	21
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	65_	65+	LU	Luxembourg	10	1	24615	8596	78	0
Piraten Lëtzebuerg		183148710560	Facebook	65_	65+	LU	Luxembourg	29	1	22096	6934	174	0
Fondation IDEA asbl		439909732821172	Facebook	65_	65+	LU	Luxembourg	1	1	13070	2614	25	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	65_	65+	LU	Luxembourg	11	1	6638	1232	72	0
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	65_	65+	LU	Luxembourg	2	1	6151	1213	20	0
CSV	CSV	56016549775	Facebook	65_	65+	LU	Luxembourg	19	1	4580	860	127	0
Marc ANGEL		1404458223105541	Facebook	65_	65+	LU	Luxembourg	1	1	4471	894	8	0
Unis pour les Droits Humains		1642871805813802	Facebook	65_	65+	LU	Luxembourg	17	1	4449	1648	6	0
JDL Jonk Demokraten		141096935941189	Facebook	65_	65+	LU	Luxembourg	1	1	4224	844	8	0
Piraten Bezierk Osten		141480992729926	Facebook	65_	65+	LU	Luxembourg	1	1	4129	825	41	8
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	65_	65+	LU	Luxembourg	49	1	3540	1568	17	4
Julia Elisabetta Pitterman		2235333396715580	Facebook	65_	65+	LU	Luxembourg	3	1	2533	499	12	0
ULESS - Union luxembourgeoise de l'économie sociale et solidaire		266311153561137	Facebook	65_	65+	LU	Luxembourg	2	1	2368	918	32	0
LIFE		167060196653670	Facebook	65_	65+	LU	Luxembourg	44	1	2218	453	10	0
Christian Welter		420265522049953	Facebook	65_	65+	LU	Luxembourg	3	1	2164	558	38	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	65_	65+	LU	Luxembourg	29	1	2134	977	4	1
Pégase, la page de l’expatriation et des Français à  l’étranger		111021508957258	Facebook	65_	65+	LU	Luxembourg	1	1	1943	777	3	1
POPO NUSS		1982336445409374	Facebook	65_	65+	LU	Luxembourg	7	1	1799	397	18	2
Burelbach Immobilien		243135569564978	Facebook	65_	65+	LU	Luxembourg	1	1	1774	354	3	0
WOOP - World of Possibilities		119609878933569	Facebook	65_	65+	LU	Luxembourg	6	1	1729	634	26	0
