advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	638	1	138150992	61422162	405588	131711
Britain's Future	Britain's Future	1625300137516491	Facebook	100_1k	100 - 1k	4488	1	56978713	17925854	611879	115993
Kialo		729627343834501	Facebook	100_1k	100 - 1k	579	1	47724667	19043978	305354	79233
People's Vote UK	People's Vote	748608695327755	Facebook	100_1k	100 - 1k	3500	1	43093830	13138230	501470	98595
Podemos	Unidas Podemos	269212336568846	Facebook	100_1k	100 - 1k	176	1	38399824	16870000	122324	45200
European Greens		141366725876424	Facebook	100_1k	100 - 1k	163	1	33399837	14770000	105837	35900
Ciudadanos	Ciudadanos	74078667754	Facebook	100_1k	100 - 1k	427	1	32619573	12120000	222573	50300
sp.a	sp.a	57253967150	Facebook	100_1k	100 - 1k	229	1	31719771	13270000	128771	34500
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100_1k	100 - 1k	200	1	30175240	13641752	66506	16016
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	100_1k	100 - 1k	115	1	27949885	11670000	83385	32300
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100_1k	100 - 1k	222	1	24709778	10620000	113778	24600
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100_1k	100 - 1k	4061	1	24471217	8327240	233149	40768
România în primul rând	Future Innovation	770704223323599	Facebook	100_1k	100 - 1k	85	1	22409594	9843868	20148	5670
Partido Popular	Partido Popular	72249031214	Facebook	100_1k	100 - 1k	185	1	22199815	9200000	106815	30100
SPD	SPD	47930567748	Facebook	100_1k	100 - 1k	309	1	21084691	6996000	171191	44500
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	100_1k	100 - 1k	2411	1	20474897	7894607	168328	29304
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	100_1k	100 - 1k	139	1	19634154	8552390	28764	8530
The Labour Party	The Labour Party	25749647410	Facebook	100_1k	100 - 1k	676	1	18620011	7568505	125034	26993
Partito Democratico	Partito Democratico	77034286895	Facebook	100_1k	100 - 1k	77	1	18299923	8160000	41923	10500
Fidesz	Fidesz	9844779306	Facebook	100_1k	100 - 1k	96	1	17972395	8558083	58217	28827
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	100_1k	100 - 1k	86	1	17064307	7551039	32515	7135
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	100_1k	100 - 1k	56	1	16620803	7559233	25130	11179
Kyriakos Mitsotakis		34848567724	Facebook	100_1k	100 - 1k	63	1	16499937	7190000	32937	7500
PSOE	PSOE	189318235003	Facebook	100_1k	100 - 1k	85	1	16449915	7420000	49415	14100
FDP	FDP	21289227249	Facebook	100_1k	100 - 1k	175	1	15829825	6645000	90325	19900
