advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	10k_50k	10k - 50k	843	1	42149157	8430000	396866	76027
Ciudadanos	Ciudadanos	74078667754	Facebook	10k_50k	10k - 50k	837	1	41849163	8370000	189263	26600
People's Vote UK	People's Vote	748608695327755	Facebook	10k_50k	10k - 50k	728	1	36399272	7280000	365061	76374
Partido Popular	Partido Popular	72249031214	Facebook	10k_50k	10k - 50k	614	1	30699386	6140000	96786	9000
CDU	CDU	78502295414	Facebook	10k_50k	10k - 50k	518	1	25899482	5180000	82882	7900
Kialo		729627343834501	Facebook	10k_50k	10k - 50k	451	1	22549549	4510000	154079	29264
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	10k_50k	10k - 50k	407	1	20349593	4070000	146376	26846
FDP	FDP	21289227249	Facebook	10k_50k	10k - 50k	380	1	18999620	3800000	64920	7100
European Parliament		178362315106	Facebook	10k_50k	10k - 50k	350	1	17499650	3500000	81130	11693
SPD	SPD	47930567748	Facebook	10k_50k	10k - 50k	350	1	17499650	3500000	118350	21200
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	10k_50k	10k - 50k	261	1	13049739	2610000	85908	14001
Conservatives	The Conservative Party	8807334278	Facebook	10k_50k	10k - 50k	200	1	9999800	2000000	77647	14001
38 Degrees	38 Degrees	200006375787	Facebook	10k_50k	10k - 50k	192	1	9599808	1920000	57637	8910
sp.a	sp.a	57253967150	Facebook	10k_50k	10k - 50k	192	1	9599808	1920000	55408	9100
SPÖ	SPÖ	77393060080	Facebook	10k_50k	10k - 50k	191	1	9549809	1910000	59309	10100
We are the 52%	We are the 52%	466744973727718	Facebook	10k_50k	10k - 50k	173	1	8649827	1730000	22596	694
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	10k_50k	10k - 50k	170	1	8499830	1700000	46430	7400
The Labour Party	The Labour Party	25749647410	Facebook	10k_50k	10k - 50k	163	1	8149837	1630000	62646	10993
Rädda Barnen		72659261793	Facebook	10k_50k	10k - 50k	162	1	8099838	1620000	61013	14067
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	10k_50k	10k - 50k	144	1	7199856	1440000	44703	11555
Right To Vote	Right to Vote	408236463256774	Facebook	10k_50k	10k - 50k	143	1	7149857	1430000	43692	6827
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	10k_50k	10k - 50k	139	1	6949861	1390000	49361	8900
ČSSD	ČSSD	111041662264882	Facebook	10k_50k	10k - 50k	134	1	6699866	1340000	25332	5907
Sosialidemokraatit SDP		108945982480217	Facebook	10k_50k	10k - 50k	133	1	6649867	1330000	48867	9200
Greenpeace Deutschland		22541752487	Facebook	10k_50k	10k - 50k	132	1	6599868	1320000	36768	6200
