media_code_filter	media_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
video	Video	Barcelona en Comú		AR342176264901099520	Google	20	1	290000	10000	1450	50
video	Video	Vapaus ry		AR124593908880506880	Google	6	1	240000	20000	300	0
video	Video	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	2	1	200000	20000	550	50
video	Video	Občanská demokratická strana		AR37429025076936704	Google	2	1	200000	20000	1000	100
video	Video	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	5	1	140000	10000	700	50
video	Video	EUpositive.sk		AR348804120993333248	Google	4	1	130000	10000	650	50
video	Video	Tampereen Vihreät ry		AR4096230569279488	Google	13	1	130000	0	650	0
video	Video	HLAS		AR312619193323225088	Google	3	1	120000	10000	600	50
video	Video	Cink, s.r.o.		AR361287976015101952	Google	3	1	120000	10000	600	50
video	Video	Jukka Kopra		AR232680299937398784	Google	2	1	110000	10000	30050	500
video	Video	Michael Aastrup Jensen		AR92226485582036992	Google	2	1	110000	10000	550	50
video	Video	Alternativet		AR198061076825243648	Google	2	1	110000	10000	30050	500
video	Video	SPD Berlin		AR257142234632159232	Google	1	1	100000	10000	30000	500
video	Video	Open Vld		AR369049153717665792	Google	1	1	100000	10000	500	50
video	Video	COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	1	1	100000	10000	500	50
video	Video	W.R.P.R., s.r.o.		AR111802190602960896	Google	1	1	100000	10000	500	50
video	Video	Janika Takatalo		AR113027046556303360	Google	9	1	90000	0	450	0
video	Video	Saku Petteri Räty		AR196651502918434816	Google	4	1	40000	0	200	0
video	Video	ADDO DIGITAL IKE		AR15516582969081856	Google	3	1	30000	0	150	0
video	Video	Morten Dahlin		AR273707476816232448	Google	3	1	30000	0	150	0
video	Video	Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	2	1	20000	0	100	0
video	Video	Avante Comunicación SL		AR486291452976955392	Google	1	1	10000	0	50	0
video	Video	Liberal Alliance Djursland		AR73057599863390208	Google	1	1	10000	0	50	0
