advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	10k_50k	10k - 50k	843	1	42149157	8430000	396866	76027
Ciudadanos	Ciudadanos	74078667754	Facebook	10k_50k	10k - 50k	837	1	41849163	8370000	189263	26600
People's Vote UK	People's Vote	748608695327755	Facebook	10k_50k	10k - 50k	728	1	36399272	7280000	365061	76374
Partido Popular	Partido Popular	72249031214	Facebook	10k_50k	10k - 50k	614	1	30699386	6140000	96786	9000
CDU	CDU	78502295414	Facebook	10k_50k	10k - 50k	518	1	25899482	5180000	82882	7900
Kialo		729627343834501	Facebook	10k_50k	10k - 50k	434	1	21699566	4340000	141196	26464
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	10k_50k	10k - 50k	402	1	20099598	4020000	140711	25573
FDP	FDP	21289227249	Facebook	10k_50k	10k - 50k	370	1	18499630	3700000	65030	7100
European Parliament		178362315106	Facebook	10k_50k	10k - 50k	350	1	17499650	3500000	81130	11693
SPD	SPD	47930567748	Facebook	10k_50k	10k - 50k	344	1	17199656	3440000	118956	21500
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	10k_50k	10k - 50k	258	1	12899742	2580000	83713	13539
Conservatives	The Conservative Party	8807334278	Facebook	10k_50k	10k - 50k	200	1	9999800	2000000	77647	14001
sp.a	sp.a	57253967150	Facebook	10k_50k	10k - 50k	192	1	9599808	1920000	55408	9100
38 Degrees	38 Degrees	200006375787	Facebook	10k_50k	10k - 50k	191	1	9549809	1910000	56597	8678
SPÖ	SPÖ	77393060080	Facebook	10k_50k	10k - 50k	175	1	8749825	1750000	52525	8800
We are the 52%	We are the 52%	466744973727718	Facebook	10k_50k	10k - 50k	173	1	8649827	1730000	22596	694
The Labour Party	The Labour Party	25749647410	Facebook	10k_50k	10k - 50k	162	1	8099838	1620000	62532	10993
Rädda Barnen		72659261793	Facebook	10k_50k	10k - 50k	162	1	8099838	1620000	61013	14067
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	10k_50k	10k - 50k	143	1	7149857	1430000	40157	6500
Right To Vote	Right to Vote	408236463256774	Facebook	10k_50k	10k - 50k	143	1	7149857	1430000	43692	6827
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	10k_50k	10k - 50k	140	1	6999860	1400000	49460	8900
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	10k_50k	10k - 50k	139	1	6949861	1390000	44034	11220
Sosialidemokraatit SDP		108945982480217	Facebook	10k_50k	10k - 50k	132	1	6599868	1320000	48868	9500
COALICION CANARIA		AR489541609348661248	Google	10k_50k	10k - 50k	4731	1	6566622	306413	19044	0
Greenpeace Deutschland		22541752487	Facebook	10k_50k	10k - 50k	130	1	6499870	1300000	37670	6200
