advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	g	Google	109	1	3700000	290000	5450	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	g	Google	122	1	3020000	200000	6100	0
Flamesite s.r.o.		AR522320249995919360	Google	g	Google	201	1	2910000	100000	10050	0
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	g	Google	266	1	2750000	10000	13300	0
Slovenska demokratska stranka		AR170068335415787520	Google	g	Google	26	1	2690000	260000	1300	0
UAB "BPN LT"		AR135010682042056704	Google	g	Google	26	1	2600000	260000	1300	0
Det Konservative Folkeparti		AR40969452518375424	Google	g	Google	238	1	2560000	20000	11900	0
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	g	Google	112	1	2470000	150000	5600	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	g	Google	240	1	2400000	0	12000	0
TOP 09		AR268709096956362752	Google	g	Google	152	1	2150000	70000	7600	0
Pametno		AR222880077921124352	Google	g	Google	36	1	1980000	180000	1800	0
Gestion et Action Libérale		AR201311233196949504	Google	g	Google	182	1	1820000	0	9100	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	g	Google	55	1	1810000	140000	2750	0
Strana nezávislosti České republiky		AR465054111008555008	Google	g	Google	10	1	1630000	160000	500	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	g	Google	160	1	1600000	0	8000	0
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	g	Google	63	1	1350000	80000	3150	0
Cink, s.r.o.		AR361287976015101952	Google	g	Google	26	1	1340000	120000	1300	0
Savo-Karjalan vihreät ry		AR343251587273064448	Google	g	Google	24	1	1230000	110000	1200	0
Fianna Fáil		AR101183107301900288	Google	g	Google	23	1	1040000	90000	1150	0
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	g	Google	83	1	1010000	20000	4150	0
Rumilus Design Oy		AR391102333313875968	Google	g	Google	28	1	1000000	80000	1400	0
HEADS, s.r.o.		AR356967719951663104	Google	g	Google	12	1	930000	90000	600	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	g	Google	38	1	920000	60000	1900	0
Projekt Európa		AR303746959120793600	Google	g	Google	53	1	890000	40000	2650	0
Liberal Alliance		AR183859784640888832	Google	g	Google	84	1	840000	0	4200	0
Bündnis90/ Die Grünen		AR207068276079984640	Google	g	Google	83	1	830000	0	4150	0
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	g	Google	16	1	790000	70000	800	0
Progresívne Slovensko		AR114793686864232448	Google	g	Google	15	1	780000	70000	750	0
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	g	Google	21	1	750000	60000	1050	0
GREEN DAY, s.r.o		AR423241058193768448	Google	g	Google	45	1	720000	30000	2250	0
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	g	Google	30	1	660000	40000	1500	0
Barcelona en Comú		AR342176264901099520	Google	g	Google	51	1	600000	10000	2550	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	g	Google	23	1	590000	40000	1150	0
Občanska demokraticka strana		AR386241117529571328	Google	g	Google	55	1	550000	0	2750	0
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	g	Google	45	1	540000	10000	2250	0
SPOLU - občianska demokracia		AR194838133366325248	Google	g	Google	52	1	520000	0	2600	0
SOCIALDEMOKRATIET		AR271193993235136512	Google	g	Google	36	1	450000	10000	1800	0
Unitas		AR53945888749387776	Google	g	Google	41	1	410000	0	2050	0
Venstres Landsorganisation		AR283015942256984064	Google	g	Google	38	1	380000	0	1900	0
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	g	Google	36	1	360000	0	1800	0
Open VLD		AR350212320510607360	Google	g	Google	36	1	360000	0	1800	0
Freiheitliche Partei Österreich		AR333020356698701824	Google	g	Google	26	1	350000	10000	1300	0
EUpositive.sk		AR348804120993333248	Google	g	Google	16	1	340000	20000	800	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	g	Google	34	1	340000	0	1700	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	g	Google	23	1	320000	10000	1150	0
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	g	Google	14	1	320000	20000	700	0
Yhteinen hyvä ry		AR296997332115783680	Google	g	Google	28	1	280000	0	1400	0
Future Innovation SRL		AR474748779908562944	Google	g	Google	4	1	220000	20000	200	0
MPhilms		AR260140327963197440	Google	g	Google	3	1	210000	20000	150	0
Vapaus ry		AR124593908880506880	Google	g	Google	20	1	200000	0	1000	0
Párbeszéd Magyarországért		AR567356246269624320	Google	g	Google	10	1	190000	10000	500	0
European People’s Party		AR308399267695820800	Google	g	Google	18	1	180000	0	900	0
Saku Petteri Räty		AR196651502918434816	Google	g	Google	17	1	170000	0	850	0
KW Prawo i Sprawiedliwość		AR32708546780987392	Google	g	Google	16	1	160000	0	800	0
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	g	Google	7	1	160000	10000	350	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	g	Google	15	1	150000	0	750	0
Avante Comunicación SL		AR486291452976955392	Google	g	Google	14	1	140000	0	700	0
Tampereen Vihreät ry		AR4096230569279488	Google	g	Google	13	1	130000	0	650	0
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	g	Google	3	1	120000	10000	150	0
Alternative für Deutschland		AR380456861733748736	Google	g	Google	3	1	120000	10000	150	0
Suomen Keskusta r.p.		AR441112520191639552	Google	g	Google	12	1	120000	0	600	0
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	g	Google	11	1	110000	0	550	0
NEA DEMOKRATIA		AR351183464155840512	Google	g	Google	2	1	110000	10000	100	0
Let's do it media SRL		AR494327508586463232	Google	g	Google	2	1	110000	10000	100	0
Janika Takatalo		AR113027046556303360	Google	g	Google	10	1	100000	0	500	0
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	g	Google	1	1	100000	10000	50	0
Kresťanská únia		AR358916054556082176	Google	g	Google	9	1	90000	0	450	0
SPD Berlin		AR257142234632159232	Google	g	Google	8	1	80000	0	400	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	g	Google	7	1	70000	0	350	0
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	g	Google	7	1	70000	0	350	0
Socialdemokratiet		AR237678679797268480	Google	g	Google	6	1	60000	0	300	0
Studio Montrucchio Capello snc		AR159631771044937728	Google	g	Google	5	1	50000	0	250	0
Partito Democratico		AR254356072167374848	Google	g	Google	5	1	50000	0	250	0
Fondation Populaire		AR320938922932699136	Google	g	Google	5	1	50000	0	250	0
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	g	Google	5	1	50000	0	250	0
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	g	Google	5	1	50000	0	250	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	g	Google	4	1	40000	0	200	0
Venstre Egedalkreds		AR439052860034908160	Google	g	Google	4	1	40000	0	200	0
SPD		AR456734381399080960	Google	g	Google	4	1	40000	0	200	0
Morten Dahlin		AR273707476816232448	Google	g	Google	3	1	30000	0	150	0
DOPRAVA		AR56197688563073024	Google	g	Google	3	1	30000	0	150	0
Partido Animalista PACMA		AR145115193901318144	Google	g	Google	2	1	20000	0	100	0
ADDO DIGITAL IKE		AR15516582969081856	Google	g	Google	2	1	20000	0	100	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	g	Google	2	1	20000	0	100	0
Euroopassa Suomen Tähden ry		AR176823734856843264	Google	g	Google	2	1	20000	0	100	0
Jukka Kopra		AR232680299937398784	Google	g	Google	2	1	20000	0	100	0
COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	g	Google	2	1	20000	0	100	0
Ioannis Vardakastanis		AR122780539328397312	Google	g	Google	1	1	10000	0	50	0
Uusmaalaisten puolesta ry		AR139371345157816320	Google	g	Google	1	1	10000	0	50	0
GroenLinks		AR148211418645135360	Google	g	Google	1	1	10000	0	50	0
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	g	Google	1	1	10000	0	50	0
Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	g	Google	1	1	10000	0	50	0
Alternativet		AR198061076825243648	Google	g	Google	1	1	10000	0	50	0
Volt Nederland		AR24721694316822528	Google	g	Google	1	1	10000	0	50	0
Hämeen Uusi Suunta ry		AR330633591832707072	Google	g	Google	1	1	10000	0	50	0
Kristdemokraterna		AR332197922001125376	Google	g	Google	1	1	10000	0	50	0
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	g	Google	1	1	10000	0	50	0
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	g	Google	1	1	10000	0	50	0
