advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	1k_5k	1k - 5k	PL	Poland	96	1	479866	95992	2210	0
Gazeta Wyborcza		63563473556	Facebook	1k_5k	1k - 5k	PL	Poland	79	1	391057	78227	1801	0
Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	1k_5k	1k - 5k	PL	Poland	30	1	149958	29997	690	0
Klub Vid Bil / Pizzeria		822347407799231	Facebook	1k_5k	1k - 5k	PL	Poland	26	1	129974	26000	598	0
Andrzej Halicki	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	370319116027	Facebook	1k_5k	1k - 5k	PL	Poland	24	1	119970	23998	552	0
Front Europejski		590514511295079	Facebook	1k_5k	1k - 5k	PL	Poland	22	1	109794	21963	505	0
Greenpeace Polska		32104614789	Facebook	1k_5k	1k - 5k	PL	Poland	17	1	83768	16756	385	0
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	1k_5k	1k - 5k	PL	Poland	16	1	79947	15992	368	0
Amnesty International Polska		57544755889	Facebook	1k_5k	1k - 5k	PL	Poland	15	1	74928	14988	345	0
Kosma Złotowski		1477251852486946	Facebook	1k_5k	1k - 5k	PL	Poland	13	1	64987	13000	299	0
TAK dla kary śmierci w Polsce		2092422647455732	Facebook	1k_5k	1k - 5k	PL	Poland	13	1	64876	12977	298	0
Paweł Bejda	Bejda Paweł 	587380481330698	Facebook	1k_5k	1k - 5k	PL	Poland	13	1	63719	12746	293	0
Patryk Marjan		1224502281011628	Facebook	1k_5k	1k - 5k	PL	Poland	11	1	54989	11000	253	0
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	1k_5k	1k - 5k	PL	Poland	10	1	49990	10000	323	23
Bartłomiej Królikowski  Blog Samorządowy		674597455940449	Facebook	1k_5k	1k - 5k	PL	Poland	10	1	49990	10000	230	0
Kamil Heyka		1097494830370053	Facebook	1k_5k	1k - 5k	PL	Poland	9	1	44991	8999	207	0
Zbigniew Kuźmiuk		286259248181285	Facebook	1k_5k	1k - 5k	PL	Poland	9	1	44984	8998	207	0
Akcja Demokracja		277892342334350	Facebook	1k_5k	1k - 5k	PL	Poland	9	1	44980	8997	207	0
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	1k_5k	1k - 5k	PL	Poland	9	1	44841	8969	299	23
Jacek Wezgraj	Jacek Artur Wezgraj	213293582024781	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	39992	8000	184	0
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	39992	8000	277	23
Solidarni z Donaldem Tuskiem		388924848130529	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	39992	8000	277	23
chrum.com		233262376748	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	39967	7995	184	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	39941	7989	184	0
Marcin Sypniewski	Marcin Sypniewski	946704618680358	Facebook	1k_5k	1k - 5k	PL	Poland	7	1	34981	6997	161	0
Bolesław Piecha - poseł do Parlamentu Europejskiego		704363502985858	Facebook	1k_5k	1k - 5k	PL	Poland	7	1	34978	6997	161	0
Forum Dialogu - perspektywy ze środka Europy		1973524929591577	Facebook	1k_5k	1k - 5k	PL	Poland	7	1	34970	6995	692	0
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	PL	Poland	8	1	34964	6994	692	0
Tomasz Trela		286672948180163	Facebook	1k_5k	1k - 5k	PL	Poland	6	1	29994	6000	138	0
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	1k_5k	1k - 5k	PL	Poland	6	1	29994	6000	138	0
Bogusław Sonik	Jan Paweł Cięciak	75775141409	Facebook	1k_5k	1k - 5k	PL	Poland	6	1	29994	6000	138	0
Dawid Jarco		161713004667255	Facebook	1k_5k	1k - 5k	PL	Poland	6	1	29994	6000	138	0
Ewa Kopacz	Koalicyjny Komitet Wyborczy Koalicja Europejska PO SLD PSL .N Zieloni	213282625349772	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24995	5000	115	0
Marcin Gołaszewski		1500359650261089	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24995	5000	115	0
Dr Knowledge		273840579942865	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24995	5000	115	0
Anna Wiśniewska	Ania Elżbieta Wiśniewska	1513966862036540	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24989	4998	115	0
Kampania Przeciw Homofobii		229797220398331	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24983	4997	115	0
Solidarni z Europą		1946135365514851	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24981	4997	115	0
Czary z drukary		510201146040337	Facebook	1k_5k	1k - 5k	PL	Poland	5	1	24972	4995	115	0
Grzegorz Furgo	Grzegorz Furgo	1674901842722925	Facebook	1k_5k	1k - 5k	PL	Poland	4	1	19996	4000	92	0
