country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	European Parliament		178362315106	Facebook	83	1	9128271	4307314	48451	9943
SK	Slovakia	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	187	1	5094109	1744254	36335	5060
SK	Slovakia	EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	106	1	4762892	1625999	14893	1099
SK	Slovakia	Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	262	1	4262284	1210562	30366	1399
SK	Slovakia	European Commission		107898832590939	Facebook	22	1	3429225	1451653	9150	2314
SK	Slovakia	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	61	1	3291088	1083385	27295	5966
SK	Slovakia	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	216	1	3052846	879322	26971	1399
SK	Slovakia	Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	68	1	2932897	1180991	16231	3199
SK	Slovakia	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1140	1	2798116	482889	112824	0
SK	Slovakia	Ivan ŠTEFANEC		324560137683033	Facebook	40	1	2666818	1121952	12259	2399
SK	Slovakia	Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	56	1	2579943	1073999	16343	3799
SK	Slovakia	Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	38	1	2491476	932275	11857	2299
SK	Slovakia	NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	123	1	2266876	817999	18276	1299
SK	Slovakia	Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	129	1	2190404	663387	18922	2090
SK	Slovakia	Sme rodina		600235073447674	Facebook	4	1	2049994	909999	2995	1199
SK	Slovakia	Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	69	1	1902370	560887	7206	100
SK	Slovakia	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	26	1	1805677	660884	9172	2199
SK	Slovakia	Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	59	1	1724747	514730	7433	400
SK	Slovakia	Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	42	1	1580343	492681	9746	1398
SK	Slovakia	Plamienok n.o.		174988447418	Facebook	6	1	1549943	659977	2693	799
SK	Slovakia	Nagy József		128401833854581	Facebook	8	1	1519992	630000	2392	400
SK	Slovakia	Milan Uhrík - poslanec NR SR	Kotleba - Ľudová strana Naše Slovensko	193258414360612	Facebook	8	1	1504992	621000	8192	1900
SK	Slovakia	Miroslav Žiak		396331590493376	Facebook	98	1	1459886	339996	10101	99
SK	Slovakia	Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	53	1	1276947	365000	5646	100
SK	Slovakia	ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	51	1	1223917	375993	5848	199
SK	Slovakia	Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	21	1	1137979	502000	5079	1300
SK	Slovakia	Petra Krištúfková	Sme rodina	1061086993931165	Facebook	20	1	1096964	381996	3903	489
SK	Slovakia	Schwarzkopf Professional		150101695010185	Facebook	5	1	1086266	519313	709	257
SK	Slovakia	DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	44	1	1062950	292999	6755	600
SK	Slovakia	Kialo		729627343834501	Facebook	345	1	1013867	402239	6469	1524
SK	Slovakia	Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	37	1	1004962	298999	3662	0
SK	Slovakia	Boris Kollar	Sme rodina	1464024763918594	Facebook	2	1	999997	399999	1997	999
SK	Slovakia	SMER - SD	SMER - SD	102146246492040	Facebook	20	1	889979	219999	2379	99
SK	Slovakia	Maroš Šefčovič		245361515516655	Facebook	23	1	856610	189326	3860	399
SK	Slovakia	Michal Šipoš - kandidát do Európskeho parlamentu		156395481064391	Facebook	12	1	819771	319949	4887	1199
SK	Slovakia	Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	14	1	801963	249995	3385	499
SK	Slovakia	Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	27	1	790913	291973	3872	300
SK	Slovakia	Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	52	1	773936	164997	5082	0
SK	Slovakia	Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	27	1	760972	232999	4672	499
SK	Slovakia	Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	69	1	741981	177898	7588	199
SK	Slovakia	Richard Sulik	Richard Sulik	184760561603680	Facebook	50	1	718927	169995	4949	0
SK	Slovakia	Pavol Dubček		282565561906912	Facebook	16	1	614983	227999	1584	0
SK	Slovakia	Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	51	1	516869	135981	5046	0
SK	Slovakia	Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	20	1	499906	134985	2779	200
SK	Slovakia	Robert Fico	Robert Fico	732167026967322	Facebook	11	1	469988	99999	2288	299
SK	Slovakia	Anton Martvoň	Martvon Anton	351452264866192	Facebook	11	1	434988	125999	1888	200
SK	Slovakia	KDH	KDH	163449818290	Facebook	13	1	430658	91934	2884	399
SK	Slovakia	Dušan Šándor - Váš zástupca v Európskom parlamente		350764848876135	Facebook	11	1	410956	81993	1488	99
SK	Slovakia	Kresťanská únia		558882197954288	Facebook	16	1	396983	84999	2383	199
SK	Slovakia	Eurovoľby	Richard Sulik	2376963545647566	Facebook	168	1	392831	69999	16631	0
SK	Slovakia	Pavel Macko SPOLU - občianska demokracia	SPOLU - občianska demokracia	489291478219770	Facebook	13	1	374184	125598	1679	100
SK	Slovakia	Tomáš Dentico, váš hlas rešpektovaný v Europarlamente	Skalnik Petr	1172318522948253	Facebook	16	1	369385	88629	1976	99
SK	Slovakia	Jaroslav Paška	Pašková Juliana	480862355305905	Facebook	13	1	358989	86765	2080	199
SK	Slovakia	Branislav Škripek		498701220263973	Facebook	15	1	355970	79997	1484	0
SK	Slovakia	Lucia Gurbáľová	KDH	281656152765874	Facebook	4	1	349980	129996	795	100
SK	Slovakia	Erika Jurinová	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	467066839986458	Facebook	6	1	349976	99996	1793	300
SK	Slovakia	Peter Puškár	Puskar Peter	299027620531773	Facebook	50	1	322950	78000	5350	100
