advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	DK	Denmark	74	1	4570081	1826397	38984	8837
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	DK	Denmark	161	1	3557839	1007000	29007	7538
Red Barnet		67571270393	Facebook	DK	Denmark	74	1	2169926	786000	37588	9640
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	DK	Denmark	29	1	2165943	850988	28542	7632
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	DK	Denmark	518	1	2115091	464687	22311	4805
Lizette Risgaard		547601668763372	Facebook	DK	Denmark	58	1	1954931	803998	22339	5690
Socialdemokratiet		41459763029	Facebook	DK	Denmark	76	1	1682837	544971	19351	4753
SE Energi & Klima		169900309711559	Facebook	DK	Denmark	43	1	1358745	480933	8736	2396
World Animal Protection Danmark		33588644626	Facebook	DK	Denmark	5	1	1349921	559969	16066	3615
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	DK	Denmark	29	1	1143957	296997	8485	2128
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	DK	Denmark	9	1	1120946	479978	12196	3641
Oatly		214112085661044	Facebook	DK	Denmark	4	1	1005605	404243	6167	1485
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	DK	Denmark	130	1	929619	231955	3670	374
Danske Medier	Danske Medier	300107073389986	Facebook	DK	Denmark	47	1	835646	254909	3688	963
Simple Feast		571176036346620	Facebook	DK	Denmark	36	1	809958	172998	9563	1499
Folkekirkens Nødhjælp		276770505228	Facebook	DK	Denmark	84	1	799902	200993	5505	1272
Mona Juul	Mona Juul	2079067062409423	Facebook	DK	Denmark	37	1	761962	240999	6274	1272
Kialo		729627343834501	Facebook	DK	Denmark	350	1	719528	277234	5617	1522
Røde Kors		65929129383	Facebook	DK	Denmark	17	1	621983	154000	7322	1981
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	DK	Denmark	18	1	566981	187999	7870	2048
SF		74796954245	Facebook	DK	Denmark	18	1	564981	154999	3853	1004
Enhedslisten	Enhedslisten	223040066022	Facebook	DK	Denmark	13	1	562987	172000	3198	709
Sex og Samfund		250994288337708	Facebook	DK	Denmark	4	1	549995	259999	14728	2945
Tandlægeforeningen		1570552809858689	Facebook	DK	Denmark	2	1	549953	209982	736	147
Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	DK	Denmark	13	1	526939	167976	3907	856
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	DK	Denmark	10	1	514990	166000	5153	1553
Laura Lindahl	Laura Lindahl	504310436316194	Facebook	DK	Denmark	44	1	508956	122000	6662	1633
Den Blå Planet		167018996755220	Facebook	DK	Denmark	9	1	505979	160997	3158	749
Lederne		167891603415958	Facebook	DK	Denmark	25	1	465967	110998	4026	1164
Alex Vanopslagh		671022293105597	Facebook	DK	Denmark	36	1	458962	116999	2820	776
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	DK	Denmark	23	1	449975	101999	1697	495
Pia Olsen Dyhr	SF	49348971479	Facebook	DK	Denmark	24	1	439975	118000	3719	1017
Charlotte Munch - Politiker		210317432480139	Facebook	DK	Denmark	59	1	432524	95913	2238	401
GetBarry		1351813504859326	Facebook	DK	Denmark	25	1	424967	97998	4074	399
Nick Zimmermann - Dansk Folkeparti		331034483992282	Facebook	DK	Denmark	32	1	417852	131485	2873	1054
Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	DK	Denmark	22	1	399271	110477	2890	670
En grønnere planet		301647537160818	Facebook	DK	Denmark	23	1	395965	109997	3665	1018
Giv Klimaet Lov		445657632847922	Facebook	DK	Denmark	13	1	386812	115462	5648	1561
Christel Schaldemose		424159230945271	Facebook	DK	Denmark	21	1	380979	136000	880	187
Lars Chr. Lilleholt		1408142216156387	Facebook	DK	Denmark	90	1	358759	76362	8261	87
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	DK	Denmark	16	1	356971	106997	1912	615
Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	DK	Denmark	4	1	349728	129893	1605	401
Niels Fuglsang		264009771074617	Facebook	DK	Denmark	91	1	343784	71980	1968	227
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	DK	Denmark	15	1	335960	90995	1551	669
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	DK	Denmark	19	1	333967	83997	1564	334
Alternativet		676061179094769	Facebook	DK	Denmark	6	1	309990	94999	4083	1218
Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	DK	Denmark	7	1	309986	91998	2770	548
Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	DK	Denmark	13	1	307882	129959	1482	241
Christina Egelund	Liberal Alliance	684016791662654	Facebook	DK	Denmark	40	1	296960	73999	2686	803
Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	DK	Denmark	24	1	294976	62000	2822	682
Europa-Parlamentet i Danmark		128700897207990	Facebook	DK	Denmark	44	1	289956	68000	2801	40
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	DK	Denmark	31	1	280691	63943	3085	682
Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	DK	Denmark	59	1	271838	50979	2762	495
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	DK	Denmark	21	1	265979	93000	2019	374
SF Amager KBH		262391220488874	Facebook	DK	Denmark	28	1	259946	110987	2674	883
Folkebevægelsen for asylbørns fremtid		127791457997348	Facebook	DK	Denmark	8	1	256785	53958	1794	471
Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	DK	Denmark	4	1	249996	80000	936	227
UNICEF Danmark		63691965101	Facebook	DK	Denmark	1	1	199998	99999	669	133
1664 Blanc		157416351125610	Facebook	DK	Denmark	1	1	199993	99997	669	133
JYSK Danmark		331225116969331	Facebook	DK	Denmark	1	1	199991	99996	669	133
Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	DK	Denmark	10	1	199696	48853	666	133
Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	DK	Denmark	21	1	193978	73999	2889	562
Jacob Mark	SF	69985338410	Facebook	DK	Denmark	16	1	192984	59000	1551	415
Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	DK	Denmark	27	1	192973	53000	1603	348
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	DK	Denmark	6	1	189993	79999	1739	428
Ørsted		170902079673829	Facebook	DK	Denmark	8	1	170992	34000	2235	441
Jens-Henrik Kirk	Kirk Jens-Henrik	683682235062292	Facebook	DK	Denmark	5	1	169995	67000	1539	307
Tommy Ahlers	Ahlers Tommy	2121857298076689	Facebook	DK	Denmark	7	1	166993	36000	2168	428
European Greens		141366725876424	Facebook	DK	Denmark	5	1	161259	80614	5109	1036
Dansk Sygeplejeråd		141531689719	Facebook	DK	Denmark	4	1	160995	64999	1485	334
Red Barnet Ungdom		146956228206	Facebook	DK	Denmark	11	1	160988	43999	1297	294
UNHCR Danmark		924692171033381	Facebook	DK	Denmark	3	1	159997	65000	2141	870
Djøf		98486774725	Facebook	DK	Denmark	4	1	159996	35000	401	160
Fødevarestyrelsen		193742700647166	Facebook	DK	Denmark	12	1	153988	42000	480	80
Sofie Carsten Nielsen		148900938515423	Facebook	DK	Denmark	4	1	150995	29999	414	200
PlanBørnefonden		399210657232918	Facebook	DK	Denmark	14	1	150986	38000	681	160
Mia Tang	Mia Tang	358828094665364	Facebook	DK	Denmark	15	1	141985	30000	1966	455
Ligestillingsministeren	Udenrigsministeriet	387013465118442	Facebook	DK	Denmark	105	1	141895	12000	1820	107
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	DK	Denmark	54	1	137682	31943	1650	307
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	DK	Denmark	7	1	134993	32999	1204	321
Morten Løkkegaard		143232155749217	Facebook	DK	Denmark	7	1	134991	59999	1016	200
Uafhængige Demokrater		155096411698583	Facebook	DK	Denmark	8	1	134852	29972	668	214
Nye tider		1822254634537356	Facebook	DK	Denmark	9	1	133991	35000	1056	241
Marianne Vind	Marianne Vind	329236874385098	Facebook	DK	Denmark	42	1	131958	28000	1627	267
NUance	VisionPilot	185168072363292	Facebook	DK	Denmark	7	1	126972	30995	440	160
Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	DK	Denmark	5	1	124995	31000	1016	281
Michael Aastrup Jensen	Jensen Michael Aastrup	389665107805619	Facebook	DK	Denmark	12	1	122988	25999	319	40
Serdal Benli	Benli Serdal	30196574028	Facebook	DK	Denmark	14	1	121985	33000	1497	334
Linea Søgaard-Lidell		1002755833225691	Facebook	DK	Denmark	12	1	121960	38994	708	174
Dofk		270245093104275	Facebook	DK	Denmark	6	1	120993	26999	548	227
Rune Frøding	Frøding Rune	493940517678048	Facebook	DK	Denmark	4	1	119958	56981	334	107
Morten Messerschmidt		111394892261429	Facebook	DK	Denmark	4	1	115905	29181	2020	404
Inger Staahl Jensen i Europa-Parlamentet		586553418054920	Facebook	DK	Denmark	69	1	111031	10920	997	25
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	DK	Denmark	5	1	110993	21999	347	107
Mungo Park		52310555568	Facebook	DK	Denmark	4	1	109996	22000	280	93
Havkatten [Jyske Bank]		107677582200	Facebook	DK	Denmark	4	1	109995	21999	347	147
Rune Christiansen - Radikale Venstre	Christiansen Rune	170821413115387	Facebook	DK	Denmark	28	1	106922	27993	1227	214
Ali Aminali		1452133531486822	Facebook	DK	Denmark	3	1	105996	50999	695	133
GO2Green		102362976508727	Facebook	DK	Denmark	4	1	105996	21000	829	200
Erik Poulsen - kandidat til Europa-Parlamentet		203735820417737	Facebook	DK	Denmark	11	1	105988	26999	748	187
