audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	FR	France	37	19	1334936	571907	2162	502
f18_24	female (18-24)	FR	France	38	20	1203294	505682	1826	450
m25_34	male (25-34)	FR	France	41	22	849505	358277	1425	332
f25_34	female (25-34)	FR	France	42	23	552666	230630	1065	256
m35_44	male (35-44)	FR	France	40	22	436491	182249	1263	293
f65_	female (65+)	FR	France	36	20	420731	163323	1675	252
f35_44	female (35-44)	FR	France	41	23	385878	160300	1378	331
f55_64	female (55-64)	FR	France	49	22	367769	159642	1567	283
f45_54	female (45-54)	FR	France	39	22	305902	132957	1214	266
m45_54	male (45-54)	FR	France	38	21	268168	113748	892	188
m65_	male (65+)	FR	France	35	19	260438	86579	855	93
m55_64	male (55-64)	FR	France	48	21	199606	81249	752	124
f13_17	female (13-17)	FR	France	5	3	54080	27034	53	0
m13_17	male (13-17)	FR	France	5	3	20201	10096	20	0
u25_34	unknown (25-34)	FR	France	37	18	16656	7039	31	7
u35_44	unknown (35-44)	FR	France	38	20	13255	5885	47	10
u65_	unknown (65+)	FR	France	28	13	7810	2401	23	2
u45_54	unknown (45-54)	FR	France	32	17	6975	3115	26	5
u18_24	unknown (18-24)	FR	France	27	11	6474	2743	11	2
u55_64	unknown (55-64)	FR	France	42	15	4207	1781	16	2
u13_17	unknown (13-17)	FR	France	12	4	185	90	0	0
