advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	1k_5k	1k - 5k	1890	1	9448110	1890000	187110	0
CDU Christlich Demokratische Union		AR68737343799951360	Google	1k_5k	1k - 5k	4691	1	8197170	0	73068	3564
COALICION CANARIA		AR489541609348661248	Google	1k_5k	1k - 5k	4654	1	8132516	0	40662	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1k_5k	1k - 5k	1909	1	3335834	0	16679	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1k_5k	1k - 5k	1382	1	2414941	0	12074	0
HLAS		AR312619193323225088	Google	1k_5k	1k - 5k	814	1	1422403	0	8212	122
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1k_5k	1k - 5k	697	1	1217955	0	6089	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	1k_5k	1k - 5k	203	1	1014797	203000	20097	0
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	130	1	649870	130000	14893	0
Open Vld		AR369049153717665792	Google	1k_5k	1k - 5k	311	1	543449	0	2717	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	107	1	534893	107000	12258	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	1k_5k	1k - 5k	278	1	485784	0	9235	262
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	1k_5k	1k - 5k	268	1	468309	0	2341	0
Det Konservative Folkeparti		AR40969452518375424	Google	1k_5k	1k - 5k	260	1	454330	0	3215	104
Mediabrands Digital OÜ		AR530356305605427200	Google	1k_5k	1k - 5k	242	1	422876	0	2114	0
FDP	FDP	21289227249	Facebook	1k_5k	1k - 5k	81	1	404919	81000	8019	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	1k_5k	1k - 5k	215	1	375696	0	1957	8
Gestion et Action Libérale		AR201311233196949504	Google	1k_5k	1k - 5k	207	1	361716	0	2752	104
Flamesite s.r.o.		AR522320249995919360	Google	1k_5k	1k - 5k	193	1	337253	0	1686	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	1k_5k	1k - 5k	174	1	304051	0	1756	26
Sloboda a Solidarita		AR242125929453715456	Google	1k_5k	1k - 5k	159	1	277840	0	1625	26
TOP 09		AR268709096956362752	Google	1k_5k	1k - 5k	148	1	258618	0	1293	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	1k_5k	1k - 5k	136	1	237649	0	1188	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	1k_5k	1k - 5k	131	1	228912	0	2481	148
Compromís	Compromís	194053080624605	Facebook	1k_5k	1k - 5k	43	1	214957	43000	4257	0
Bündnis90/ Die Grünen		AR207068276079984640	Google	1k_5k	1k - 5k	118	1	206196	0	2525	166
Liberal Alliance		AR183859784640888832	Google	1k_5k	1k - 5k	115	1	200953	0	1948	104
SF - Socialistisk Folkeparti		AR76998249537339392	Google	1k_5k	1k - 5k	115	1	200953	0	1633	69
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	1k_5k	1k - 5k	110	1	192216	0	1590	69
Liberal Alliance Djursland		AR73057599863390208	Google	1k_5k	1k - 5k	98	1	171247	0	856	0
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	1k_5k	1k - 5k	86	1	150278	0	751	0
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	1k_5k	1k - 5k	86	1	150278	0	908	17
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	1k_5k	1k - 5k	72	1	125814	0	629	0
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	1k_5k	1k - 5k	72	1	125814	0	629	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	1k_5k	1k - 5k	70	1	122319	0	611	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	1k_5k	1k - 5k	24	1	119976	24000	320	66
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	1k_5k	1k - 5k	65	1	113582	0	6980	218
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	1k_5k	1k - 5k	22	1	109978	22000	2178	0
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	1k_5k	1k - 5k	62	1	108340	0	1957	157
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	1k_5k	1k - 5k	62	1	108340	0	2114	174
Barcelona en Comú		AR342176264901099520	Google	1k_5k	1k - 5k	56	1	97855	0	489	0
Občanska demokraticka strana		AR386241117529571328	Google	1k_5k	1k - 5k	55	1	96108	0	480	0
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	1k_5k	1k - 5k	55	1	96108	0	480	0
AMERISOFT SRL		AR573801583431647232	Google	1k_5k	1k - 5k	54	1	94360	0	471	0
SPOLU - občianska demokracia		AR194838133366325248	Google	1k_5k	1k - 5k	53	1	92613	0	463	0
Maggie De Block	Maggie De Block	1410219772556421	Facebook	1k_5k	1k - 5k	18	1	89982	18000	1782	0
Venstres Landsorganisation		AR283015942256984064	Google	1k_5k	1k - 5k	50	1	87371	0	908	52
Projekt Európa		AR303746959120793600	Google	1k_5k	1k - 5k	49	1	85623	0	428	0
Unitas		AR53945888749387776	Google	1k_5k	1k - 5k	49	1	85623	0	506	8
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	1k_5k	1k - 5k	17	1	84983	17000	1683	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	1k_5k	1k - 5k	48	1	83876	0	1520	122
GREEN DAY, s.r.o		AR423241058193768448	Google	1k_5k	1k - 5k	47	1	82128	0	646	26
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	1k_5k	1k - 5k	44	1	76886	0	463	8
SOCIALDEMOKRATIET		AR271193993235136512	Google	1k_5k	1k - 5k	40	1	69897	0	506	17
Open VLD		AR350212320510607360	Google	1k_5k	1k - 5k	40	1	69897	0	349	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	1k_5k	1k - 5k	39	1	68149	0	498	17
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	1k_5k	1k - 5k	13	1	64987	13000	174	35
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	1k_5k	1k - 5k	12	1	59988	12000	1188	0
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	1k_5k	1k - 5k	12	1	59988	12000	154	27
Yhteinen hyvä ry		AR296997332115783680	Google	1k_5k	1k - 5k	34	1	59412	0	532	26
Freiheitliche Partei Österreich		AR333020356698701824	Google	1k_5k	1k - 5k	33	1	57665	0	681	43
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	1k_5k	1k - 5k	32	1	55917	0	279	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	1k_5k	1k - 5k	11	1	54989	11000	1089	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1k_5k	1k - 5k	11	1	54989	11000	1089	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	1k_5k	1k - 5k	11	1	54989	11000	1089	0
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	1k_5k	1k - 5k	29	1	50675	0	410	17
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	1k_5k	1k - 5k	10	1	49990	10000	990	0
Donato Forcillo - candidato Parlamento Europeo M5S - Sardegna/Sicilia	Donato Forcillo	348043952450383	Facebook	1k_5k	1k - 5k	10	1	49990	10000	990	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	1k_5k	1k - 5k	10	1	49990	10000	990	0
Open Vld	Open Vld	53668151866	Facebook	1k_5k	1k - 5k	10	1	49990	10000	990	0
European People’s Party		AR308399267695820800	Google	1k_5k	1k - 5k	26	1	45433	0	541	34
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	1k_5k	1k - 5k	9	1	44991	9000	207	0
London Green Party	London Green Party	175350485880358	Facebook	1k_5k	1k - 5k	9	1	44991	9000	1031	0
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	1k_5k	1k - 5k	9	1	44991	9000	1031	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	1k_5k	1k - 5k	25	1	43685	0	768	61
Saku Petteri Räty		AR196651502918434816	Google	1k_5k	1k - 5k	24	1	41938	0	602	43
SPÖ	SPÖ	77393060080	Facebook	1k_5k	1k - 5k	8	1	39992	8000	792	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	1k_5k	1k - 5k	8	1	39992	8000	792	0
Gabriel Daraban	Dumio	170290960472201	Facebook	1k_5k	1k - 5k	8	1	39992	8000	166	0
Katarina Barley	SPD	1522202731410785	Facebook	1k_5k	1k - 5k	8	1	39992	8000	792	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	1k_5k	1k - 5k	8	1	39992	8000	792	0
Vapaus ry		AR124593908880506880	Google	1k_5k	1k - 5k	22	1	38443	0	192	0
CDA Doetinchem		AR453512812329697280	Google	1k_5k	1k - 5k	21	1	36695	0	183	0
Pina Picierno	SocialCom	212896992084952	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Zaragoza en Común	Zaragoza en Común	1404651893174804	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Lorenzo Cesa	Lorenzo Cesa	538632706513878	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	1k_5k	1k - 5k	7	1	34993	7000	693	0
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	1k_5k	1k - 5k	7	1	34993	7000	161	0
Rumilus Design Oy		AR391102333313875968	Google	1k_5k	1k - 5k	20	1	34948	0	174	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	1k_5k	1k - 5k	19	1	33201	0	166	0
Fianna Fáil		AR101183107301900288	Google	1k_5k	1k - 5k	18	1	31453	0	235	8
Pametno		AR222880077921124352	Google	1k_5k	1k - 5k	18	1	31453	0	157	0
Приоритети	БЗНС	1163987410423594	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	1k_5k	1k - 5k	6	1	29994	6000	293	53
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	6	1	29994	6000	687	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	1k_5k	1k - 5k	6	1	29994	6000	369	129
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	1k_5k	1k - 5k	6	1	29994	6000	123	43
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	1k_5k	1k - 5k	6	1	29994	6000	400	80
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	1k_5k	1k - 5k	6	1	29994	6000	594	0
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	1k_5k	1k - 5k	6	1	29994	6000	240	40
ČSSD	ČSSD	111041662264882	Facebook	1k_5k	1k - 5k	6	1	29994	6000	155	54
Partito Democratico		AR254356072167374848	Google	1k_5k	1k - 5k	17	1	29706	0	777	69
Janika Takatalo		AR113027046556303360	Google	1k_5k	1k - 5k	16	1	27958	0	297	17
KW Prawo i Sprawiedliwość		AR32708546780987392	Google	1k_5k	1k - 5k	16	1	27958	0	139	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	1k_5k	1k - 5k	15	1	26211	0	681	61
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	1k_5k	1k - 5k	15	1	26211	0	288	17
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	1k_5k	1k - 5k	15	1	26211	0	131	0
Suomen Keskusta r.p.		AR441112520191639552	Google	1k_5k	1k - 5k	15	1	26211	0	209	8
Virginia Puzzolo	Virginia Puzzolo	1950051888380307	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	1k_5k	1k - 5k	5	1	24995	5000	115	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	1k_5k	1k - 5k	5	1	24995	5000	156	27
Alessandra Guatteri	Matteo Olivieri	452246258212300	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
Patrizia Toia	Patrizia Ferma Francesca Toia	519219611453854	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
SMER - SD Košice III.	SMER - SD	456693081804058	Facebook	1k_5k	1k - 5k	5	1	24995	5000	495	0
