advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rd1	Yesterday	LT	Lithuania	42	1	453704	195121	754	122
Darbo partija	Darbo partija	264116120225	Facebook	rd1	Yesterday	LT	Lithuania	15	1	174412	51333	479	25
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	rd1	Yesterday	LT	Lithuania	19	1	170319	77453	430	36
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	rd1	Yesterday	LT	Lithuania	8	1	145663	54999	630	83
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	rd1	Yesterday	LT	Lithuania	10	1	109209	22742	291	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	rd1	Yesterday	LT	Lithuania	6	1	64248	12750	198	0
Liberalai	Liberalai	81004804444	Facebook	rd1	Yesterday	LT	Lithuania	75	1	59850	16777	1056	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd1	Yesterday	LT	Lithuania	19	1	42834	10485	129	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	rd1	Yesterday	LT	Lithuania	4	1	31665	7833	131	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd1	Yesterday	LT	Lithuania	4	1	25246	9811	26	4
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	rd1	Yesterday	LT	Lithuania	6	1	19799	6960	293	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	rd1	Yesterday	LT	Lithuania	15	1	13460	2630	294	0
Už Ingridą		2214495192154107	Facebook	rd1	Yesterday	LT	Lithuania	4	1	11665	3333	108	0
European Greens		141366725876424	Facebook	rd1	Yesterday	LT	Lithuania	4	1	10221	4369	24	8
