advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	DK	Denmark	74	1	4570081	1826397	38984	8837
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	DK	Denmark	161	1	3557839	1007000	29007	7538
Red Barnet		67571270393	Facebook	DK	Denmark	74	1	2169926	786000	37588	9640
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	DK	Denmark	29	1	2165943	850988	28542	7632
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	DK	Denmark	518	1	2115091	464687	22311	4805
Lizette Risgaard		547601668763372	Facebook	DK	Denmark	58	1	1954931	803998	22339	5690
Socialdemokratiet		41459763029	Facebook	DK	Denmark	76	1	1682837	544971	19351	4753
SE Energi & Klima		169900309711559	Facebook	DK	Denmark	43	1	1358745	480933	8736	2396
World Animal Protection Danmark		33588644626	Facebook	DK	Denmark	5	1	1349921	559969	16066	3615
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	DK	Denmark	29	1	1143957	296997	8485	2128
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	DK	Denmark	9	1	1120946	479978	12196	3641
Oatly		214112085661044	Facebook	DK	Denmark	4	1	1005605	404243	6167	1485
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	DK	Denmark	130	1	929619	231955	3670	374
Danske Medier	Danske Medier	300107073389986	Facebook	DK	Denmark	47	1	835646	254909	3688	963
Simple Feast		571176036346620	Facebook	DK	Denmark	36	1	809958	172998	9563	1499
Folkekirkens Nødhjælp		276770505228	Facebook	DK	Denmark	84	1	799902	200993	5505	1272
Mona Juul	Mona Juul	2079067062409423	Facebook	DK	Denmark	37	1	761962	240999	6274	1272
Kialo		729627343834501	Facebook	DK	Denmark	350	1	719528	277234	5617	1522
Røde Kors		65929129383	Facebook	DK	Denmark	17	1	621983	154000	7322	1981
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	DK	Denmark	18	1	566981	187999	7870	2048
SF		74796954245	Facebook	DK	Denmark	18	1	564981	154999	3853	1004
Enhedslisten	Enhedslisten	223040066022	Facebook	DK	Denmark	13	1	562987	172000	3198	709
Sex og Samfund		250994288337708	Facebook	DK	Denmark	4	1	549995	259999	14728	2945
Tandlægeforeningen		1570552809858689	Facebook	DK	Denmark	2	1	549953	209982	736	147
Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	DK	Denmark	13	1	526939	167976	3907	856
