spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	European Parliament		178362315106	Facebook	170	1	106747889	49955489	732932	157799
1k_5k	1k - 5k	Podemos	Unidas Podemos	269212336568846	Facebook	87	1	58899913	26800000	434913	87000
1k_5k	1k - 5k	People's Vote UK	People's Vote	748608695327755	Facebook	137	1	24697268	10848172	296449	80696
1k_5k	1k - 5k	European Greens		141366725876424	Facebook	43	1	24299957	11100000	214957	43000
1k_5k	1k - 5k	Vlaams Belang	Vlaams Belang	56605856504	Facebook	32	1	21799968	10200000	159968	32000
1k_5k	1k - 5k	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	62	1	20834450	9716911	44537	14581
1k_5k	1k - 5k	Greenpeace France		39435457457	Facebook	25	1	19899975	9600000	124975	25000
1k_5k	1k - 5k	Partido Popular	Partido Popular	72249031214	Facebook	26	1	19899974	9500000	129974	26000
1k_5k	1k - 5k	Kialo		729627343834501	Facebook	59	1	19668793	8870784	174006	44131
1k_5k	1k - 5k	Conservatives	The Conservative Party	8807334278	Facebook	64	1	18857049	8750830	142664	38138
1k_5k	1k - 5k	Best For Britain	Best for Britain	1863944713844924	Facebook	79	1	18003631	8200032	197024	49287
1k_5k	1k - 5k	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	34	1	17999966	7800000	169966	34000
1k_5k	1k - 5k	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	92	1	15353677	6942915	46499	9931
1k_5k	1k - 5k	European Commission		107898832590939	Facebook	17	1	14999983	7300000	84983	17000
1k_5k	1k - 5k	The Labour Party	The Labour Party	25749647410	Facebook	64	1	13640587	6081963	119425	35684
1k_5k	1k - 5k	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	22	1	12237690	5955174	34332	15899
1k_5k	1k - 5k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	83	1	11131617	5132361	133866	44058
1k_5k	1k - 5k	Ciudadanos	Ciudadanos	74078667754	Facebook	18	1	10099982	4500000	89982	18000
1k_5k	1k - 5k	SPD	SPD	47930567748	Facebook	20	1	9999980	4650000	99980	20000
1k_5k	1k - 5k	sp.a	sp.a	57253967150	Facebook	15	1	9799985	4550000	74985	15000
1k_5k	1k - 5k	Un país moderno	Unidas Podemos	577723459314066	Facebook	13	1	8999987	4100000	64987	13000
1k_5k	1k - 5k	Harald Vilimsky		547597092025909	Facebook	23	1	7999977	3550000	114977	23000
1k_5k	1k - 5k	Referendum Commission		580832208630212	Facebook	11	1	7399989	3500000	54989	11000
1k_5k	1k - 5k	The Brexit Party	The Brexit Party	230416667843105	Facebook	47	1	7054665	3371668	112621	28837
1k_5k	1k - 5k	Sign for my Future	Sign for my Future	1345513882259768	Facebook	12	1	6399988	2800000	59988	12000
