location_code	location_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
england_UK	England, United Kingdom	52247	4889	795714538	271727923	9965203	1354335
flemish_region_BE	Flemish Region, Belgium	11057	1851	263457043	102048900	1767428	326439
andalusia_ES	Andalusia, Spain	10184	1379	110255778	42396778	691866	103221
cataluna_ES	Cataluña, Spain	10010	1489	105376317	41572025	644424	105081
nordrhein_westfalen_DE	Nordrhein-Westfalen, Germany	27200	2383	102327647	32600548	1042310	100046
attica_region_EL	Attica (region), Greece	6784	1211	102193974	37951331	401977	44182
vienna_AT	Vienna, Austria	9077	1173	87377104	30560343	777292	119566
comunidad_valenciana_ES	Comunidad Valenciana, Spain	9691	1307	75323675	29416521	435517	72020
lombardia_IT	Lombardia, Italy	11523	2934	73538014	26961012	388598	44115
wallonia_BE	Wallonia, Belgium	7673	1635	71319164	26794564	492868	83099
comunidad_de_madrid_ES	Comunidad de Madrid, Spain	9107	1355	70034868	28121398	425905	71563
baden_wurttemberg_DE	Baden-Württemberg, Germany	27297	2307	64847575	20419824	748705	61083
ile_de_france_FR	Île-de-France, France	10805	2425	58944031	22483918	502536	81631
bayern_DE	Bayern, Germany	26073	2274	56668197	18909919	626756	63797
scotland_UK	Scotland, United Kingdom	20787	2285	56656813	19961379	630288	94534
lazio_IT	Lazio, Italy	10339	2605	55266140	20050739	286265	32626
brussels_BE	Brussels, Belgium	8918	1681	55090051	19984622	464904	78148
budapest_HU	Budapest, Hungary	4353	917	51060295	20658832	130403	40928
bucharest_RO	Bucharest, Romania	4536	940	50672414	21193518	117963	26683
wales_UK	Wales, United Kingdom	23143	2369	50404353	17091964	591222	83233
campania_IT	Campania, Italy	9641	2334	48581972	18065141	233693	27176
stockholm_county_SE	Stockholm County, Sweden	8507	1301	46953183	16024382	378818	92972
piedmont_IT	Piedmont, Italy	10497	2552	44388841	16003313	235562	28207
capital_region_of_denmark_DK	Capital Region of Denmark, Denmark	7831	1210	42482834	13239507	413866	95420
central_macedonia_EL	Central Macedonia, Greece	5599	1031	41348880	15318384	154020	14643
sicilia_IT	Sicilia, Italy	9029	2233	41083454	15505524	192441	23134
emilia_romagna_IT	Emilia-Romagna, Italy	10467	2626	40198813	14412805	234193	22354
niedersachsen_DE	Niedersachsen, Germany	25048	2028	40100191	12416060	416586	35087
masovian_voivodeship_PL	Masovian Voivodeship, Poland	5395	1195	39220351	14161851	146818	29728
veneto_IT	Veneto, Italy	9896	2519	36808250	13198867	194999	19356
hessen_DE	Hessen, Germany	25219	2079	36533517	11585941	401978	36942
islas_canarias_ES	Islas Canarias, Spain	7812	1183	34860991	12905949	202856	27191
berlin_DE	Berlin, Germany	23980	2112	33929004	11035203	389458	42473
puglia_IT	Puglia, Italy	9284	2272	33660378	12306685	162785	17781
central_denmark_region_DK	Central Denmark Region, Denmark	7304	1026	33250262	10348243	314093	74642
tuscany_IT	Tuscany, Italy	9685	2484	33030714	11802716	189303	18527
central_region_MT	Central Region, Malta	4663	821	31891394	10796714	178793	14210
vastra_gotaland_county_SE	Västra Götaland County, Sweden	7890	1159	31609481	10741355	278018	68014
galicia_ES	Galicia, Spain	7880	1074	31156935	11555818	230666	27128
uusimaa_FI	Uusimaa, Finland	4890	927	31102808	10657364	317429	49255
upper_austria_AT	Upper Austria, Austria	8452	910	30315468	9509952	353923	34852
rhone_alpes_FR	Rhône-Alpes, France	9404	1964	29373123	11463887	248766	40721
zuid_holland_NL	Zuid-Holland, Netherlands	5494	1117	29268584	11614285	236747	46642
rheinland_pfalz_DE	Rheinland-Pfalz, Germany	24947	2072	28304356	8453307	370147	25110
castilla_y_leon_ES	Castilla y Leon, Spain	9599	1070	27943261	10029611	269134	24077
region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	7219	1008	27404752	8484058	257380	58965
aragon_ES	Aragón, Spain	12099	1021	25089473	7037362	607125	13090
noord_holland_NL	Noord-Holland, Netherlands	5599	1145	24912418	9598354	216826	41617
skane_county_SE	Skåne County, Sweden	7715	1154	23936857	8239472	205729	50559
prague_CZ	Prague, Czechia	6013	758	23747830	7988519	97703	23317
provence_alpes_cote_dazur_FR	Provence-Alpes-Côte d'Azur, France	9417	1972	23669004	9072824	192593	29533
silesian_voivodeship_PL	Silesian Voivodeship, Poland	4469	1069	22404171	7983176	62153	11515
castilla_la_mancha_ES	Castilla-La Mancha, Spain	8172	1044	20612653	7897129	146456	18649
dublin_IE	Dublin, Ireland	4111	1037	20501459	7831691	135245	19328
bratislava_region_SK	Bratislava Region, Slovakia	6110	700	19995876	6807202	134825	16136
hamburg_DE	Hamburg, Germany	22986	1868	19826492	6319789	238969	23072
styria_AT	Styria, Austria	6969	901	19200126	6740603	171985	27074
kosice_region_SK	Košice Region, Slovakia	5919	619	18594978	6331509	116560	11324
nord_pas_de_calais_FR	Nord-Pas-de-Calais, France	8973	1867	18272743	7322332	142277	25420
luxembourg_district_LU	Luxembourg District, Luxembourg	3338	730	18075609	6025821	103616	10236
presov_SK	Presov, Slovakia	5168	584	18036051	6357434	96824	11843
cluj_county_RO	Cluj County, Romania	3982	818	18008682	7443826	50053	10723
balearic_islands_ES	Balearic Islands, Spain	7057	1068	17505098	6213608	109148	13842
pest_county_HU	Pest County, Hungary	3611	784	17449786	7194736	41706	14300
pais_vasco_ES	País Vasco, Spain	6171	1054	17373528	6641174	116006	16675
south_eastern_region_MT	South Eastern Region, Malta	3514	513	17156598	5790650	89273	7319
sachsen_DE	Sachsen, Germany	22550	1812	16928936	5270062	209250	17512
gelderland_NL	Gelderland, Netherlands	4933	959	16799956	6620969	130978	25134
northern_ireland_UK	Northern Ireland, United Kingdom	16135	1990	16715201	5738382	199140	19752
zealand_region_DK	Zealand Region, Denmark	6740	956	16542455	5135187	157749	37190
north_brabant_NL	North Brabant, Netherlands	5227	1032	16486117	6622195	135030	26917
region_of_murcia_ES	Region of Murcia, Spain	7038	1061	16359571	6110575	100164	13708
calabria_IT	Calabria, Italy	8637	2067	16225887	6078763	76108	8937
lower_austria_AT	Lower Austria, Austria	7673	922	16144022	5562409	173885	21600
eastern_macedonia_and_thrace_EL	Eastern Macedonia and Thrace, Greece	4526	831	15806861	5695332	54177	4610
greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	4319	1037	15406168	5804563	42710	8125
crete_EL	Crete, Greece	4689	870	15271304	5707405	53445	5182
lisbon_district_PT	Lisbon District, Portugal	3520	1069	14963756	5894985	57806	8869
western_greece_EL	Western Greece, Greece	4717	863	14952107	5467160	60158	4432
liguria_IT	Liguria, Italy	9103	2189	14840330	5270323	79350	8296
nitra_region_SK	Nitra Region, Slovakia	5690	616	14806703	5051771	111931	8586
zagreb_HR	Zagreb, Croatia	2724	671	14743787	5436956	49469	5586
extremadura_ES	Extremadura, Spain	6378	928	14596683	5416494	101386	11433
north_denmark_region_DK	North Denmark Region, Denmark	6227	869	14560523	4505922	137651	32449
zilina_region_SK	Žilina Region, Slovakia	5003	554	14539783	5087664	83762	10054
thessaly_EL	Thessaly, Greece	4711	874	14062808	5279391	51309	4606
south_moravian_region_CZ	South Moravian Region, Czechia	5628	668	13955412	4790660	54946	13455
vilnius_county_LT	Vilnius County, Lithuania	2652	615	13907833	4994427	56726	6732
sofia_city_province_BG	Sofia City Province, Bulgaria	2662	695	13826764	5111549	52070	6656
lesser_poland_voivodeship_PL	Lesser Poland Voivodeship, Poland	4429	1082	13799467	5206584	42676	7746
iasi_county_RO	Iași County, Romania	3656	774	13705384	5559435	29277	6356
banska_bystrica_region_SK	Banská Bystrica Region, Slovakia	5683	590	13506350	4629730	88292	8096
lower_silesian_voivodeship_PL	Lower Silesian Voivodeship, Poland	4340	1077	13457920	5001965	42062	7689
trnava_region_SK	Trnava Region, Slovakia	5730	592	13419114	4600728	99816	8443
timis_county_RO	Timiș County, Romania	3770	799	13409236	5588142	29426	6402
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	3290	665	13368453	5549887	28681	10078
aquitaine_FR	Aquitaine, France	8774	1802	13311280	5217942	105863	16885
schleswig_holstein_DE	Schleswig-Holstein, Germany	22004	1717	13272149	4061737	148971	11694
principality_of_asturias_ES	Principality of Asturias, Spain	6767	955	12850734	5138566	82014	12864
lublin_voivodeship_PL	Lublin Voivodeship, Poland	3790	895	12849382	4879524	32810	6274
languedoc_roussillon_FR	Languedoc-Roussillon, France	8629	1750	12687575	4855990	107307	16810
pays_de_la_loire_FR	Pays de la Loire, France	8460	1747	12665540	5028152	100174	16186
midi_pyrenees_FR	Midi-Pyrénées, France	8630	1762	12551460	4852787	95590	15158
mures_county_RO	Mureș County, Romania	3544	726	12482490	5027854	22162	4646
lodz_voivodeship_PL	Łódź Voivodeship, Poland	4160	987	12418726	4428066	34582	6164
marche_IT	Marche, Italy	8725	2125	12360259	4478753	66696	6454
dolj_county_RO	Dolj County, Romania	3330	690	12336372	5136547	24242	5753
bretagne_FR	Bretagne, France	8406	1709	12334056	4819251	96418	17060
sardinia_IT	Sardinia, Italy	8219	1995	12325102	4658418	59623	7201
pomeranian_voivodeship_PL	Pomeranian Voivodeship, Poland	4074	989	12230226	4428561	35984	7119
constanta_county_RO	Constanța County, Romania	3575	739	12142661	4888615	28764	5781
tyrol_AT	Tyrol, Austria	6369	876	12021876	4155601	105219	15665
kurzeme_region_LV	Kurzeme Region, Latvia	2362	602	11785921	4193791	50628	6293
bihor_county_RO	Bihor County, Romania	3543	724	11748272	4760436	22832	4815
lefkosa_district_CY	Lefkoşa District, Cyprus	1809	436	11671709	3858682	49657	4141
trencin_region_SK	Trenčín Region, Slovakia	5058	555	11510425	4064034	67231	7959
kuyavian_pomeranian_voivodeship_PL	Kuyavian-Pomeranian Voivodeship, Poland	3889	929	11468833	4153116	33370	6527
lorraine_FR	Lorraine, France	8369	1735	11124382	4431209	98480	18150
harju_county_EE	Harju County, Estonia	2231	516	11081379	4055467	61822	9130
galati_county_RO	Galați County, Romania	3367	713	10971815	4651765	27774	6435
thuringen_DE	Thüringen, Germany	20805	1669	10795104	3253706	128910	9633
brasov_county_RO	Brașov County, Romania	3581	745	10646275	4413900	21233	4744
szabolcs_szatmar_bereg_county_HU	Szabolcs-Szatmár-Bereg County, Hungary	3097	640	10578528	4445091	22637	8011
prahova_county_RO	Prahova County, Romania	3366	710	10558661	4496332	21972	4920
bacs_kiskun_county_HU	Bács-Kiskun County, Hungary	3225	658	10503880	4308970	23370	7988
hajdu_bihar_county_HU	Hajdú-Bihar County, Hungary	3326	668	10479156	4388922	23322	8183
abruzzo_IT	Abruzzo, Italy	8572	2041	10393055	3838611	54863	5798
southern_aegean_EL	Southern Aegean, Greece	4527	853	10236895	3487004	33788	3113
porto_district_PT	Porto District, Portugal	3095	943	9956018	4022772	33134	4889
umbria_IT	Umbria, Italy	8379	2061	9930851	3404739	58091	4914
peloponnese_region_EL	Peloponnese (region), Greece	4547	845	9842716	3470519	40935	2880
ostergotland_county_SE	Östergötland County, Sweden	6614	918	9691419	3306429	84723	20718
saxony_anhalt_DE	Saxony-Anhalt, Germany	20403	1629	9628428	2898517	109925	9354
suceava_county_RO	Suceava County, Romania	3239	698	9538635	4111575	18653	4172
limburg_NL	Limburg, Netherlands	4861	975	9538133	3637992	74340	14011
bacau_county_RO	Bacău County, Romania	3376	700	9473804	3883604	19263	4286
moravian_silesian_region_CZ	Moravian-Silesian Region, Czechia	5153	600	9453321	3300651	36157	9028
arad_county_RO	Arad County, Romania	3461	722	9377815	3821786	20098	4394
csongrad_county_HU	Csongrád County, Hungary	3300	660	9291728	3850267	21302	7316
utrecht_NL	Utrecht, Netherlands	4671	929	9240522	3608108	77319	14890
centre_FR	Centre, France	8197	1702	9221764	3653084	77719	14155
gyor_moson_sopron_county_HU	Győr-Moson-Sopron County, Hungary	3457	684	9220496	3798320	20961	7142
southwest_finland_FI	Southwest Finland, Finland	3970	714	9086794	3189791	99238	13430
maramures_county_RO	Maramureș County, Romania	3370	715	8950390	3628375	18699	4020
friuli_venezia_giulia_IT	Friuli-Venezia Giulia, Italy	8652	2097	8911674	3294430	52126	5527
epirus_region_EL	Epirus (region), Greece	4438	828	8889678	3026862	33303	2592
salzburg_AT	Salzburg, Austria	6285	827	8878540	3119968	80023	12068
picardie_FR	Picardie, France	7926	1661	8868319	3497242	81429	14839
saarland_DE	Saarland, Germany	20242	1577	8858900	2650505	100273	9222
arges_county_RO	Argeș County, Romania	3235	685	8857199	3845805	17938	4074
overijssel_NL	Overijssel, Netherlands	4392	842	8847651	3569741	71423	13673
hunedoara_county_RO	Hunedoara County, Romania	3257	685	8728283	3670759	17674	3993
kaunas_county_LT	Kaunas County, Lithuania	2393	546	8727584	3327596	34088	4328
fejer_county_HU	Fejér County, Hungary	3240	624	8651531	3575696	19762	6893
bremen_DE	Bremen, Germany	20384	1568	8509721	2467108	110210	6555
central_greece_region_EL	Central Greece (region), Greece	4921	881	8432325	3087581	34861	2869
alsace_FR	Alsace, France	8407	1756	8405460	3395774	68620	12905
jasz_nagykun_szolnok_county_HU	Jász-Nagykun-Szolnok County, Hungary	3009	592	8318966	3446549	17773	6238
carinthia_AT	Carinthia, Austria	5882	760	8260817	2902546	75434	12202
pirkanmaa_FI	Pirkanmaa, Finland	3277	632	8209278	2903793	79333	12731
west_pomeranian_voivodeship_PL	West Pomeranian Voivodeship, Poland	3833	925	8035682	2844812	26367	4772
uppsala_county_SE	Uppsala County, Sweden	6830	933	7995015	2598942	64716	16025
harghita_county_RO	Harghita County, Romania	3232	642	7961235	2836668	11498	2173
baranya_county_HU	Baranya County, Hungary	3254	622	7840877	3197654	17992	6085
bekes_county_HU	Békés County, Hungary	3029	597	7713439	3124219	16558	5621
sibiu_county_RO	Sibiu County, Romania	3455	691	7706172	3243446	15710	3325
trentino_alto_adige_IT	Trentino-Alto Adige, Italy	8214	2073	7594605	2645394	43753	4469
alba_county_RO	Alba County, Romania	3283	678	7418523	3122374	14490	3135
central_slovenia_statistical_region_SI	Central Slovenia Statistical Region, Slovenia	2486	546	7406145	2688980	40731	4667
varmland_county_SE	Värmland County, Sweden	6163	832	7032193	2313317	61338	15743
haute_normandie_FR	Haute-Normandie, France	8028	1670	7009737	2767577	55765	8971
veszprem_county_HU	Veszprém County, Hungary	3089	615	7008101	2836067	16040	5468
central_bohemian_region_CZ	Central Bohemian Region, Czechia	5086	566	6921647	2404044	27125	6761
buzau_county_RO	Buzău County, Romania	3043	638	6627753	2881859	13332	3134
warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	3562	838	6582814	2351180	15900	3227
norrbotten_county_SE	Norrbotten County, Sweden	6278	843	6532056	2245323	61278	15124
vaslui_county_RO	Vaslui County, Romania	2958	628	6497457	2555756	12163	2552
komarom_esztergom_county_HU	Komárom-Esztergom County, Hungary	3169	610	6438939	2702355	15213	5265
orebro_county_SE	Örebro County, Sweden	6181	832	6427066	2171578	57283	13208
gorj_county_RO	Gorj County, Romania	2912	620	6426867	2678314	12375	2816
neamt_county_RO	Neamț County, Romania	3117	663	6420536	2776629	13295	2961
podkarpackie_voivodeship_PL	Podkarpackie Voivodeship, Poland	3533	869	6417421	2457386	17087	3214
poitou_charentes_FR	Poitou-Charentes, France	7779	1603	6386408	2570231	53071	9889
dalarna_county_SE	Dalarna County, Sweden	6131	836	6384818	2153608	54883	13472
basilicata_IT	Basilicata, Italy	7777	1842	6375273	2350712	29511	3018
