gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	HR	Croatia	European Parliament		178362315106	Facebook	37	1	3248793	1492512	10705	2416
m	male	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	59	1	1738686	684360	3711	192
m	male	HR	Croatia	Kialo		729627343834501	Facebook	319	1	1321161	552700	6202	1567
m	male	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	51	1	1119914	283187	3425	322
m	male	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	41	1	944757	320801	3290	239
m	male	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	866324	231254	2234	0
m	male	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	22	1	746005	262407	1542	173
m	male	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	19	1	736181	268904	1435	94
m	male	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	69	1	726478	191610	3943	57
m	male	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	25	1	678789	225159	1496	49
m	male	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	581875	175423	1219	82
m	male	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	503340	135724	1497	120
m	male	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	410700	205350	1827	365
m	male	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	14	1	409551	178435	1206	341
m	male	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	9	1	401979	133778	601	46
m	male	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	47	1	297526	138565	728	194
m	male	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	251261	81155	561	45
m	male	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	236576	118289	178	0
m	male	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	230204	78454	751	65
m	male	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	229588	97049	1082	97
m	male	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	15	1	213644	50163	1606	179
m	male	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	15	1	192093	43418	710	0
m	male	HR	Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	3	1	160899	58015	207	0
m	male	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	14	1	152830	38831	769	0
m	male	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	152541	72145	429	80
m	male	HR	Croatia	Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	4	1	148370	53513	247	0
m	male	HR	Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	50	1	145914	61269	553	112
m	male	HR	Croatia	Stjepan Čuraj		1528272037424751	Facebook	3	1	137329	47189	454	65
m	male	HR	Croatia	Dominik Vuletić		1858121814431190	Facebook	4	1	134427	29365	295	0
m	male	HR	Croatia	Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	3	1	129734	51884	207	0
m	male	HR	Croatia	HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	10	1	117056	26988	599	0
m	male	HR	Croatia	Željana Zovko		1203134436474667	Facebook	19	1	108985	29546	868	0
m	male	HR	Croatia	Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	8	1	108287	25485	401	0
m	male	HR	Croatia	Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	3	1	105196	21039	192	0
m	male	HR	Croatia	Klub zastupnika EPP-a		378351268934576	Facebook	1	1	101218	50609	50	0
m	male	HR	Croatia	HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	7	1	99799	27627	412	0
m	male	HR	Croatia	Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	14	1	97918	28809	888	0
m	male	HR	Croatia	HSLS Split		436749753018950	Facebook	1	1	92792	46396	206	41
m	male	HR	Croatia	Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	9	1	84926	29858	573	0
m	male	HR	Croatia	Greens/EFA in the European Parliament		150527751674751	Facebook	7	1	83818	38168	136	27
m	male	HR	Croatia	Tomislav Stojak		442201595870855	Facebook	12	1	77815	26786	741	0
m	male	HR	Croatia	Stranka europskih socijalista		1927927220797184	Facebook	5	1	69130	18415	317	0
m	male	HR	Croatia	MarketsCube		294693984421347	Facebook	8	1	68425	17962	839	69
m	male	HR	Croatia	Privredni.		1062000377172732	Facebook	2	1	66979	32361	122	0
m	male	HR	Croatia	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	16	1	64168	28539	197	19
m	male	HR	Croatia	Goran Pauk	HDZ - Hrvatska demokratska zajednica	581489628528785	Facebook	2	1	60587	12117	113	0
m	male	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	9	1	59119	26037	251	18
m	male	HR	Croatia	HSS Hrvatska		236043376446622	Facebook	1	1	58964	29482	58	0
m	male	HR	Croatia	Bornfight		2050766478536116	Facebook	9	1	58054	13170	654	0
m	male	HR	Croatia	Ranko Ostojić		414575348695604	Facebook	14	1	57802	13138	351	0
m	male	HR	Croatia	Antun Babić kandidat za predsjednika države		1106971599482775	Facebook	4	1	57088	13859	321	0
m	male	HR	Croatia	Nacionalni Portal		2081777548773198	Facebook	4	1	56777	15978	304	0
m	male	HR	Croatia	Krešo Beljak		52929105855	Facebook	1	1	55239	27620	275	55
m	male	HR	Croatia	Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	7	1	52231	13964	244	0
m	male	HR	Croatia	Marijana Petir		1418903245032313	Facebook	1	1	51901	25951	51	0
m	male	HR	Croatia	Joško Klisović	Klisovic Josko	1262594650584725	Facebook	4	1	51676	11971	193	0
m	male	HR	Croatia	Predrag Mišić	HKS - Hrvatska konzervativna stranka	301664597159836	Facebook	3	1	51368	14605	192	0
m	male	HR	Croatia	Give A Vote		2186129244970085	Facebook	3	1	49387	24166	225	45
m	male	HR	Croatia	Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	2	1	47609	9522	83	0
m	male	HR	Croatia	Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	2	1	43787	8757	82	0
m	male	HR	Croatia	Hrvoje Zekanović		167619146997356	Facebook	2	1	42116	8267	141	0
m	male	HR	Croatia	Neovisni za Hrvatsku NHR - Sesvete		537156370085526	Facebook	1	1	40715	8143	71	0
m	male	HR	Croatia	Ivan Lovrinović		941907929204784	Facebook	1	1	40628	8125	71	0
m	male	HR	Croatia	Ladislav Ilčić	Ladislav Ilčić	621823571235813	Facebook	2	1	40470	8094	131	0
m	male	HR	Croatia	Nenad Matić - Zelena lista		157025101623973	Facebook	7	1	40128	11488	331	0
m	male	HR	Croatia	Branko Hrg		943428295688012	Facebook	1	1	39332	7866	69	0
m	male	HR	Croatia	Dalija Orešković - START		1984286805018866	Facebook	6	1	38854	9884	369	0
m	male	HR	Croatia	Council of the European Union		147547541961576	Facebook	5	1	37579	9584	86	5
m	male	HR	Croatia	Davor Škrlec	Zastupnik u Europskom parlamentu Davor Škrlec	1507744276110325	Facebook	1	1	36580	7316	64	0
m	male	HR	Croatia	European Commission		107898832590939	Facebook	7	1	35266	17631	101	25
m	male	HR	Croatia	INA		258640607530666	Facebook	1	1	34613	6922	68	0
m	male	HR	Croatia	Satirikon		1240942162719935	Facebook	5	1	34326	6506	267	0
m	male	HR	Croatia	Hns Osječko-baranjska Županija		208799152545268	Facebook	10	1	34066	8666	574	0
m	male	HR	Croatia	Tomislav Tolušić		1564808330472057	Facebook	1	1	33858	6771	59	0
m	male	HR	Croatia	Davor Bernardić		389724134384503	Facebook	1	1	32566	6513	57	0
m	male	HR	Croatia	Educiraj = Recikliraj		360491234496513	Facebook	3	1	31576	8882	150	0
